Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,28.756724,[90 78] ; [19 77],[69.36363636 98.63636364] ; [39.63636364 56.36363636],1
d2,1,0.0,28.482926,[95 72] ; [22 74],[74.29277567 92.70722433] ; [42.70722433 53.29277567],1
a3,1,2e-06,23.138171,[122  46] ; [41 55],[103.72727273  64.27272727] ; [59.27272727 36.72727273],1
d1,1,3e-06,22.000054,[101  68] ; [29 68],[82.59398496 86.40601504] ; [47.40601504 49.59398496],1
n4,1,1.1e-05,19.41068,[127  42] ; [47 50],[110.54887218  58.45112782] ; [63.45112782 33.54887218],1
a6,1,4.5e-05,16.668158,[124  45] ; [47 50],[108.64285714  60.35714286] ; [62.35714286 34.64285714],1
u1,1,7.3e-05,15.738402,[ 32 137] ; [ 2 95],[ 21.60150376 147.39849624] ; [12.39849624 84.60150376],1
d5,1,0.00018,14.034246,[134  35] ; [56 41],[120.71428571  48.28571429] ; [69.28571429 27.71428571],1
r1,1,0.000577,11.848071,[127  42] ; [53 44],[114.36090226  54.63909774] ; [65.63909774 31.36090226],1
d4,1,0.000792,11.260719,[140  29] ; [62 34],[128.82264151  40.17735849] ; [73.17735849 22.82264151],1
r2,1,0.004487,8.075316,[152  14] ; [77 20],[144.53992395  21.46007605] ; [84.46007605 12.53992395],0
s7,1,0.005624,7.666867,[63 99] ; [21 74],[ 52.94941634 109.05058366] ; [31.05058366 63.94941634],0
d3,1,0.007604,7.124468,[115  54] ; [50 47],[104.83082707  64.16917293] ; [60.16917293 36.83082707],0
r4,1,0.010209,6.598013,[134  35] ; [63 34],[125.16165414  43.83834586] ; [71.83834586 25.16165414],0
v4,1,0.012033,6.305994,[148  20] ; [74 23],[140.73962264  27.26037736] ; [81.26037736 15.73962264],0
v1,1,0.014153,6.019006,[72 91] ; [28 69],[ 62.69230769 100.30769231] ; [37.30769231 59.69230769],0
n5,1,0.015897,5.814255,[115  53] ; [52 45],[105.87169811  62.12830189] ; [61.12830189 35.87169811],0
p11,1,0.01903,5.498802,[115  54] ; [52 45],[106.10150376  62.89849624] ; [60.89849624 36.10150376],0
p4,1,0.020466,5.371698,[ 47 121] ; [15 82],[ 39.30566038 128.69433962] ; [22.69433962 74.30566038],0
a7,1,0.024622,5.050275,[123  46] ; [57 39],[114.79245283  54.20754717] ; [65.20754717 30.79245283],0
s2,1,0.035182,4.436312,[66 99] ; [26 70],[ 58.16091954 106.83908046] ; [33.83908046 62.16091954],0
v2,1,0.042972,4.096505,[79 83] ; [32 58],[71.35714286 90.64285714] ; [39.64285714 50.35714286],0
p10,1,0.050957,3.809695,[111  56] ; [51 43],[103.65517241  63.34482759] ; [58.34482759 35.65517241],0
r3,1,0.051613,3.788265,[148  20] ; [76 20],[142.54545455  25.45454545] ; [81.45454545 14.54545455],0
s6,1,0.062345,3.473878,[89 77] ; [40 56],[81.73282443 84.26717557] ; [47.26717557 48.73282443],0
p5,1,0.106253,2.609093,[  8 160] ; [ 1 96],[  5.70566038 162.29433962] ; [ 3.29433962 93.70566038],0
n6,1,0.149035,2.082097,[128  40] ; [66 31],[122.98867925  45.01132075] ; [71.01132075 25.98867925],0
s1,1,0.204132,1.61256,[  5 162] ; [ 6 90],[  6.98479087 160.01520913] ; [ 4.01520913 91.98479087],0
p9,1,0.214478,1.540939,[118  46] ; [60 33],[113.58754864  50.41245136] ; [64.41245136 28.58754864],0
n2,1,0.219086,1.510349,[45 18] ; [22 15],[42.21 20.79] ; [24.79 12.21],0
p6,1,0.234066,1.41598,[ 20 148] ; [ 7 89],[ 17.18181818 150.81818182] ; [ 9.81818182 86.18181818],0
