Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,47.416902,[157   8] ; [56 35],[137.28515625  27.71484375] ; [75.71484375 15.28515625],1
p9,1,0.0,40.275271,[132  32] ; [35 51],[109.552  54.448] ; [57.448 28.552],1
r4,1,0.0,33.14576,[141  26] ; [47 45],[121.22007722  45.77992278] ; [66.77992278 25.22007722],1
p2,1,0.0,33.091069,[128  39] ; [37 54],[106.80232558  60.19767442] ; [58.19767442 32.80232558],1
p10,1,0.0,30.234925,[118  47] ; [32 57],[97.44094488 67.55905512] ; [52.55905512 36.44094488],1
n6,1,1e-06,24.15238,[135  32] ; [47 44],[117.80620155  49.19379845] ; [64.19379845 26.80620155],1
v4,1,0.001372,10.243578,[148  17] ; [67 23],[139.11764706  25.88235294] ; [75.88235294 14.11764706],0
v2,1,0.003454,8.550544,[77 81] ; [26 62],[66.15447154 91.84552846] ; [36.84552846 51.15447154],0
a1,1,0.003896,8.331502,[  4 163] ; [10 82],[  9.02702703 157.97297297] ; [ 4.97297297 87.02702703],0
r1,1,0.004921,7.908131,[121  45] ; [50 40],[110.8828125  55.1171875] ; [60.1171875 29.8828125],0
s6,1,0.007435,7.164842,[67 97] ; [22 69],[ 57.23921569 106.76078431] ; [31.76078431 59.23921569],0
s8,1,0.007447,7.16176,[ 39 127] ; [ 9 82],[ 31.00389105 134.99610895] ; [16.99610895 74.00389105],0
u3,1,0.011646,6.36401,[29 30] ; [ 8 27],[23.22340426 35.77659574] ; [13.77659574 21.22340426],0
p8,1,0.014232,6.009134,[ 56 107] ; [18 73],[ 47.48818898 115.51181102] ; [26.51181102 64.48818898],0
s7,1,0.017754,5.620231,[ 37 124] ; [ 9 76],[ 30.10569106 130.89430894] ; [15.89430894 69.10569106],0
n3,1,0.020337,5.382702,[39 11] ; [22 18],[33.88888889 16.11111111] ; [27.11111111 12.88888889],0
b1,1,0.025622,4.981362,[ 58 109] ; [45 47],[ 66.41312741 100.58687259] ; [36.58687259 55.41312741],0
n2,1,0.056687,3.631744,[38 13] ; [24 19],[33.63829787 17.36170213] ; [28.36170213 14.63829787],0
p7,1,0.064755,3.411199,[73 91] ; [29 60],[66.11857708 97.88142292] ; [35.88142292 53.11857708],0
p5,1,0.06539,3.395114,[ 10 157] ; [ 1 89],[  7.14785992 159.85214008] ; [ 3.85214008 86.14785992],0
r2,1,0.073844,3.195446,[146  18] ; [72 17],[141.31225296  22.68774704] ; [76.68774704 12.31225296],0
d2,1,0.079292,3.079346,[ 56 109] ; [41 50],[ 62.51953125 102.48046875] ; [34.48046875 56.51953125],0
v1,1,0.079658,3.071861,[66 96] ; [27 64],[ 59.54940711 102.45059289] ; [33.45059289 57.54940711],0
u2,1,0.108122,2.581462,[31 28] ; [12 22],[27.27956989 31.72043011] ; [15.72043011 18.27956989],0
s1,1,0.108937,2.569573,[  2 162] ; [ 4 87],[  3.85882353 160.14117647] ; [ 2.14117647 88.85882353],0
a6,1,0.1489,2.083481,[113  54] ; [54 38],[107.67953668  59.32046332] ; [59.32046332 32.67953668],0
p12,1,0.162054,1.954953,[  7 156] ; [ 1 90],[  5.13385827 157.86614173] ; [ 2.86614173 88.13385827],0
n1,1,0.200281,1.640326,[15 35] ; [18 24],[17.93478261 32.06521739] ; [15.06521739 26.93478261],0
d4,1,0.216954,1.524407,[125  41] ; [62 29],[120.78599222  45.21400778] ; [66.21400778 24.78599222],0
d3,1,0.229623,1.443194,[101  66] ; [48 43],[96.44573643 70.55426357] ; [52.55426357 38.44573643],0
a2,1,0.243866,1.358103,[ 25 142] ; [19 73],[ 28.37065637 138.62934363] ; [15.62934363 76.37065637],0
v3,1,0.244646,1.353621,[ 49 115] ; [20 67],[ 45.08366534 118.91633466] ; [23.91633466 63.08366534],0
a4,1,0.312089,1.021816,[ 58 109] ; [37 53],[ 61.73151751 105.26848249] ; [33.26848249 56.73151751],0
n4,1,0.373417,0.792262,[112  55] ; [56 35],[108.74418605  58.25581395] ; [59.25581395 31.74418605],0
s3,1,0.449793,0.571174,[ 44 122] ; [20 70],[ 41.5 124.5] ; [22.5 67.5],0
a7,1,0.509546,0.434999,[109  57] ; [56 35],[106.57587549  59.42412451] ; [58.42412451 32.57587549],0
s4,1,0.518801,0.416277,[ 14 152] ; [10 82],[ 15.44186047 150.55813953] ; [ 8.55813953 83.44186047],0
a5,1,0.522061,0.40982,[103  64] ; [53 39],[100.58687259  66.41312741] ; [55.41312741 36.58687259],0
b4,1,0.535341,0.384242,[101  66] ; [52 40],[98.65250965 68.34749035] ; [54.34749035 37.65250965],0
p3,1,0.539724,0.376052,[ 37 130] ; [17 73],[ 35.08949416 131.91050584] ; [18.91050584 71.08949416],0
b3,1,0.671975,0.179301,[32 59] ; [19 30],[33.15 57.85] ; [17.85 31.15],0
b2,1,0.671975,0.179301,[32 59] ; [19 30],[33.15 57.85] ; [17.85 31.15],0
d1,1,0.693695,0.155114,[72 95] ; [42 50],[73.50579151 93.49420849] ; [40.49420849 51.50579151],0
s5,1,0.733037,0.116341,[ 24 137] ; [12 78],[ 23.09163347 137.90836653] ; [12.90836653 77.09163347],0
a8,1,0.741554,0.108765,[ 17 141] ; [ 8 77],[ 16.25514403 141.74485597] ; [ 8.74485597 76.25514403],0
u1,1,0.79709,0.066108,[ 13 154] ; [ 8 84],[ 13.54054054 153.45945946] ; [ 7.45945946 84.54054054],0
p1,1,0.846367,0.037541,[ 10 156] ; [ 5 87],[  9.65116279 156.34883721] ; [ 5.34883721 86.65116279],0
p6,1,0.893683,0.017861,[ 19 142] ; [10 79],[ 18.676 142.324] ; [10.324 78.676],0
d5,1,0.906718,0.013731,[115  52] ; [64 28],[115.41698842  51.58301158] ; [63.58301158 28.41698842],0
a3,1,0.920657,0.009921,[108  59] ; [57 32],[107.63671875  59.36328125] ; [57.36328125 31.63671875],0
b5,1,0.973763,0.001082,[102  65] ; [56 36],[101.87644788  65.12355212] ; [56.12355212 35.87644788],0
n5,1,0.975173,0.000968,[100  66] ; [55 36],[100.11673152  65.88326848] ; [54.88326848 36.11673152],0
