Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,39.862111,[207  45] ; [15 26],[190.93515358  61.06484642] ; [31.06484642  9.93515358],1
n5,1,5e-06,20.874596,[203  53] ; [20 23],[190.92976589  65.07023411] ; [32.07023411 10.92976589],1
a3,1,0.002194,9.379342,[189  66] ; [22 21],[180.55369128  74.44630872] ; [30.44630872 12.55369128],0
p2,1,0.008292,6.969361,[208  44] ; [28 15],[201.6  50.4] ; [34.4  8.6],0
a5,1,0.009038,6.81521,[197  59] ; [25 18],[190.0735786  65.9264214] ; [31.9264214 11.0735786],0
n6,1,0.01445,5.982294,[204  52] ; [27 16],[197.77926421  58.22073579] ; [33.22073579  9.77926421],0
p4,1,0.014875,5.931237,[162  92] ; [19 24],[154.79461279  99.20538721] ; [26.20538721 16.79461279],0
p3,1,0.026772,4.905427,[146 107] ; [17 26],[139.32094595 113.67905405] ; [23.67905405 19.32094595],0
s7,1,0.027918,4.833139,[116 127] ; [12 29],[109.52112676 133.47887324] ; [18.47887324 22.52112676],0
r4,1,0.029735,4.724575,[223  33] ; [32 11],[218.3277592  37.6722408] ; [36.6722408  6.3277592],0
n4,1,0.038773,4.270807,[208  48] ; [29 14],[202.91638796  53.08361204] ; [34.08361204  8.91638796],0
p7,1,0.052183,3.769901,[180  70] ; [24 18],[174.65753425  75.34246575] ; [29.34246575 12.65753425],0
d5,1,0.056942,3.624295,[195  60] ; [27 16],[189.96644295  65.03355705] ; [32.03355705 10.96644295],0
a7,1,0.059743,3.544508,[163  92] ; [21 22],[157.44966443  97.55033557] ; [26.55033557 16.44966443],0
b5,1,0.064684,3.413032,[140 116] ; [30 13],[145.55183946 110.44816054] ; [24.44816054 18.55183946],0
s3,1,0.06583,3.384041,[143 108] ; [18 25],[137.45238095 113.54761905] ; [23.54761905 19.45238095],0
p8,1,0.081449,3.035745,[149 101] ; [19 23],[143.83561644 106.16438356] ; [24.16438356 17.83561644],0
s8,1,0.108234,2.57982,[118 135] ; [14 28],[113.20677966 139.79322034] ; [18.79322034 23.20677966],0
s6,1,0.117392,2.451773,[155  92] ; [21 21],[150.42214533  96.57785467] ; [25.57785467 16.42214533],0
r3,1,0.129603,2.297253,[240  14] ; [38  5],[237.75084175  16.24915825] ; [40.24915825  2.75084175],0
d1,1,0.155153,2.020847,[143 113] ; [19 24],[138.70234114 117.29765886] ; [23.29765886 19.70234114],0
a6,1,0.158526,1.988233,[165  90] ; [23 20],[160.87248322  94.12751678] ; [27.12751678 15.87248322],0
p5,1,0.175035,1.839287,[ 37 216] ; [ 3 40],[ 34.18918919 218.81081081] ; [ 5.81081081 37.18918919],0
r2,1,0.178656,1.808773,[229  24] ; [36  7],[226.50337838  26.49662162] ; [38.49662162  4.50337838],0
d4,1,0.191333,1.707321,[206  49] ; [31 12],[202.80201342  52.19798658] ; [34.19798658  8.80201342],0
s2,1,0.230923,1.435166,[125 128] ; [17 26],[121.37162162 131.62837838] ; [20.62837838 22.37162162],0
u1,1,0.254617,1.297793,[ 41 215] ; [ 4 39],[ 38.52842809 217.47157191] ; [ 6.47157191 36.52842809],0
p12,1,0.261028,1.263299,[ 17 234] ; [ 1 42],[ 15.36734694 235.63265306] ; [ 2.63265306 40.36734694],0
a2,1,0.274502,1.194109,[ 61 195] ; [ 7 36],[ 58.22073579 197.77926421] ; [ 9.77926421 33.22073579],0
u2,1,0.274534,1.193953,[42 24] ; [10 10],[39.90697674 26.09302326] ; [12.09302326  7.90697674],0
a4,1,0.290307,1.118199,[123 132] ; [17 26],[119.79865772 135.20134228] ; [20.20134228 22.79865772],0
v3,1,0.314726,1.010739,[ 96 155] ; [13 30],[ 93.05782313 157.94217687] ; [15.94217687 27.05782313],0
v1,1,0.325059,0.968481,[136 113] ; [20 23],[133.02739726 115.97260274] ; [22.97260274 20.02739726],0
r1,1,0.357066,0.848185,[200  55] ; [31 12],[197.66778523  57.33221477] ; [33.33221477  9.66778523],0
d2,1,0.371562,0.798433,[126 130] ; [18 25],[123.2909699 132.7090301] ; [20.7090301 22.2909699],0
d3,1,0.376665,0.781558,[161  95] ; [24 19],[158.39464883  97.60535117] ; [26.60535117 16.39464883],0
s5,1,0.393979,0.726626,[ 78 168] ; [10 30],[ 75.69230769 170.30769231] ; [12.30769231 27.69230769],0
s4,1,0.404642,0.694488,[ 36 216] ; [ 4 38],[ 34.28571429 217.71428571] ; [ 5.71428571 36.28571429],0
v4,1,0.467419,0.528071,[238  16] ; [39  4],[236.8956229  17.1043771] ; [40.1043771  2.8956229],0
p1,1,0.472701,0.515656,[ 20 233] ; [ 2 40],[ 18.86779661 234.13220339] ; [ 3.13220339 38.86779661],0
s1,1,0.617307,0.24967,[  8 245] ; [ 2 41],[  8.5472973 244.4527027] ; [ 1.4527027 41.5472973],0
b3,1,0.654021,0.200868,[ 57 105] ; [ 7 16],[ 56.04324324 105.95675676] ; [ 7.95675676 15.04324324],0
b2,1,0.654021,0.200868,[ 57 105] ; [ 7 16],[ 56.04324324 105.95675676] ; [ 7.95675676 15.04324324],0
v2,1,0.712498,0.135795,[132 111] ; [21 20],[130.91197183 112.08802817] ; [22.08802817 18.91197183],0
b4,1,0.744187,0.10648,[148 108] ; [26 17],[148.97658863 107.02341137] ; [25.02341137 17.97658863],0
n3,1,0.75678,0.095921,[34 10] ; [11  4],[33.55932203 10.44067797] ; [11.44067797  3.55932203],0
u3,1,0.835049,0.04336,[43 24] ; [14  7],[43.39772727 23.60227273] ; [13.60227273  7.39772727],0
p6,1,0.837085,0.042281,[105 144] ; [17 25],[104.39175258 144.60824742] ; [17.60824742 24.39175258],0
n2,1,0.863333,0.02963,[34 11] ; [11  4],[33.75 11.25] ; [11.25  3.75],0
a1,1,0.934939,0.006664,[ 17 239] ; [ 3 40],[ 17.12374582 238.87625418] ; [ 2.87625418 40.12374582],0
n1,1,0.935144,0.006622,[24 20] ; [8 7],[23.86440678 20.13559322] ; [8.13559322 6.86440678],0
a8,1,0.991842,0.000105,[ 34 205] ; [ 6 36],[ 34.02135231 204.97864769] ; [ 5.97864769 36.02135231],0
