Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,25.026226,[3 6] ; [127  13],[7.85234899 1.14765101] ; [122.14765101  17.85234899],1
r2,1,0.00174,9.805777,[5 3] ; [131   9],[7.35135135 0.64864865] ; [128.64864865  11.35135135],0
n3,1,0.002719,8.986737,[1 5] ; [28  8],[4.14285714 1.85714286] ; [24.85714286 11.14285714],0
v1,1,0.063629,3.440173,[2 7] ; [72 61],[4.69014085 4.30985915] ; [69.30985915 63.69014085],0
v2,1,0.084936,2.967827,[2 6] ; [77 60],[4.35862069 3.64137931] ; [74.64137931 62.35862069],0
p11,1,0.098203,2.734492,[4 5] ; [99 41],[6.22147651 2.77852349] ; [96.77852349 43.22147651],0
r1,1,0.129776,2.295184,[5 4] ; [108  31],[6.87162162 2.12837838] ; [106.12837838  32.87162162],0
p8,1,0.139788,2.180296,[5 4] ; [44 95],[2.97972973 6.02027027] ; [46.02027027 92.97972973],0
s8,1,0.148624,2.086318,[6 3] ; [58 80],[3.91836735 5.08163265] ; [60.08163265 77.91836735],0
s5,1,0.159437,1.979559,[4 4] ; [35 95],[2.26086957 5.73913043] ; [36.73913043 93.26086957],0
s2,1,0.173733,1.850431,[3 6] ; [77 59],[4.96551724 4.03448276] ; [75.03448276 60.96551724],0
p5,1,0.180433,1.79405,[2 7] ; [ 12 126],[0.85714286 8.14285714] ; [ 13.14285714 124.85714286],0
p1,1,0.211208,1.563129,[2 7] ; [ 13 127],[0.90604027 8.09395973] ; [ 14.09395973 125.90604027],0
p12,1,0.211208,1.563129,[2 7] ; [ 13 127],[0.90604027 8.09395973] ; [ 14.09395973 125.90604027],0
d3,1,0.211432,1.561592,[8 1] ; [97 43],[6.34228188 2.65771812] ; [98.65771812 41.34228188],0
s3,1,0.245814,1.34694,[3 6] ; [73 64],[4.68493151 4.31506849] ; [71.31506849 65.68493151],0
s6,1,0.276629,1.183575,[5 4] ; [100  38],[6.42857143 2.57142857] ; [98.57142857 39.42857143],0
u1,1,0.278252,1.175608,[3 6] ; [ 26 114],[1.75167785 7.24832215] ; [ 27.24832215 112.75167785],0
n4,1,0.308345,1.037753,[6 3] ; [113  27],[7.18791946 1.81208054] ; [111.81208054  28.18791946],0
b1,1,0.312548,1.019879,[5 4] ; [54 86],[3.56375839 5.43624161] ; [55.43624161 84.56375839],0
a6,1,0.366725,0.814731,[7 2] ; [88 52],[5.73825503 3.26174497] ; [89.26174497 50.73825503],0
a2,1,0.371543,0.798499,[3 6] ; [ 29 111],[1.93288591 7.06711409] ; [ 30.06711409 109.93288591],0
n2,1,0.375434,0.785601,[3 3] ; [24 11],[3.95121951 2.04878049] ; [23.04878049 11.95121951],0
p3,1,0.391284,0.734949,[4 5] ; [82 57],[5.22972973 3.77027027] ; [80.77027027 58.22972973],0
p2,1,0.459819,0.546335,[8 1] ; [110  30],[7.12751678 1.87248322] ; [110.87248322  29.12751678],0
s4,1,0.482523,0.493156,[2 7] ; [ 19 119],[1.28571429 7.71428571] ; [ 19.71428571 118.28571429],0
u2,1,0.48585,0.485704,[3 1] ; [28 21],[2.33962264 1.66037736] ; [28.66037736 20.33962264],0
p9,1,0.496909,0.461532,[8 1] ; [109  28],[7.21232877 1.78767123] ; [109.78767123  27.21232877],0
v4,1,0.510046,0.433973,[8 1] ; [132   8],[8.45637584 0.54362416] ; [131.54362416   8.45637584],0
n1,1,0.526853,0.400458,[2 4] ; [17 19],[2.71428571 3.28571429] ; [16.28571429 19.71428571],0
v3,1,0.550906,0.355696,[2 6] ; [47 86],[2.78014184 5.21985816] ; [46.21985816 86.78014184],0
d5,1,0.561039,0.337909,[7 2] ; [119  21],[7.61073826 1.38926174] ; [118.38926174  21.61073826],0
d1,1,0.566174,0.329126,[5 4] ; [91 49],[5.79865772 3.20134228] ; [90.20134228 49.79865772],0
a3,1,0.566174,0.329126,[5 4] ; [91 49],[5.79865772 3.20134228] ; [90.20134228 49.79865772],0
s7,1,0.567923,0.326171,[5 4] ; [59 70],[4.17391304 4.82608696] ; [59.82608696 69.17391304],0
d4,1,0.573289,0.317211,[8 1] ; [114  26],[7.36912752 1.63087248] ; [114.63087248  25.36912752],0
a7,1,0.578238,0.309092,[6 3] ; [105  35],[6.70469799 2.29530201] ; [104.29530201  35.70469799],0
s1,1,0.591254,0.288391,[1 8] ; [  9 130],[0.60810811 8.39189189] ; [  9.39189189 129.60810811],0
b5,1,0.597408,0.278923,[5 4] ; [90 50],[5.73825503 3.26174497] ; [89.26174497 50.73825503],0
a5,1,0.614245,0.254039,[6 3] ; [104  36],[6.6442953 2.3557047] ; [103.3557047  36.6442953],0
u3,1,0.63795,0.221433,[3 1] ; [31 18],[2.56603774 1.43396226] ; [31.43396226 17.56603774],0
b4,1,0.722586,0.126029,[6 3] ; [85 55],[5.4966443 3.5033557] ; [85.5033557 54.4966443],0
p10,1,0.762535,0.091297,[7 2] ; [101  37],[6.6122449 2.3877551] ; [101.3877551  36.6122449],0
n6,1,0.790771,0.070389,[8 1] ; [120  20],[7.73154362 1.26845638] ; [120.26845638  19.73154362],0
a4,1,0.842497,0.039482,[4 5] ; [67 73],[4.2885906 4.7114094] ; [66.7114094 73.2885906],0
n5,1,0.851686,0.034957,[7 2] ; [105  35],[6.76510067 2.23489933] ; [105.23489933  34.76510067],0
b2,1,0.893425,0.017949,[2 4] ; [31 55],[2.15217391 3.84782609] ; [30.84782609 55.15217391],0
b3,1,0.893425,0.017949,[2 4] ; [31 55],[2.15217391 3.84782609] ; [30.84782609 55.15217391],0
p6,1,0.908135,0.013315,[2 7] ; [ 33 105],[2.14285714 6.85714286] ; [ 32.85714286 105.14285714],0
d2,1,0.940169,0.005634,[5 4] ; [79 60],[5.10810811 3.89189189] ; [78.89189189 60.10810811],0
