Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,87.396905,[113  13] ; [50 97],[75.23076923 50.76923077] ; [87.76923077 59.23076923],1
d5,1,0.0,81.167686,[124   2] ; [73 75],[90.59124088 35.40875912] ; [106.40875912  41.59124088],1
d4,1,0.0,70.697027,[121   3] ; [77 71],[90.26470588 33.73529412] ; [107.73529412  40.26470588],1
d2,1,0.0,69.884725,[84 40] ; [ 26 121],[50.33210332 73.66789668] ; [59.66789668 87.33210332],1
a2,1,0.0,33.947246,[36 90] ; [  5 143],[ 18.8540146 107.1459854] ; [ 22.1459854 125.8540146],1
a4,1,0.0,27.278883,[66 59] ; [ 33 115],[45.32967033 79.67032967] ; [53.67032967 94.32967033],1
a5,1,3e-06,22.110508,[97 29] ; [73 75],[78.17518248 47.82481752] ; [91.82481752 56.17518248],1
a3,1,8e-06,19.934386,[95 31] ; [72 75],[77.07692308 48.92307692] ; [89.92307692 57.07692308],1
u1,1,1e-05,19.435352,[ 20 106] ; [  2 146],[ 10.11678832 115.88321168] ; [ 11.88321168 136.11678832],1
r2,1,0.000277,13.219385,[115   8] ; [114  33],[104.32222222  18.67777778] ; [124.67777778  22.32222222],1
a7,1,0.002958,8.833176,[91 34] ; [82 66],[79.21245421 45.78754579] ; [93.78754579 54.21245421],0
r1,1,0.004151,8.216571,[94 32] ; [86 62],[82.77372263 43.22627737] ; [97.22627737 50.77372263],0
a6,1,0.005675,7.650715,[91 35] ; [83 65],[80.01459854 45.98540146] ; [93.98540146 54.01459854],0
s8,1,0.01383,6.059741,[33 93] ; [ 21 126],[ 24.92307692 101.07692308] ; [ 29.07692308 117.92307692],0
v2,1,0.026502,4.922942,[52 69] ; [42 99],[43.41221374 77.58778626] ; [50.58778626 90.41221374],0
r4,1,0.037196,4.341402,[103  23] ; [105  43],[95.64963504 30.35036496] ; [112.35036496  35.64963504],0
v3,1,0.070066,3.28147,[36 87] ; [ 28 114],[29.70566038 93.29433962] ; [ 34.29433962 107.70566038],0
p10,1,0.079569,3.073686,[85 41] ; [81 61],[78.04477612 47.95522388] ; [87.95522388 54.04477612],0
r3,1,0.089073,2.891049,[110  15] ; [119  29],[104.85347985  20.14652015] ; [124.14652015  23.85347985],0
n4,1,0.096995,2.754264,[90 36] ; [91 56],[83.53846154 42.46153846] ; [97.46153846 49.53846154],0
