Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.332617,[51  2] ; [11 20],[39.11904762 13.88095238] ; [22.88095238  8.11904762],1
u3,1,0.423892,0.639498,[11 18] ; [ 6 16],[ 9.66666667 19.33333333] ; [ 7.33333333 14.66666667],0
p7,1,0.425059,0.636286,[27 26] ; [13 18],[25.23809524 27.76190476] ; [14.76190476 16.23809524],0
n1,1,0.45655,0.55434,[8 9] ; [ 7 13],[ 6.89189189 10.10810811] ; [ 8.10810811 11.89189189],0
p1,1,0.463193,0.538168,[ 6 47] ; [ 2 29],[ 5.04761905 47.95238095] ; [ 2.95238095 28.04761905],0
b3,1,0.507423,0.439377,[ 9 25] ; [ 7 13],[10.07407407 23.92592593] ; [ 5.92592593 14.07407407],0
b2,1,0.507423,0.439377,[ 9 25] ; [ 7 13],[10.07407407 23.92592593] ; [ 5.92592593 14.07407407],0
s4,1,0.528264,0.39773,[ 9 44] ; [ 7 24],[10.0952381 42.9047619] ; [ 5.9047619 25.0952381],0
u2,1,0.543007,0.369996,[13 16] ; [ 8 14],[11.94117647 17.05882353] ; [ 9.05882353 12.94117647],0
d3,1,0.602382,0.271419,[11 42] ; [ 5 26],[10.0952381 42.9047619] ; [ 5.9047619 25.0952381],0
p8,1,0.613138,0.25563,[20 33] ; [10 21],[18.92857143 34.07142857] ; [11.07142857 19.92857143],0
b5,1,0.694236,0.154538,[25 28] ; [16 15],[25.86904762 27.13095238] ; [15.13095238 15.86904762],0
n5,1,0.695328,0.153378,[39 14] ; [24  7],[39.75 13.25] ; [23.25  7.75],0
n4,1,0.701955,0.146446,[38 15] ; [21 10],[37.22619048 15.77380952] ; [21.77380952  9.22619048],0
s2,1,0.728018,0.12094,[17 35] ; [ 9 22],[16.28915663 35.71084337] ; [ 9.71084337 21.28915663],0
p2,1,0.793182,0.068738,[34 19] ; [19 12],[33.44047619 19.55952381] ; [19.55952381 11.44047619],0
d2,1,0.804521,0.061256,[15 38] ; [ 8 23],[14.51190476 38.48809524] ; [ 8.48809524 22.51190476],0
s1,1,0.814497,0.055051,[ 4 47] ; [ 2 29],[ 3.73170732 47.26829268] ; [ 2.26829268 28.73170732],0
v2,1,0.892099,0.018401,[14 35] ; [ 9 21],[14.26582278 34.73417722] ; [ 8.73417722 21.26582278],0
