Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.332617,[51  2] ; [11 20],[39.11904762 13.88095238] ; [22.88095238  8.11904762],1
r1,1,0.0,27.045648,[38 15] ; [ 4 27],[26.5 26.5] ; [15.5 15.5],1
r2,1,2.9e-05,17.471888,[50  3] ; [17 13],[42.78313253 10.21686747] ; [24.21686747  5.78313253],1
n6,1,0.003476,8.539236,[42 11] ; [15 16],[35.96428571 17.03571429] ; [21.03571429  9.96428571],0
v3,1,0.004455,8.088422,[17 33] ; [ 2 29],[11.72839506 38.27160494] ; [ 7.27160494 23.72839506],0
p11,1,0.008206,6.987987,[42 11] ; [16 15],[36.5952381 16.4047619] ; [21.4047619  9.5952381],0
s8,1,0.00975,6.680035,[21 32] ; [ 4 27],[15.77380952 37.22619048] ; [ 9.22619048 21.77380952],0
s3,1,0.010745,6.507089,[29 23] ; [ 8 22],[23.46341463 28.53658537] ; [13.53658537 16.46341463],0
s6,1,0.019614,5.44592,[30 21] ; [10 21],[24.87804878 26.12195122] ; [15.12195122 15.87804878],0
n3,1,0.035422,4.424727,[14  2] ; [11  9],[11.11111111  4.88888889] ; [13.88888889  6.11111111],0
p3,1,0.036615,4.368239,[20 33] ; [ 5 26],[15.77380952 37.22619048] ; [ 9.22619048 21.77380952],0
a5,1,0.037461,4.329341,[24 29] ; [ 7 24],[19.55952381 33.44047619] ; [11.44047619 19.55952381],0
n2,1,0.060637,3.519872,[15  3] ; [11  9],[12.31578947  5.68421053] ; [13.68421053  6.31578947],0
s7,1,0.071438,3.249668,[21 31] ; [ 6 23],[17.33333333 34.66666667] ; [ 9.66666667 19.33333333],0
b1,1,0.08009,3.063064,[22 31] ; [19 12],[25.86904762 27.13095238] ; [15.13095238 15.86904762],0
d5,1,0.109855,2.556299,[21 32] ; [ 7 24],[17.66666667 35.33333333] ; [10.33333333 20.66666667],0
p10,1,0.110552,2.546312,[32 20] ; [13 17],[28.53658537 23.46341463] ; [16.46341463 13.53658537],0
a8,1,0.1269,2.330024,[ 9 38] ; [ 2 28],[ 6.71428571 40.28571429] ; [ 4.28571429 25.71428571],0
p5,1,0.132613,2.261652,[ 7 46] ; [ 1 30],[ 5.04761905 47.95238095] ; [ 2.95238095 28.04761905],0
a3,1,0.141129,2.165609,[24 29] ; [ 9 22],[20.82142857 32.17857143] ; [12.17857143 18.82142857],0
s5,1,0.153973,2.032438,[11 39] ; [ 3 28],[ 8.64197531 41.35802469] ; [ 5.35802469 25.64197531],0
a4,1,0.18651,1.744976,[13 39] ; [ 4 27],[10.65060241 41.34939759] ; [ 6.34939759 24.65060241],0
p4,1,0.240566,1.377274,[24 29] ; [10 21],[21.45238095 31.54761905] ; [12.54761905 18.45238095],0
p9,1,0.272595,1.20364,[34 19] ; [15 14],[31.67073171 21.32926829] ; [17.32926829 11.67073171],0
a1,1,0.27665,1.183472,[ 1 52] ; [ 2 29],[ 1.89285714 51.10714286] ; [ 1.10714286 29.89285714],0
a6,1,0.277979,1.176946,[27 26] ; [12 19],[24.60714286 28.39285714] ; [14.39285714 16.60714286],0
b4,1,0.285447,1.140971,[32 21] ; [15 16],[29.6547619 23.3452381] ; [17.3452381 13.6547619],0
p12,1,0.286378,1.13657,[ 5 48] ; [ 1 30],[ 3.78571429 49.21428571] ; [ 2.21428571 28.78571429],0
v1,1,0.312712,1.019186,[19 33] ; [ 8 23],[16.91566265 35.08433735] ; [10.08433735 20.91566265],0
p6,1,0.40326,0.698583,[15 38] ; [ 6 24],[13.40963855 39.59036145] ; [ 7.59036145 22.40963855],0
