Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,182.777067,[243  92] ; [ 55 240],[158.46031746 176.53968254] ; [139.53968254 155.46031746],1
s2,1,0.0,135.088378,[254  83] ; [ 84 206],[181.66826156 155.33173844] ; [156.33173844 133.66826156],1
s3,1,0.0,97.542688,[257  77] ; [110 180],[196.43910256 137.56089744] ; [170.56089744 119.43910256],1
s6,1,0.0,80.29879,[286  47] ; [154 136],[235.18459069  97.81540931] ; [204.81540931  85.18459069],1
s5,1,0.0,37.148082,[151 174] ; [ 65 220],[115.08196721 209.91803279] ; [100.91803279 184.08196721],1
a3,1,0.0,27.745601,[277  59] ; [188 106],[248.  88.] ; [217.  77.],1
p4,1,2e-06,22.533544,[240  96] ; [155 137],[211.33757962 124.66242038] ; [183.66242038 108.33757962],1
p6,1,2e-06,22.504131,[160 174] ; [ 85 205],[131.13782051 202.86217949] ; [113.86217949 176.13782051],1
u1,1,1.5e-05,18.785758,[ 89 249] ; [ 37 258],[ 67.27962085 270.72037915] ; [ 58.72037915 236.27962085],1
p5,1,1.8e-05,18.399496,[ 63 271] ; [ 21 272],[ 44.74641148 289.25358852] ; [ 39.25358852 253.74641148],1
p3,1,2.3e-05,17.905359,[199 137] ; [124 169],[172.54054054 163.45945946] ; [150.45945946 142.54054054],1
v3,1,0.000378,12.637992,[162 166] ; [ 99 183],[140.34098361 187.65901639] ; [120.65901639 161.34098361],1
p9,1,0.000576,11.852307,[306  29] ; [238  52],[291.584  43.416] ; [252.416  37.584],1
a5,1,0.001382,10.229402,[272  66] ; [205  90],[254.7014218  83.2985782] ; [222.2985782  72.7014218],0
p7,1,0.001467,10.119374,[232  93] ; [171 118],[213.31433225 111.68566775] ; [189.68566775  99.31433225],0
p12,1,0.002556,9.099784,[ 40 295] ; [ 15 278],[ 29.33917197 305.66082803] ; [ 25.66082803 267.33917197],0
d1,1,0.003325,8.61984,[222 116] ; [160 135],[203.97472354 134.02527646] ; [178.02527646 116.97472354],0
n6,1,0.00428,8.161124,[315  22] ; [255  39],[304.42155309  32.57844691] ; [265.57844691  28.42155309],0
d2,1,0.004564,8.044415,[190 146] ; [132 160],[172.28025478 163.71974522] ; [149.71974522 142.28025478],0
u4,1,0.00626,7.474013,[ 16 322] ; [  3 292],[ 10.14533965 327.85466035] ; [  8.85466035 286.14533965],0
n4,1,0.006728,7.34418,[308  29] ; [249  46],[297.00791139  39.99208861] ; [259.99208861  35.00791139],0
s1,1,0.006766,7.334186,[ 16 317] ; [  3 284],[ 10.20483871 322.79516129] ; [  8.79516129 278.20483871],0
r1,1,0.006987,7.276182,[290  47] ; [228  65],[277.08888889  59.91111111] ; [240.91111111  52.08888889],0
p10,1,0.015701,5.836108,[294  41] ; [235  56],[283.09105431  51.90894569] ; [245.90894569  45.09105431],0
d4,1,0.020043,5.408171,[285  50] ; [229  65],[273.75198728  61.24801272] ; [240.24801272  53.75198728],0
p8,1,0.020109,5.402414,[198 133] ; [146 143],[183.6516129 147.3483871] ; [160.3483871 128.6516129],0
v2,1,0.021708,5.269028,[201 130] ; [142 134],[187.03953871 143.96046129] ; [155.96046129 120.03953871],0
p2,1,0.028859,4.775995,[294  43] ; [237  56],[284.04285714  52.95714286] ; [246.95714286  46.04285714],0
