Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,27.547662,[94 32] ; [ 5 20],[82.60927152 43.39072848] ; [16.39072848  8.60927152],1
p8,1,1e-06,23.877532,[86 42] ; [ 4 22],[74.80519481 53.19480519] ; [15.19480519 10.80519481],1
p6,1,0.004995,7.881178,[63 65] ; [ 5 21],[56.51948052 71.48051948] ; [11.48051948 14.51948052],0
p10,1,0.008941,6.834639,[113  14] ; [18  8],[108.73856209  18.26143791] ; [22.26143791  3.73856209],0
p4,1,0.022974,5.170505,[93 35] ; [13 13],[88.1038961 39.8961039] ; [17.8961039  8.1038961],0
p9,1,0.031676,4.61596,[117  11] ; [20  6],[113.87012987  14.12987013] ; [23.12987013  2.87012987],0
a7,1,0.042089,4.131611,[86 42] ; [12 14],[81.45454545 46.54545455] ; [16.54545455  9.45454545],0
n1,1,0.050783,3.815409,[14 20] ; [7 2],[16.60465116 17.39534884] ; [4.39534884 4.60465116],0
v3,1,0.058255,3.58637,[ 25 101] ; [ 9 15],[28.56 97.44] ; [ 5.44 18.56],0
d3,1,0.085174,2.963301,[91 37] ; [14 12],[87.27272727 40.72727273] ; [17.72727273  8.27272727],0
s6,1,0.100308,2.700648,[112  14] ; [20  6],[109.42105263  16.57894737] ; [22.57894737  3.42105263],0
s2,1,0.127985,2.316778,[88 39] ; [14 12],[84.66666667 42.33333333] ; [17.33333333  8.66666667],0
s3,1,0.140503,2.172443,[96 31] ; [16 10],[92.96732026 34.03267974] ; [19.03267974  6.96732026],0
b1,1,0.169256,1.889523,[55 73] ; [15 11],[58.18181818 69.81818182] ; [11.81818182 14.18181818],0
d2,1,0.173639,1.851244,[65 63] ; [17  9],[68.15584416 59.84415584] ; [13.84415584 12.15584416],0
r3,1,0.252173,1.311226,[121   7] ; [23  3],[119.68831169   8.31168831] ; [24.31168831  1.68831169],0
d1,1,0.255005,1.295673,[84 44] ; [14 12],[81.45454545 46.54545455] ; [16.54545455  9.45454545],0
v4,1,0.272532,1.203959,[124   4] ; [24  2],[123.01298701   4.98701299] ; [24.98701299  1.01298701],0
p3,1,0.280506,1.164636,[69 59] ; [11 15],[66.49350649 61.50649351] ; [13.50649351 12.49350649],0
b4,1,0.283006,1.152599,[64 64] ; [16 10],[66.49350649 61.50649351] ; [13.50649351 12.49350649],0
d4,1,0.302454,1.063344,[104  23] ; [19  7],[102.09803922  24.90196078] ; [20.90196078  5.09803922],0
p12,1,0.303198,1.060075,[ 13 114] ; [ 1 25],[ 11.62091503 115.37908497] ; [ 2.37908497 23.62091503],0
a8,1,0.312836,1.018665,[ 18 100] ; [ 2 24],[ 16.38888889 101.61111111] ; [ 3.61111111 22.38888889],0
s5,1,0.391372,0.734676,[53 71] ; [ 8 16],[51.10810811 72.89189189] ; [ 9.89189189 14.10810811],0
s4,1,0.421487,0.646165,[34 93] ; [ 5 21],[32.37254902 94.62745098] ; [ 6.62745098 19.37254902],0
u4,1,0.442412,0.59002,[  2 126] ; [ 1 25],[  2.49350649 125.50649351] ; [ 0.50649351 25.49350649],0
p11,1,0.453899,0.560897,[102  26] ; [19  7],[100.57142857  27.42857143] ; [20.42857143  5.57142857],0
a4,1,0.470451,0.520917,[59 69] ; [14 12],[60.67532468 67.32467532] ; [12.32467532 13.67532468],0
n3,1,0.482096,0.494118,[21 13] ; [6 2],[21.85714286 12.14285714] ; [5.14285714 2.85714286],0
