Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,27.547662,[94 32] ; [ 5 20],[82.60927152 43.39072848] ; [16.39072848  8.60927152],1
a6,1,0.501464,0.451837,[78 50] ; [14 12],[76.46753247 51.53246753] ; [15.53246753 10.46753247],0
u3,1,0.54313,0.369769,[21 12] ; [6 2],[21.73170732 11.26829268] ; [5.26829268 2.73170732],0
u2,1,0.54313,0.369769,[21 12] ; [6 2],[21.73170732 11.26829268] ; [5.26829268 2.73170732],0
d5,1,0.556065,0.346563,[104  23] ; [20  6],[102.92810458  24.07189542] ; [21.07189542  4.92810458],0
b2,1,0.562419,0.335532,[37 45] ; [ 8 13],[35.82524272 46.17475728] ; [ 9.17475728 11.82524272],0
b3,1,0.562419,0.335532,[37 45] ; [ 8 13],[35.82524272 46.17475728] ; [ 9.17475728 11.82524272],0
b5,1,0.569258,0.323926,[71 57] ; [16 10],[72.31168831 55.68831169] ; [14.68831169 11.31168831],0
a3,1,0.599847,0.275227,[95 33] ; [18  8],[93.92207792 34.07792208] ; [19.07792208  6.92207792],0
r4,1,0.63395,0.226743,[117  11] ; [23  3],[116.36363636  11.63636364] ; [23.63636364  2.36363636],0
n5,1,0.701036,0.147396,[99 29] ; [21  5],[99.74025974 28.25974026] ; [20.25974026  5.74025974],0
a5,1,0.770591,0.085032,[97 31] ; [19  7],[96.41558442 31.58441558] ; [19.58441558  6.41558442],0
s7,1,0.807007,0.059677,[90 34] ; [18  6],[90.48648649 33.51351351] ; [17.51351351  6.48648649],0
p5,1,0.831084,0.045502,[ 20 108] ; [ 4 19],[ 20.34437086 107.65562914] ; [ 3.65562914 19.34437086],0
a2,1,0.837124,0.042261,[32 96] ; [ 7 19],[32.41558442 95.58441558] ; [ 6.58441558 19.41558442],0
n4,1,0.837385,0.042123,[100  27] ; [20  6],[99.60784314 27.39215686] ; [20.39215686  5.60784314],0
s1,1,0.839266,0.041141,[  6 120] ; [ 1 25],[  5.80263158 120.19736842] ; [ 1.19736842 24.80263158],0
v1,1,0.873905,0.025186,[58 68] ; [11 12],[58.34899329 67.65100671] ; [10.65100671 12.34899329],0
u1,1,0.879101,0.023137,[ 23 105] ; [ 5 21],[ 23.27272727 104.72727273] ; [ 4.72727273 21.27272727],0
r2,1,0.921575,0.009692,[117   9] ; [24  2],[116.88157895   9.11842105] ; [24.11842105  1.88157895],0
p1,1,0.928964,0.007947,[ 14 114] ; [ 3 23],[ 14.12987013 113.87012987] ; [ 2.87012987 23.12987013],0
r1,1,0.968503,0.001559,[103  24] ; [21  5],[102.92810458  24.07189542] ; [21.07189542  4.92810458],0
n6,1,0.975422,0.000949,[108  20] ; [22  4],[108.05194805  19.94805195] ; [21.94805195  4.05194805],0
a1,1,0.988481,0.000208,[  5 123] ; [ 1 25],[  4.98701299 123.01298701] ; [ 1.01298701 24.98701299],0
