Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6e-06,20.354294,[28 43] ; [87 33],[42.7486911 28.2513089] ; [72.2513089 47.7486911],1
v3,1,0.000132,14.616213,[17 56] ; [60 57],[29.58421053 43.41578947] ; [47.41578947 69.58421053],1
d5,1,0.001253,10.410768,[52 20] ; [109  12],[60.06217617 11.93782383] ; [100.93782383  20.06217617],0
s8,1,0.001408,10.19588,[41 32] ; [95 27],[50.91282051 22.08717949] ; [85.08717949 36.91282051],0
a5,1,0.001519,10.055706,[49 24] ; [106  17],[57.72959184 15.27040816] ; [97.27040816 25.72959184],0
d1,1,0.001645,9.909005,[40 33] ; [94 29],[49.90816327 23.09183673] ; [84.09183673 38.90816327],0
s5,1,0.01863,5.535941,[32 35] ; [76 40],[39.54098361 27.45901639] ; [68.45901639 47.54098361],0
p10,1,0.024483,5.060087,[60 13] ; [114   9],[64.80612245  8.19387755] ; [109.19387755  13.80612245],0
p9,1,0.029225,4.754293,[63 10] ; [117   6],[67.04081633  5.95918367] ; [112.95918367  10.04081633],0
s4,1,0.041914,4.138676,[24 45] ; [26 96],[18.06282723 50.93717277] ; [31.93717277 90.06282723],0
n5,1,0.044876,4.023275,[56 17] ; [107  15],[61.02051282 11.97948718] ; [101.97948718  20.02051282],0
p5,1,0.055556,3.665331,[10 63] ; [31 92],[15.27040816 57.72959184] ; [25.72959184 97.27040816],0
r4,1,0.057835,3.598409,[64  9] ; [117   6],[67.41326531  5.58673469] ; [113.58673469   9.41326531],0
n4,1,0.062975,3.457243,[56 17] ; [107  16],[60.70918367 12.29081633] ; [102.29081633  20.70918367],0
d4,1,0.074015,3.191647,[60 13] ; [110  11],[63.96907216  9.03092784] ; [106.03092784  14.96907216],0
a3,1,0.08016,3.061651,[52 21] ; [100  22],[56.9025641 16.0974359] ; [95.0974359 26.9025641],0
n1,1,0.100524,2.697214,[ 6 10] ; [13  7],[8.44444444 7.55555556] ; [10.55555556  9.44444444],0
p11,1,0.116678,2.461353,[53 20] ; [101  22],[57.35714286 15.64285714] ; [96.64285714 26.35714286],0
b4,1,0.120689,2.408361,[35 38] ; [73 50],[40.2244898 32.7755102] ; [67.7755102 55.2244898],0
d3,1,0.130118,2.291093,[51 21] ; [98 24],[55.29896907 16.70103093] ; [93.70103093 28.29896907],0
u4,1,0.139365,2.184961,[ 1 72] ; [  7 116],[ 2.97959184 70.02040816] ; [  5.02040816 117.97959184],0
s7,1,0.154471,2.027532,[51 19] ; [98 22],[54.89473684 15.10526316] ; [94.10526316 25.89473684],0
p4,1,0.158546,1.988036,[55 18] ; [102  20],[58.77435897 14.22564103] ; [98.22564103 23.77435897],0
p3,1,0.162389,1.951838,[45 28] ; [87 35],[49.41538462 23.58461538] ; [82.58461538 39.41538462],0
a7,1,0.169204,1.889981,[49 23] ; [94 28],[53.07216495 18.92783505] ; [89.92783505 32.07216495],0
n3,1,0.214449,1.541137,[12  4] ; [11  9],[10.22222222  5.77777778] ; [12.77777778  7.22222222],0
n6,1,0.22787,1.454108,[63 10] ; [111  10],[65.4742268  7.5257732] ; [108.5257732  12.4742268],0
r3,1,0.23564,1.406491,[67  5] ; [119   4],[68.67692308  3.32307692] ; [117.32307692   5.67692308],0
b1,1,0.237281,1.396678,[36 37] ; [50 73],[32.03061224 40.96938776] ; [53.96938776 69.03061224],0
a2,1,0.243651,1.359347,[18 55] ; [40 83],[21.60204082 51.39795918] ; [36.39795918 86.60204082],0
r2,1,0.25041,1.321013,[67  4] ; [120   3],[68.43814433  2.56185567] ; [118.56185567   4.43814433],0
a8,1,0.285537,1.140544,[ 9 60] ; [22 93],[11.625 57.375] ; [19.375 95.625],0
p8,1,0.295159,1.095939,[47 26] ; [88 35],[50.28061224 22.71938776] ; [84.71938776 38.28061224],0
p12,1,0.302615,1.062634,[ 9 64] ; [ 22 101],[11.54591837 61.45408163] ; [ 19.45408163 103.54591837],0
s6,1,0.326844,0.961361,[63 10] ; [109  11],[65.05699482  7.94300518] ; [106.94300518  13.05699482],0
r1,1,0.361893,0.831314,[58 15] ; [104  19],[60.33673469 12.66326531] ; [101.66326531  21.33673469],0
a4,1,0.39737,0.716272,[37 36] ; [70 53],[39.85204082 33.14795918] ; [67.14795918 55.85204082],0
u1,1,0.428229,0.627622,[17 56] ; [35 88],[19.36734694 53.63265306] ; [32.63265306 90.36734694],0
d2,1,0.44538,0.582383,[39 34] ; [72 50],[41.55384615 31.44615385] ; [69.44615385 52.55384615],0
u2,1,0.460492,0.544699,[15  6] ; [14  9],[13.84090909  7.15909091] ; [15.15909091  7.84090909],0
p7,1,0.594225,0.283795,[59 12] ; [104  17],[60.27604167 10.72395833] ; [102.72395833  18.27604167],0
u3,1,0.598735,0.276909,[14  7] ; [17  6],[14.79545455  6.20454545] ; [16.20454545  6.79545455],0
a1,1,0.604753,0.267887,[ 5 68] ; [ 11 112],[ 5.95918367 67.04081633] ; [ 10.04081633 112.95918367],0
b5,1,0.607507,0.263821,[43 30] ; [77 46],[44.69387755 28.30612245] ; [75.30612245 47.69387755],0
a6,1,0.715559,0.132787,[47 26] ; [81 40],[48.16494845 24.83505155] ; [79.83505155 41.16494845],0
s1,1,0.743668,0.106929,[ 5 68] ; [  7 116],[ 4.46938776 68.53061224] ; [  7.53061224 115.46938776],0
p1,1,0.749564,0.101898,[ 9 64] ; [ 17 105],[ 9.73333333 63.26666667] ; [ 16.26666667 105.73333333],0
