Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,38.075242,[ 29 113] ; [91 75],[55.32467532 86.67532468] ; [ 64.67532468 101.32467532],1
p2,1,0.000249,13.420757,[101  42] ; [146  21],[113.93870968  29.06129032] ; [133.06129032  33.93870968],1
p4,1,0.000953,10.917047,[57 86] ; [98 69],[71.5 71.5] ; [83.5 83.5],1
n3,1,0.008505,6.923838,[28 13] ; [35  3],[32.69620253  8.30379747] ; [30.30379747  7.69620253],0
p3,1,0.01036,6.571971,[50 92] ; [83 84],[61.1197411 80.8802589] ; [71.8802589 95.1197411],0
p12,1,0.040853,4.18211,[ 13 128] ; [  6 161],[  8.69805195 132.30194805] ; [ 10.30194805 156.69805195],0
p11,1,0.047689,3.920895,[98 45] ; [131  36],[105.63548387  37.36451613] ; [123.36451613  43.63548387],0
v4,1,0.075609,3.15684,[130  12] ; [158   6],[133.64705882   8.35294118] ; [154.35294118   9.64705882],0
d2,1,0.095366,2.781381,[73 70] ; [69 97],[65.71521036 77.28478964] ; [76.28478964 89.71521036],0
v2,1,0.103289,2.654014,[64 70] ; [90 67],[70.91408935 63.08591065] ; [83.08591065 73.91408935],0
r2,1,0.110215,2.551131,[139   4] ; [152  11],[135.99019608   7.00980392] ; [155.00980392   7.99019608],0
s5,1,0.1287,2.308114,[39 93] ; [ 63 103],[45.18120805 86.81879195] ; [ 56.81879195 109.18120805],0
s7,1,0.141026,2.166729,[71 63] ; [99 62],[77.22033898 56.77966102] ; [92.77966102 68.22033898],0
u3,1,0.163805,1.938741,[31 14] ; [24 20],[27.80898876 17.19101124] ; [27.19101124 16.80898876],0
v3,1,0.167196,1.907908,[47 87] ; [70 93],[52.78787879 81.21212121] ; [64.21212121 98.78787879],0
r3,1,0.181417,1.785975,[133  10] ; [160   6],[135.59546926   7.40453074] ; [157.40453074   8.59546926],0
p1,1,0.193411,1.691441,[ 11 132] ; [  7 159],[  8.33009709 134.66990291] ; [  9.66990291 156.33009709],0
a1,1,0.201454,1.631801,[  3 140] ; [  8 159],[  5.07419355 137.92580645] ; [  5.92580645 161.07419355],0
n2,1,0.211846,1.558768,[31 12] ; [31  6],[33.325  9.675] ; [28.675  8.325],0
a8,1,0.227091,1.45899,[ 16 116] ; [ 27 130],[ 19.64013841 112.35986159] ; [ 23.35986159 133.64013841],0
b2,1,0.237511,1.395305,[27 48] ; [30 78],[23.36065574 51.63934426] ; [33.63934426 74.36065574],0
b3,1,0.237511,1.395305,[27 48] ; [30 78],[23.36065574 51.63934426] ; [33.63934426 74.36065574],0
n5,1,0.238292,1.390672,[97 46] ; [122  43],[101.67857143  41.32142857] ; [117.32142857  47.67857143],0
b5,1,0.260657,1.265265,[92 51] ; [97 70],[87.18387097 55.81612903] ; [101.81612903  65.18387097],0
d1,1,0.294313,1.099788,[83 60] ; [87 80],[78.41935484 64.58064516] ; [91.58064516 75.41935484],0
n1,1,0.350558,0.871437,[20 23] ; [13 23],[17.96202532 25.03797468] ; [15.03797468 20.96202532],0
n6,1,0.354834,0.856095,[110  33] ; [134  31],[113.28571429  29.71428571] ; [130.71428571  34.28571429],0
u1,1,0.368038,0.810278,[ 25 118] ; [ 23 144],[ 22.14193548 120.85806452] ; [ 25.85806452 141.14193548],0
n4,1,0.378592,0.775269,[102  41] ; [125  40],[105.39285714  37.60714286] ; [121.60714286  43.39285714],0
p9,1,0.389194,0.741457,[111  29] ; [138  28],[113.92156863  26.07843137] ; [135.07843137  30.92156863],0
u2,1,0.391805,0.733333,[26 18] ; [22 22],[24. 20.] ; [24. 20.],0
r4,1,0.394658,0.724543,[124  19] ; [150  17],[126.39354839  16.60645161] ; [147.60645161  19.39354839],0
a3,1,0.400285,0.707471,[98 45] ; [121  45],[101.34951456  41.65048544] ; [117.65048544  48.34951456],0
a6,1,0.403701,0.697274,[90 53] ; [112  54],[93.48220065 49.51779935] ; [108.51779935  57.48220065],0
p5,1,0.404315,0.695456,[ 10 130] ; [  8 156],[  8.28947368 131.71052632] ; [  9.71052632 154.28947368],0
b4,1,0.432612,0.615802,[91 52] ; [99 68],[87.64516129 55.35483871] ; [102.35483871  64.64516129],0
a4,1,0.438074,0.601323,[61 82] ; [ 64 103],[57.66129032 85.33870968] ; [67.33870968 99.66129032],0
s8,1,0.44973,0.571332,[67 75] ; [86 81],[70.31067961 71.68932039] ; [82.68932039 84.31067961],0
p10,1,0.453756,0.561252,[108  33] ; [133  33],[110.68729642  30.31270358] ; [130.31270358  35.68729642],0
s4,1,0.502477,0.449701,[ 32 111] ; [ 32 134],[ 29.61812298 113.38187702] ; [ 34.38187702 131.61812298],0
d4,1,0.523928,0.406154,[116  27] ; [129  36],[113.75  29.25] ; [131.25  33.75],0
s1,1,0.567346,0.327143,[  6 136] ; [  5 161],[  5.07142857 136.92857143] ; [  5.92857143 160.07142857],0
a5,1,0.601592,0.272602,[98 45] ; [119  48],[100.1  42.9] ; [116.9  50.1],0
b1,1,0.722257,0.12634,[52 91] ; [ 64 103],[53.50967742 89.49032258] ; [ 62.49032258 104.50967742],0
a7,1,0.735797,0.113855,[101  42] ; [115  52],[99.63870968 43.36129032] ; [116.36129032  50.63870968],0
a2,1,0.762118,0.091628,[ 32 111] ; [ 35 132],[ 30.90645161 112.09354839] ; [ 36.09354839 130.90645161],0
v1,1,0.776398,0.080665,[66 70] ; [75 85],[64.78378378 71.21621622] ; [76.21621622 83.78378378],0
d5,1,0.783259,0.075666,[111  32] ; [131  35],[111.99352751  31.00647249] ; [130.00647249  35.99352751],0
s2,1,0.814068,0.05531,[107  36] ; [123  44],[106.09677419  36.90322581] ; [123.90322581  43.09677419],0
s6,1,0.814522,0.055036,[111  29] ; [129  36],[110.16393443  29.83606557] ; [129.83606557  35.16393443],0
u4,1,0.860571,0.030852,[  3 140] ; [  4 163],[  3.22903226 139.77096774] ; [  3.77096774 163.22903226],0
r1,1,0.92674,0.008454,[113  29] ; [132  33],[113.32247557  28.67752443] ; [131.67752443  33.32247557],0
d3,1,0.996293,2.2e-05,[93 50] ; [108  58],[93.01941748 49.98058252] ; [107.98058252  58.01941748],0
