Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,21.757447,[51 27] ; [111  10],[63.49748744 14.50251256] ; [98.50251256 22.49748744],1
r4,1,3e-06,21.524035,[39 40] ; [99 24],[53.97029703 25.02970297] ; [84.02970297 38.97029703],1
p6,1,1.1e-05,19.278948,[ 1 76] ; [30 93],[11.935 65.065] ; [ 19.065 103.935],1
v4,1,1.8e-05,18.360016,[51 27] ; [109  12],[62.71356784 15.28643216] ; [97.28643216 23.71356784],1
p11,1,3.8e-05,16.993552,[35 44] ; [90 33],[48.88613861 30.11386139] ; [76.11386139 46.88613861],1
p7,1,0.000123,14.753625,[14 63] ; [55 68],[26.565 50.435] ; [42.435 80.565],1
p9,1,0.00017,14.133132,[31 43] ; [85 38],[43.57360406 30.42639594] ; [72.42639594 50.57360406],1
p4,1,0.000785,11.276901,[11 67] ; [44 79],[21.34328358 56.65671642] ; [33.65671642 89.34328358],1
p10,1,0.003638,8.456309,[32 45] ; [77 46],[41.965 35.035] ; [67.035 55.965],0
n6,1,0.005568,7.684983,[42 36] ; [89 33],[51.09 26.91] ; [79.91 42.09],0
p3,1,0.006894,7.300418,[11 67] ; [38 85],[19.01492537 58.98507463] ; [29.98507463 93.01492537],0
r1,1,0.009502,6.725907,[39 39] ; [84 39],[47.73134328 30.26865672] ; [75.26865672 47.73134328],0
v1,1,0.013577,6.092308,[18 60] ; [48 72],[26. 52.] ; [40. 80.],0
v2,1,0.013647,6.083192,[21 53] ; [55 64],[29.13989637 44.86010363] ; [46.86010363 72.13989637],0
a1,1,0.021402,5.293793,[ 9 70] ; [  4 119],[ 5.08415842 73.91584158] ; [  7.91584158 115.08415842],0
n1,1,0.024043,5.09155,[17 20] ; [ 7 27],[12.50704225 24.49295775] ; [11.49295775 22.50704225],0
d3,1,0.034882,4.450963,[37 42] ; [75 46],[44.24 34.76] ; [67.76 53.24],0
a7,1,0.042051,4.13316,[41 37] ; [81 40],[47.81909548 30.18090452] ; [74.18090452 46.81909548],0
p1,1,0.045353,4.005474,[ 8 71] ; [  4 118],[ 4.71641791 74.28358209] ; [  7.28358209 114.71641791],0
a6,1,0.052872,3.747964,[44 35] ; [85 38],[50.45049505 28.54950495] ; [78.54950495 44.45049505],0
r2,1,0.061503,3.496395,[59 16] ; [108  14],[63.5786802 11.4213198] ; [103.4213198  18.5786802],0
d5,1,0.062402,3.47237,[47 32] ; [88 34],[53.05970149 25.94029851] ; [81.94029851 40.05970149],0
s2,1,0.068721,3.313304,[10 69] ; [28 94],[14.93532338 64.06467662] ; [23.06467662 98.93532338],0
b1,1,0.081888,3.027029,[40 39] ; [47 76],[34.02475248 44.97524752] ; [52.97524752 70.02475248],0
u1,1,0.129073,2.303619,[ 5 74] ; [ 16 107],[ 8.21287129 70.78712871] ; [ 12.78712871 110.21287129],0
s5,1,0.133908,2.246601,[ 5 70] ; [ 16 102],[ 8.16062176 66.83937824] ; [ 12.83937824 105.16062176],0
a3,1,0.150069,2.071545,[48 30] ; [87 35],[52.65 25.35] ; [82.35 39.65],0
n3,1,0.153875,2.033406,[19 15] ; [26 10],[21.85714286 12.14285714] ; [23.14285714 12.85714286],0
s1,1,0.164271,1.934461,[ 5 73] ; [  3 119],[ 3.12 74.88] ; [  4.88 117.12],0
s8,1,0.172536,1.860772,[ 7 72] ; [ 19 104],[10.16831683 68.83168317] ; [ 15.83168317 107.16831683],0
s7,1,0.17661,1.825923,[11 64] ; [26 89],[14.60526316 60.39473684] ; [22.39473684 92.60526316],0
v3,1,0.186335,1.746357,[15 59] ; [34 84],[18.88541667 55.11458333] ; [30.11458333 87.88541667],0
n5,1,0.19835,1.654486,[50 27] ; [68 54],[45.65829146 31.34170854] ; [72.34170854 49.65829146],0
b5,1,0.220606,1.500428,[38 41] ; [70 53],[42.23762376 36.76237624] ; [65.76237624 57.23762376],0
p5,1,0.264447,1.245328,[ 1 76] ; [  5 118],[ 2.31 74.69] ; [  3.69 119.31],0
d2,1,0.278454,1.174622,[35 42] ; [46 76],[31.34170854 45.65829146] ; [49.65829146 72.34170854],0
a8,1,0.282515,1.154953,[ 6 71] ; [14 96],[ 8.23529412 68.76470588] ; [11.76470588 98.23529412],0
s4,1,0.379162,0.773416,[ 6 73] ; [ 14 109],[ 7.82178218 71.17821782] ; [ 12.17821782 110.82178218],0
d4,1,0.58637,0.296049,[56 23] ; [90 31],[57.67 21.33] ; [88.33 32.67],0
u3,1,0.664357,0.188275,[13 18] ; [17 19],[13.88059701 17.11940299] ; [16.11940299 19.88059701],0
a5,1,0.736884,0.112884,[45 34] ; [73 50],[46.14851485 32.85148515] ; [71.85148515 51.14851485],0
p12,1,0.755599,0.096886,[ 1 78] ; [  1 121],[ 0.78606965 78.21393035] ; [  1.21393035 120.78606965],0
a2,1,0.76642,0.088246,[11 68] ; [ 19 104],[11.73267327 67.26732673] ; [ 18.26732673 104.73267327],0
u2,1,0.787311,0.072794,[14 16] ; [18 18],[14.54545455 15.45454545] ; [17.45454545 18.54545455],0
a4,1,0.808959,0.058453,[31 47] ; [51 72],[31.82089552 46.17910448] ; [50.17910448 72.82089552],0
b4,1,0.816037,0.054124,[43 36] ; [69 54],[43.8019802 35.1980198] ; [68.1980198 54.8019802],0
d1,1,0.824931,0.048932,[34 45] ; [51 72],[33.24257426 45.75742574] ; [51.75742574 71.24257426],0
s3,1,0.871217,0.02628,[22 56] ; [36 87],[22.50746269 55.49253731] ; [35.49253731 87.50746269],0
n2,1,0.914306,0.01158,[23 15] ; [21 13],[23.22222222 14.77777778] ; [20.77777778 13.22222222],0
