Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2.5e-05,17.767695,[31  7] ; [16 29],[21.51807229 16.48192771] ; [25.48192771 19.51807229],1
p1,1,0.801165,0.063423,[ 4 34] ; [ 4 41],[ 3.6626506 34.3373494] ; [ 4.3373494 40.6626506],0
r3,1,0.801165,0.063423,[34  4] ; [41  4],[34.3373494  3.6626506] ; [40.6626506  4.3373494],0
a6,1,0.83036,0.045899,[22 16] ; [25 20],[21.51807229 16.48192771] ; [25.48192771 19.51807229],0
u3,1,0.863887,0.029388,[9 6] ; [12  9],[8.75 6.25] ; [12.25  8.75],0
r1,1,0.865029,0.028892,[26 12] ; [30 15],[25.63855422 12.36144578] ; [30.36144578 14.63855422],0
n1,1,0.875948,0.02437,[6 6] ; [9 8],[6.20689655 5.79310345] ; [8.79310345 8.20689655],0
n3,1,0.912875,0.011971,[8 4] ; [11  6],[7.86206897 4.13793103] ; [11.13793103  5.86206897],0
d2,1,0.919651,0.010176,[19 19] ; [23 22],[19.22891566 18.77108434] ; [22.77108434 22.22891566],0
b2,1,0.968333,0.001576,[ 8 15] ; [12 22],[ 8.07017544 14.92982456] ; [11.92982456 22.07017544],0
b3,1,0.968333,0.001576,[ 8 15] ; [12 22],[ 8.07017544 14.92982456] ; [11.92982456 22.07017544],0
p7,1,0.978698,0.000713,[21 17] ; [25 20],[21.06024096 16.93975904] ; [24.93975904 20.06024096],0
