Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000195,13.87901,[35  9] ; [12 20],[27.21052632 16.78947368] ; [19.78947368 12.21052632],1
r4,1,0.000286,13.157938,[25 19] ; [ 5 27],[17.36842105 26.63157895] ; [12.63157895 19.36842105],1
b5,1,0.00247,9.162681,[33 11] ; [13 19],[26.63157895 17.36842105] ; [19.36842105 12.63157895],0
v4,1,0.003216,8.680653,[36  8] ; [16 16],[30.10526316 13.89473684] ; [21.89473684 10.10526316],0
p8,1,0.01205,6.303428,[13 30] ; [ 2 29],[ 8.71621622 34.28378378] ; [ 6.28378378 24.71621622],0
p1,1,0.014184,6.015057,[ 1 43] ; [ 6 26],[ 4.05263158 39.94736842] ; [ 2.94736842 29.05263158],0
p2,1,0.033305,4.530051,[26 18] ; [11 21],[21.42105263 22.57894737] ; [15.57894737 16.42105263],0
s2,1,0.040181,4.210227,[18 26] ; [ 6 26],[13.89473684 30.10526316] ; [10.10526316 21.89473684],0
p4,1,0.044638,4.032275,[19 24] ; [ 7 25],[14.90666667 28.09333333] ; [11.09333333 20.90666667],0
a1,1,0.046348,3.968917,[ 2 42] ; [ 6 26],[ 4.63157895 39.36842105] ; [ 3.36842105 28.63157895],0
b1,1,0.102136,2.671875,[22 22] ; [22 10],[25.47368421 18.52631579] ; [18.52631579 13.47368421],0
r2,1,0.113658,2.502604,[34  8] ; [20 11],[31.06849315 10.93150685] ; [22.93150685  8.06849315],0
s8,1,0.128688,2.308264,[ 8 36] ; [ 2 30],[ 5.78947368 38.21052632] ; [ 4.21052632 27.78947368],0
v2,1,0.161624,1.958962,[15 29] ; [ 6 25],[12.32 31.68] ; [ 8.68 22.32],0
d3,1,0.168828,1.893315,[25 18] ; [13 18],[22.08108108 20.91891892] ; [15.91891892 15.08108108],0
s1,1,0.170994,1.874211,[ 1 43] ; [ 3 29],[ 2.31578947 41.68421053] ; [ 1.68421053 30.31578947],0
s6,1,0.19692,1.665069,[15 27] ; [ 7 25],[12.48648649 29.51351351] ; [ 9.51351351 22.48648649],0
d1,1,0.211571,1.560642,[17 27] ; [ 8 24],[14.47368421 29.52631579] ; [10.52631579 21.47368421],0
s5,1,0.279528,1.169383,[11 30] ; [ 5 26],[ 9.11111111 31.88888889] ; [ 6.88888889 24.11111111],0
u2,1,0.290476,1.117413,[ 6 16] ; [7 9],[ 7.52631579 14.47368421] ; [ 5.47368421 10.52631579],0
u1,1,0.300301,1.072855,[ 4 40] ; [ 1 31],[ 2.89473684 41.10526316] ; [ 2.10526316 29.89473684],0
p7,1,0.331856,0.941642,[20 24] ; [11 21],[17.94736842 26.05263158] ; [13.05263158 18.94736842],0
p3,1,0.334469,0.931516,[16 28] ; [ 8 23],[14.08 29.92] ; [ 9.92 21.08],0
n2,1,0.340405,0.908906,[9 5] ; [7 8],[7.72413793 6.27586207] ; [8.27586207 6.72413793],0
a6,1,0.352723,0.863636,[20 24] ; [18 14],[22. 22.] ; [16. 16.],0
a4,1,0.378396,0.775906,[12 31] ; [12 20],[13.76 29.24] ; [10.24 21.76],0
d4,1,0.472617,0.515851,[27 17] ; [17 15],[25.47368421 18.52631579] ; [18.52631579 13.47368421],0
n1,1,0.517613,0.418647,[ 4 10] ; [6 9],[4.82758621 9.17241379] ; [5.17241379 9.82758621],0
s4,1,0.518563,0.41675,[11 33] ; [ 6 26],[ 9.84210526 34.15789474] ; [ 7.15789474 24.84210526],0
p10,1,0.521155,0.411608,[17 26] ; [10 21],[15.68918919 27.31081081] ; [11.31081081 19.68918919],0
d5,1,0.52499,0.40408,[26 17] ; [17 15],[24.65333333 18.34666667] ; [18.34666667 13.65333333],0
d2,1,0.52499,0.40408,[17 26] ; [15 17],[18.34666667 24.65333333] ; [13.65333333 18.34666667],0
v1,1,0.547959,0.360987,[12 31] ; [11 21],[13.18666667 29.81333333] ; [ 9.81333333 22.18666667],0
n4,1,0.556011,0.346658,[25 19] ; [16 16],[23.73684211 20.26315789] ; [17.26315789 14.73684211],0
v3,1,0.565284,0.330637,[11 33] ; [ 6 25],[ 9.97333333 34.02666667] ; [ 7.02666667 23.97333333],0
b2,1,0.565319,0.330579,[ 9 13] ; [9 9],[ 9.9 12.1] ; [8.1 9.9],0
b3,1,0.565319,0.330579,[ 9 13] ; [9 9],[ 9.9 12.1] ; [8.1 9.9],0
a2,1,0.570257,0.322252,[ 6 38] ; [ 3 29],[ 5.21052632 38.78947368] ; [ 3.78947368 28.21052632],0
n3,1,0.572645,0.318277,[6 8] ; [8 7],[6.75862069 7.24137931] ; [7.24137931 7.75862069],0
a5,1,0.590043,0.290278,[22 22] ; [14 18],[20.84210526 23.15789474] ; [15.15789474 16.84210526],0
u3,1,0.645238,0.211957,[ 7 16] ; [ 6 10],[ 7.66666667 15.33333333] ; [ 5.33333333 10.66666667],0
s7,1,0.696822,0.151799,[ 8 33] ; [ 7 23],[ 8.66197183 32.33802817] ; [ 6.33802817 23.66197183],0
a7,1,0.713358,0.134946,[22 21] ; [15 17],[21.21333333 21.78666667] ; [15.78666667 16.21333333],0
s3,1,0.722952,0.125682,[17 26] ; [11 20],[16.27027027 26.72972973] ; [11.72972973 19.27027027],0
p6,1,0.74732,0.103797,[ 8 34] ; [ 5 26],[ 7.47945205 34.52054795] ; [ 5.52054795 25.47945205],0
n5,1,0.749195,0.102209,[25 19] ; [17 15],[24.31578947 19.68421053] ; [17.68421053 14.31578947],0
p5,1,0.773967,0.082478,[ 2 42] ; [ 1 30],[ 1.76 42.24] ; [ 1.24 29.76],0
b4,1,0.902375,0.015046,[20 24] ; [15 17],[20.26315789 23.73684211] ; [14.73684211 17.26315789],0
a8,1,0.90799,0.013357,[ 3 39] ; [ 2 29],[ 2.87671233 39.12328767] ; [ 2.12328767 28.87671233],0
a3,1,0.920646,0.009924,[21 22] ; [16 16],[21.21333333 21.78666667] ; [15.78666667 16.21333333],0
p9,1,0.940842,0.005507,[21 19] ; [16 15],[20.84507042 19.15492958] ; [16.15492958 14.84507042],0
