Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,55.757222,[256   9] ; [3 5],[251.41025641  13.58974359] ; [7.58974359 0.41025641],1
r2,1,0.0,44.494198,[255   7] ; [4 4],[251.32592593  10.67407407] ; [7.67407407 0.32592593],1
s1,1,4.8e-05,16.533725,[  5 259] ; [2 6],[  6.79411765 257.20588235] ; [0.20588235 7.79411765],1
p2,1,0.001321,10.312618,[247  18] ; [5 3],[244.61538462  20.38461538] ; [7.38461538 0.61538462],0
r3,1,0.003908,8.325878,[255  10] ; [6 2],[253.35164835  11.64835165] ; [7.64835165 0.35164835],0
n5,1,0.004938,7.902084,[228  37] ; [4 4],[225.2014652  39.7985348] ; [6.7985348 1.2014652],0
n4,1,0.006953,7.285069,[226  39] ; [4 4],[223.26007326  41.73992674] ; [6.73992674 1.26007326],0
d5,1,0.007314,7.19422,[224  39] ; [4 4],[221.26937269  41.73062731] ; [6.73062731 1.26937269],0
d1,1,0.009413,6.74281,[182  83] ; [2 6],[178.60805861  86.39194139] ; [5.39194139 2.60805861],0
d4,1,0.030545,4.67833,[232  31] ; [5 3],[230.00369004  32.99630996] ; [6.99630996 1.00369004],0
p11,1,0.03912,4.255641,[232  33] ; [5 3],[230.05494505  34.94505495] ; [6.94505495 1.05494505],0
r1,1,0.051351,3.79678,[229  35] ; [5 3],[227.11764706  36.88235294] ; [6.88235294 1.11764706],0
s4,1,0.083383,2.997702,[ 39 222] ; [3 5],[ 40.75092937 220.24907063] ; [1.24907063 6.75092937],0
p6,1,0.08917,2.889302,[144 116] ; [2 6],[141.64179104 118.35820896] ; [4.35820896 3.64179104],0
p10,1,0.095823,2.773723,[239  25] ; [5 2],[237.69741697  26.30258303] ; [6.30258303 0.69741697],0
p7,1,0.100722,2.694073,[220  41] ; [5 3],[218.30855019  42.69144981] ; [6.69144981 1.30855019],0
s3,1,0.125461,2.347783,[151 111] ; [2 5],[149.01858736 112.98141264] ; [3.98141264 3.01858736],0
n6,1,0.149455,2.077807,[238  25] ; [6 2],[236.79704797  26.20295203] ; [7.20295203 0.79704797],0
s6,1,0.157577,1.997328,[187  70] ; [4 4],[185.23396226  71.76603774] ; [5.76603774 2.23396226],0
b5,1,0.201787,1.629392,[159 106] ; [3 5],[157.25274725 107.74725275] ; [4.74725275 3.25274725],0
a4,1,0.215972,1.530935,[124 139] ; [2 6],[122.2804428 140.7195572] ; [3.7195572 4.2804428],0
s5,1,0.264972,1.242595,[114 140] ; [2 6],[112.45801527 141.54198473] ; [3.54198473 4.45801527],0
s8,1,0.301395,1.068011,[146 115] ; [3 5],[144.56877323 116.43122677] ; [4.43122677 3.56877323],0
a6,1,0.306055,1.047624,[177  86] ; [4 4],[175.65682657  87.34317343] ; [5.34317343 2.65682657],0
b3,1,0.359942,0.838095,[78 91] ; [2 5],[76.81818182 92.18181818] ; [3.18181818 3.81818182],0
b2,1,0.359942,0.838095,[78 91] ; [2 5],[76.81818182 92.18181818] ; [3.18181818 3.81818182],0
b4,1,0.370736,0.801197,[157 108] ; [6 2],[158.22344322 106.77655678] ; [4.77655678 3.22344322],0
a7,1,0.375408,0.785686,[201  63] ; [5 3],[199.94117647  64.05882353] ; [6.05882353 1.94117647],0
a2,1,0.398739,0.712125,[ 68 197] ; [1 7],[ 66.97802198 198.02197802] ; [2.02197802 5.97802198],0
d3,1,0.423413,0.640822,[198  66] ; [5 3],[197.02941176  66.97058824] ; [5.97058824 2.02941176],0
s7,1,0.464847,0.534198,[143 109] ; [3 4],[142.05405405 109.94594595] ; [3.94594595 3.05405405],0
p9,1,0.478925,0.50131,[245  19] ; [6 1],[244.51660517  19.48339483] ; [6.48339483 0.51660517],0
p5,1,0.568898,0.32453,[ 55 210] ; [1 7],[ 54.35897436 210.64102564] ; [1.64102564 6.35897436],0
s2,1,0.579915,0.306373,[140 122] ; [3 4],[139.27881041 122.72118959] ; [3.72118959 3.27881041],0
a5,1,0.619776,0.246183,[217  48] ; [6 2],[216.46520147  48.53479853] ; [6.53479853 1.46520147],0
v2,1,0.679536,0.170649,[181  80] ; [5 3],[180.46840149  80.53159851] ; [5.53159851 2.46840149],0
v3,1,0.770363,0.085206,[143 116] ; [4 4],[142.59550562 116.40449438] ; [4.40449438 3.59550562],0
p4,1,0.775434,0.081382,[209  55] ; [6 2],[208.67647059  55.32352941] ; [6.32352941 1.67647059],0
u3,1,0.776421,0.080648,[39 26] ; [1 1],[38.80597015 26.19402985] ; [1.19402985 0.80597015],0
p3,1,0.805627,0.060551,[176  88] ; [5 3],[175.67647059  88.32352941] ; [5.32352941 2.67647059],0
n1,1,0.811139,0.0571,[24 17] ; [1 1],[23.8372093 17.1627907] ; [1.1627907 0.8372093],0
a3,1,0.930256,0.00766,[200  62] ; [6 2],[199.8962963  62.1037037] ; [6.1037037 1.8962963],0
b1,1,0.954753,0.003219,[102 163] ; [3 5],[101.92307692 163.07692308] ; [3.07692308 4.92307692],0
p1,1,0.974853,0.000994,[ 34 230] ; [1 7],[ 33.97058824 230.02941176] ; [1.02941176 6.97058824],0
d2,1,0.983157,0.000446,[133 131] ; [4 4],[132.97058824 131.02941176] ; [4.02941176 3.97058824],0
p12,1,0.996824,1.6e-05,[ 33 232] ; [1 7],[ 33.003663 231.996337] ; [0.996337 7.003663],0
