Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,101.030995,[189  39] ; [157 224],[129.53694581  98.46305419] ; [216.46305419 164.53694581],1
v1,1,0.0,34.021921,[155  74] ; [167 218],[120.09446254 108.90553746] ; [201.90553746 183.09446254],1
s7,1,3e-05,17.400184,[125  97] ; [149 235],[100.37623762 121.62376238] ; [173.62376238 210.37623762],1
s8,1,3.7e-05,16.998755,[122 109] ; [142 253],[ 97.41853035 133.58146965] ; [166.58146965 228.41853035],1
n5,1,0.000135,14.565805,[193  38] ; [273 118],[173.06430868  57.93569132] ; [292.93569132  98.06430868],1
d1,1,0.000244,13.45419,[153  80] ; [200 195],[130.96974522 102.03025478] ; [222.03025478 172.96974522],1
n4,1,0.000318,12.962224,[198  34] ; [288 107],[179.8277512  52.1722488] ; [306.1722488  88.8277512],1
p3,1,0.001032,10.769181,[128 104] ; [164 230],[108.2172524 123.7827476] ; [183.7827476 210.2172524],0
a3,1,0.001492,10.088359,[179  53] ; [257 138],[161.32695375  70.67304625] ; [274.67304625 120.32695375],0
p12,1,0.001913,9.63089,[ 23 207] ; [ 15 377],[ 14.05144695 215.94855305] ; [ 23.94855305 368.05144695],0
a2,1,0.004093,8.24205,[ 66 167] ; [ 73 322],[ 51.57165605 181.42834395] ; [ 87.42834395 307.57165605],0
d2,1,0.005561,7.687172,[122 109] ; [163 231],[105.336 125.664] ; [179.664 214.336],0
n6,1,0.007629,7.118474,[209  23] ; [324  70],[197.53354633  34.46645367] ; [335.46645367  58.53354633],0
r4,1,0.010606,6.530213,[218  15] ; [344  51],[208.51273885  24.48726115] ; [353.48726115  41.51273885],0
s4,1,0.018742,5.525458,[ 28 204] ; [ 75 313],[ 38.54193548 193.45806452] ; [ 64.45806452 323.54193548],0
p7,1,0.021672,5.27191,[158  68] ; [233 151],[144.86229508  81.13770492] ; [246.13770492 137.86229508],0
u4,1,0.025535,4.987224,[  6 227] ; [  2 393],[  2.96815287 230.03184713] ; [  5.03184713 389.96815287],0
r1,1,0.03064,4.673034,[194  38] ; [300  93],[183.3728  48.6272] ; [310.6272  82.3728],0
p10,1,0.031959,4.600702,[201  28] ; [319  74],[191.44694534  37.55305466] ; [328.55305466  64.44694534],0
