Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,23.219719,[98 10] ; [33 23],[86.26829268 21.73170732] ; [44.73170732 11.26829268],1
p9,1,7.7e-05,15.630789,[82 26] ; [23 29],[70.875 37.125] ; [34.125 17.875],1
r4,1,0.000124,14.735614,[84 24] ; [27 29],[73.09756098 34.90243902] ; [37.90243902 18.09756098],1
p10,1,0.000155,14.307576,[73 34] ; [20 34],[61.80745342 45.19254658] ; [31.19254658 22.80745342],1
b1,1,0.000433,12.385998,[42 66] ; [38 18],[52.68292683 55.31707317] ; [27.31707317 28.68292683],1
n6,1,0.00102,10.791118,[85 23] ; [29 25],[76. 32.] ; [38. 16.],0
v4,1,0.002942,8.842822,[93 14] ; [37 18],[85.86419753 21.13580247] ; [44.13580247 10.86419753],0
n2,1,0.003771,8.39091,[32  5] ; [17 14],[26.66176471 10.33823529] ; [22.33823529  8.66176471],0
a5,1,0.006512,7.402765,[72 36] ; [25 31],[63.87804878 44.12195122] ; [33.12195122 22.87804878],0
r2,1,0.010528,6.543297,[97 11] ; [41 14],[91.43558282 16.56441718] ; [46.56441718  8.43558282],0
a3,1,0.011847,6.33357,[80 28] ; [30 25],[72.88343558 35.11656442] ; [37.11656442 17.88343558],0
s1,1,0.015759,5.829586,[  3 102] ; [ 7 49],[ 6.52173913 98.47826087] ; [ 3.47826087 52.52173913],0
s6,1,0.022363,5.217354,[62 45] ; [21 33],[55.16149068 51.83850932] ; [27.83850932 26.16149068],0
n3,1,0.022618,5.197577,[29  8] ; [15 14],[24.66666667 12.33333333] ; [19.33333333  9.66666667],0
d5,1,0.023798,5.109319,[77 31] ; [30 26],[70.46341463 37.53658537] ; [36.53658537 19.46341463],0
a1,1,0.029966,4.711264,[  5 103] ; [ 8 48],[ 8.56097561 99.43902439] ; [ 4.43902439 51.56097561],0
r1,1,0.035519,4.420038,[74 34] ; [29 27],[67.82926829 40.17073171] ; [35.17073171 20.82926829],0
s7,1,0.058904,3.567975,[48 58] ; [14 34],[42.67532468 63.32467532] ; [19.32467532 28.67532468],0
p2,1,0.058966,3.566233,[69 38] ; [27 28],[63.40740741 43.59259259] ; [32.59259259 22.40740741],0
v2,1,0.077074,3.125554,[43 59] ; [15 39],[37.92307692 64.07692308] ; [20.07692308 33.92307692],0
s2,1,0.105487,2.620566,[48 58] ; [18 38],[43.18518519 62.81481481] ; [22.81481481 33.18518519],0
