Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.003028,8.790221,[ 71 107] ; [35 21],[80.63247863 97.36752137] ; [25.36752137 30.63247863],0
b2,1,0.004495,8.072302,[27 74] ; [19 17],[33.91240876 67.08759124] ; [12.08759124 23.91240876],0
b3,1,0.004495,8.072302,[27 74] ; [19 17],[33.91240876 67.08759124] ; [12.08759124 23.91240876],0
s3,1,0.00515,7.825975,[ 60 115] ; [30 24],[ 68.77729258 106.22270742] ; [21.22270742 32.77729258],0
p6,1,0.007423,7.167585,[ 62 114] ; [31 25],[ 70.55172414 105.44827586] ; [22.44827586 33.55172414],0
s2,1,0.008333,6.960452,[ 51 126] ; [26 28],[ 59. 118.] ; [18. 36.],0
d1,1,0.014149,6.019406,[98 81] ; [41 15],[105.87659574  73.12340426] ; [33.12340426 22.87659574],0
s6,1,0.019838,5.426078,[93 80] ; [40 16],[100.47598253  72.52401747] ; [32.52401747 23.47598253],0
b4,1,0.04851,3.892241,[98 81] ; [39 17],[104.35319149  74.64680851] ; [32.64680851 23.35319149],0
s4,1,0.085339,2.960168,[ 21 152] ; [12 44],[ 24.930131 148.069869] ; [ 8.069869 47.930131],0
a8,1,0.093957,2.805231,[ 12 147] ; [ 8 44],[ 15.07109005 143.92890995] ; [ 4.92890995 47.07109005],0
p3,1,0.106056,2.612024,[103  76] ; [39 17],[108.16170213  70.83829787] ; [33.83829787 22.16170213],0
p5,1,0.116199,2.467822,[ 23 155] ; [ 3 53],[ 19.77777778 158.22222222] ; [ 6.22222222 49.77777778],0
r3,1,0.128909,2.305592,[165  13] ; [55  1],[167.35042735  10.64957265] ; [52.64957265  3.35042735],0
p9,1,0.142831,2.147191,[140  38] ; [49  7],[143.76923077  34.23076923] ; [45.23076923 10.76923077],0
n6,1,0.179706,1.800056,[147  30] ; [42 14],[143.5751073  33.4248927] ; [45.4248927 10.5751073],0
p2,1,0.197405,1.661468,[149  28] ; [51  5],[151.93133047  25.06866953] ; [48.06866953  7.93133047],0
p8,1,0.204924,1.606926,[106  70] ; [39 17],[110.  66.] ; [35. 21.],0
r4,1,0.242532,1.365815,[156  23] ; [52  4],[158.43404255  20.56595745] ; [49.56595745  6.43404255],0
p11,1,0.263721,1.249117,[145  34] ; [49  7],[147.77021277  31.22978723] ; [46.22978723  9.77021277],0
a4,1,0.292017,1.110298,[81 97] ; [21 35],[ 77.58974359 100.41025641] ; [24.41025641 31.58974359],0
n2,1,0.296482,1.089953,[25  9] ; [5 4],[23.72093023 10.27906977] ; [6.27906977 2.72093023],0
n3,1,0.303659,1.058055,[28  6] ; [6 3],[26.88372093  7.11627907] ; [7.11627907 1.88372093],0
