Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.005965,7.560753,[3 7] ; [24  7],[6.58536585 3.41463415] ; [20.41463415 10.58536585],0
d1,1,0.00804,7.024549,[1 9] ; [18 13],[4.63414634 5.36585366] ; [14.36585366 16.63414634],0
d4,1,0.026698,4.91022,[6 4] ; [28  3],[8.29268293 1.70731707] ; [25.70731707  5.29268293],0
a3,1,0.035159,4.437453,[3 7] ; [21 10],[5.85365854 4.14634146] ; [18.14634146 12.85365854],0
p7,1,0.038063,4.302222,[9 1] ; [16 14],[6.25 3.75] ; [18.75 11.25],0
a4,1,0.044721,4.029123,[1 9] ; [14 17],[3.65853659 6.34146341] ; [11.34146341 19.65853659],0
d3,1,0.047394,3.931353,[4 6] ; [23  8],[6.58536585 3.41463415] ; [20.41463415 10.58536585],0
p9,1,0.05719,3.617058,[5 5] ; [25  6],[7.31707317 2.68292683] ; [22.68292683  8.31707317],0
a6,1,0.077083,3.12536,[4 6] ; [22  9],[6.34146341 3.65853659] ; [19.65853659 11.34146341],0
s7,1,0.082424,3.016446,[2 8] ; [14 13],[4.32432432 5.67567568] ; [11.67567568 15.32432432],0
a7,1,0.084452,2.977072,[3 7] ; [19 12],[5.36585366 4.63414634] ; [16.63414634 14.36585366],0
u3,1,0.09073,2.861376,[1 6] ; [5 4],[2.625 4.375] ; [3.375 5.625],0
p6,1,0.096519,2.762148,[2 8] ; [15 15],[4.25 5.75] ; [12.75 17.25],0
d2,1,0.210482,1.568106,[2 8] ; [13 18],[3.65853659 6.34146341] ; [11.34146341 19.65853659],0
p11,1,0.224044,1.478281,[5 5] ; [22  9],[6.58536585 3.41463415] ; [20.41463415 10.58536585],0
v4,1,0.280986,1.162315,[5 5] ; [20  9],[6.41025641 3.58974359] ; [18.58974359 10.41025641],0
p10,1,0.280986,1.162315,[5 5] ; [20  9],[6.41025641 3.58974359] ; [18.58974359 10.41025641],0
r3,1,0.280986,1.162315,[5 5] ; [20  9],[6.41025641 3.58974359] ; [18.58974359 10.41025641],0
n1,1,0.291841,1.111111,[2 1] ; [4 8],[1.2 1.8] ; [4.8 7.2],0
s8,1,0.425556,0.634921,[4 6] ; [ 8 22],[3. 7.] ; [ 9. 21.],0
r2,1,0.427576,0.6294,[5 5] ; [18 10],[6.05263158 3.94736842] ; [16.94736842 11.05263158],0
a8,1,0.451946,0.565767,[1 9] ; [ 1 26],[0.54054054 9.45945946] ; [ 1.45945946 25.54054054],0
v2,1,0.456057,0.555556,[3 7] ; [13 17],[4. 6.] ; [12. 18.],0
p2,1,0.479456,0.500101,[7 3] ; [25  6],[7.80487805 2.19512195] ; [24.19512195  6.80487805],0
n6,1,0.511936,0.430108,[7 3] ; [24  6],[7.75 2.25] ; [23.25  6.75],0
n4,1,0.516923,0.420028,[6 4] ; [22  9],[6.82926829 3.17073171] ; [21.17073171  9.82926829],0
s6,1,0.522421,0.409111,[6 4] ; [14 15],[5.12820513 4.87179487] ; [14.87179487 14.12820513],0
b4,1,0.52293,0.408111,[4 6] ; [16 15],[4.87804878 5.12195122] ; [15.12195122 15.87804878],0
p8,1,0.52293,0.408111,[6 4] ; [15 16],[5.12195122 4.87804878] ; [15.87804878 15.12195122],0
p1,1,0.580874,0.304823,[2 8] ; [ 4 27],[1.46341463 8.53658537] ; [ 4.53658537 26.46341463],0
b3,1,0.670896,0.180556,[1 5] ; [ 5 15],[1.38461538 4.61538462] ; [ 4.61538462 15.38461538],0
b2,1,0.670896,0.180556,[1 5] ; [ 5 15],[1.38461538 4.61538462] ; [ 4.61538462 15.38461538],0
s4,1,0.67329,0.177778,[3 7] ; [ 7 23],[2.5 7.5] ; [ 7.5 22.5],0
v3,1,0.67329,0.177778,[2 8] ; [ 8 22],[2.5 7.5] ; [ 7.5 22.5],0
s3,1,0.702782,0.145594,[5 4] ; [14 15],[4.5 4.5] ; [14.5 14.5],0
v1,1,0.713628,0.13468,[4 6] ; [14 16],[4.5 5.5] ; [13.5 16.5],0
n2,1,0.770335,0.085227,[2 1] ; [9 3],[2.2 0.8] ; [8.8 3.2],0
b5,1,0.774896,0.081783,[6 4] ; [17 14],[5.6097561 4.3902439] ; [17.3902439 13.6097561],0
u2,1,0.789726,0.071111,[2 4] ; [4 6],[2.25 3.75] ; [3.75 6.25],0
b1,1,0.79655,0.066468,[6 4] ; [20 11],[6.34146341 3.65853659] ; [19.65853659 11.34146341],0
n5,1,0.850436,0.035556,[6 4] ; [19 11],[6.25 3.75] ; [18.75 11.25],0
s2,1,0.92506,0.008848,[5 5] ; [15 14],[5.12820513 4.87179487] ; [14.87179487 14.12820513],0
p4,1,0.953363,0.00342,[7 3] ; [22  9],[7.07317073 2.92682927] ; [21.92682927  9.07317073],0
s1,1,0.976152,0.000894,[1 9] ; [ 3 28],[0.97560976 9.02439024] ; [ 3.02439024 27.97560976],0
