Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,74.177145,[ 2 33] ; [100  19],[23.18181818 11.81818182] ; [78.81818182 40.18181818],1
v4,1,0.0,33.949717,[15 20] ; [105  13],[27.45098039  7.54901961] ; [92.54901961 25.45098039],1
r2,1,1e-06,23.620323,[18 15] ; [107  11],[27.31788079  5.68211921] ; [97.68211921 20.31788079],1
r1,1,2e-06,23.011607,[10 25] ; [87 32],[22.04545455 12.95454545] ; [74.95454545 44.04545455],1
p11,1,0.000251,13.403589,[ 6 29] ; [62 57],[15.45454545 19.54545455] ; [52.54545455 66.45454545],1
p2,1,0.000789,11.266683,[ 9 26] ; [69 50],[17.72727273 17.27272727] ; [60.27272727 58.72727273],1
a1,1,0.00127,10.386218,[ 8 27] ; [  6 113],[ 3.18181818 31.81818182] ; [ 10.81818182 108.18181818],0
s6,1,0.002871,8.887926,[ 7 28] ; [57 61],[14.64052288 20.35947712] ; [49.35947712 68.64052288],0
n6,1,0.003001,8.806894,[13 22] ; [77 41],[20.58823529 14.41176471] ; [69.41176471 48.58823529],0
v1,1,0.003245,8.664317,[ 5 30] ; [48 68],[12.28476821 22.71523179] ; [40.71523179 75.28476821],0
d4,1,0.003525,8.51362,[18 17] ; [90 27],[24.86842105 10.13157895] ; [83.13157895 33.86842105],0
n3,1,0.005799,7.611783,[ 6 11] ; [37 14],[10.75  6.25] ; [32.25 18.75],0
p4,1,0.008463,6.932724,[ 4 31] ; [41 78],[10.22727273 24.77272727] ; [34.77272727 84.22727273],0
v2,1,0.009228,6.778179,[ 6 29] ; [47 67],[12.44966443 22.55033557] ; [40.55033557 73.44966443],0
u3,1,0.009235,6.776732,[ 3 12] ; [27 19],[7.37704918 7.62295082] ; [22.62295082 23.37704918],0
a7,1,0.011258,6.424205,[13 22] ; [73 46],[19.54545455 15.45454545] ; [66.45454545 52.54545455],0
n5,1,0.020173,5.396857,[25 10] ; [58 60],[18.9869281 16.0130719] ; [64.0130719 53.9869281],0
p3,1,0.024074,5.089269,[ 4 31] ; [36 82],[ 9.1503268 25.8496732] ; [30.8496732 87.1503268],0
s8,1,0.028323,4.808317,[ 2 33] ; [26 92],[ 6.40522876 28.59477124] ; [21.59477124 96.40522876],0
s2,1,0.029259,4.752285,[ 5 30] ; [39 78],[10.13157895 24.86842105] ; [33.86842105 83.13157895],0
n2,1,0.033902,4.499644,[ 7 11] ; [35 17],[10.8  7.2] ; [31.2 20.8],0
b1,1,0.052256,3.767553,[23 12] ; [56 63],[17.95454545 17.04545455] ; [61.04545455 57.95454545],0
p1,1,0.060627,3.520137,[ 4 31] ; [  4 114],[ 1.83006536 33.16993464] ; [  6.16993464 111.83006536],0
d3,1,0.062222,3.477138,[13 22] ; [65 53],[17.84313725 17.15686275] ; [60.15686275 57.84313725],0
d5,1,0.076845,3.130387,[19 16] ; [83 35],[23.33333333 11.66666667] ; [78.66666667 39.33333333],0
s3,1,0.07832,3.099432,[ 9 25] ; [51 67],[13.42105263 20.57894737] ; [46.57894737 71.42105263],0
p7,1,0.083861,2.988429,[ 6 29] ; [38 80],[10.06535948 24.93464052] ; [33.93464052 84.06535948],0
p6,1,0.08762,2.917567,[ 2 32] ; [21 97],[ 5.14473684 28.85526316] ; [ 17.85526316 100.14473684],0
p9,1,0.093284,2.816764,[ 7 27] ; [42 75],[11.03311258 22.96688742] ; [37.96688742 79.03311258],0
b5,1,0.103898,2.644672,[17 18] ; [76 43],[21.13636364 13.86363636] ; [71.86363636 47.13636364],0
s7,1,0.109736,2.558014,[ 5 26] ; [34 77],[ 8.51408451 22.48591549] ; [30.48591549 80.51408451],0
s4,1,0.117765,2.446798,[ 9 26] ; [ 17 101],[ 5.94771242 29.05228758] ; [20.05228758 97.94771242],0
d1,1,0.166555,1.913676,[11 24] ; [53 66],[14.54545455 20.45454545] ; [49.45454545 69.54545455],0
u1,1,0.17528,1.837193,[ 2 33] ; [ 17 102],[ 4.31818182 30.68181818] ; [ 14.68181818 104.31818182],0
b2,1,0.201831,1.629073,[11 13] ; [24 52],[ 8.4 15.6] ; [26.6 49.4],0
b3,1,0.201831,1.629073,[11 13] ; [24 52],[ 8.4 15.6] ; [26.6 49.4],0
a8,1,0.213156,1.549858,[ 2 31] ; [16 97],[ 4.06849315 28.93150685] ; [13.93150685 99.06849315],0
s5,1,0.265063,1.242121,[ 4 30] ; [23 91],[ 6.2027027 27.7972973] ; [20.7972973 93.2027027],0
d2,1,0.27975,1.168303,[14 20] ; [61 57],[16.77631579 17.22368421] ; [58.22368421 59.77631579],0
b4,1,0.294249,1.100079,[18 17] ; [73 46],[20.68181818 14.31818182] ; [70.31818182 48.68181818],0
u2,1,0.298519,1.080799,[ 5 10] ; [21 22],[6.72413793 8.27586207] ; [19.27586207 23.72413793],0
