Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,27.077085,[87  9] ; [44 34],[72.27586207 23.72413793] ; [58.72413793 19.27586207],1
p9,1,1.2e-05,19.195574,[63 31] ; [24 49],[48.97005988 45.02994012] ; [38.02994012 34.97005988],1
v4,1,1.5e-05,18.706651,[88  7] ; [52 26],[76.87861272 18.12138728] ; [63.12138728 14.87861272],1
p7,1,4.4e-05,16.676689,[46 50] ; [14 63],[33.29479769 62.70520231] ; [26.70520231 50.29479769],1
s6,1,6.7e-05,15.89573,[63 32] ; [28 50],[49.97109827 45.02890173] ; [41.02890173 36.97109827],1
r4,1,7.1e-05,15.788622,[76 20] ; [40 39],[63.63428571 32.36571429] ; [52.36571429 26.63428571],1
p4,1,0.000216,13.684576,[46 50] ; [16 61],[34.40462428 61.59537572] ; [27.59537572 49.40462428],1
v1,1,0.000761,11.333342,[46 48] ; [19 60],[35.31791908 58.68208092] ; [29.68208092 49.31791908],1
p3,1,0.000995,10.836661,[36 60] ; [12 67],[26.33142857 69.66857143] ; [21.66857143 57.33142857],1
s8,1,0.002487,9.150459,[34 62] ; [12 67],[25.23428571 70.76571429] ; [20.76571429 58.23428571],0
s2,1,0.00251,9.132942,[47 49] ; [21 58],[37.30285714 58.69714286] ; [30.69714286 48.30285714],0
n6,1,0.002525,9.12248,[67 27] ; [38 40],[57.38372093 36.61627907] ; [47.61627907 30.38372093],0
a1,1,0.002954,8.835559,[ 2 94] ; [11 68],[ 7.13142857 88.86857143] ; [ 5.86857143 73.13142857],0
p10,1,0.003813,8.370557,[51 43] ; [24 51],[41.71597633 52.28402367] ; [33.28402367 41.71597633],0
s3,1,0.005516,7.701846,[54 42] ; [27 50],[44.94797688 51.05202312] ; [36.05202312 40.94797688],0
s7,1,0.008246,6.979181,[37 56] ; [14 55],[29.27777778 63.72222222] ; [21.72222222 47.27777778],0
p8,1,0.015008,5.915522,[30 66] ; [12 66],[23.17241379 72.82758621] ; [18.82758621 59.17241379],0
b3,1,0.028928,4.771912,[ 8 36] ; [19 30],[12.77419355 31.22580645] ; [14.22580645 34.77419355],0
b2,1,0.028928,4.771912,[ 8 36] ; [19 30],[12.77419355 31.22580645] ; [14.22580645 34.77419355],0
r1,1,0.029089,4.762362,[68 26] ; [44 34],[61.20930233 32.79069767] ; [50.79069767 27.20930233],0
s1,1,0.032419,4.576227,[ 3 91] ; [ 9 69],[ 6.55813953 87.44186047] ; [ 5.44186047 72.55813953],0
b5,1,0.047204,3.938115,[64 32] ; [41 38],[57.6 38.4] ; [47.4 31.6],0
b4,1,0.053061,3.742006,[59 37] ; [37 42],[52.66285714 43.33714286] ; [43.33714286 35.66285714],0
s5,1,0.054638,3.693094,[28 66] ; [13 63],[22.67058824 71.32941176] ; [18.32941176 57.67058824],0
r2,1,0.078393,3.097911,[86 10] ; [60 15],[81.96491228 14.03508772] ; [64.03508772 10.96491228],0
n2,1,0.084032,2.98515,[27 10] ; [21 18],[23.36842105 13.63157895] ; [24.63157895 14.36842105],0
a3,1,0.116315,2.466246,[53 42] ; [52 25],[57.99418605 37.00581395] ; [47.00581395 29.99418605],0
a4,1,0.145294,2.120979,[32 64] ; [34 43],[36.62427746 59.37572254] ; [29.37572254 47.62427746],0
d2,1,0.162531,1.95052,[36 60] ; [37 40],[40.50867052 55.49132948] ; [32.49132948 44.50867052],0
a5,1,0.164532,1.932068,[52 44] ; [51 28],[56.50285714 39.49714286] ; [46.49714286 32.50285714],0
a6,1,0.205637,1.601882,[56 40] ; [38 40],[51.86206897 44.13793103] ; [42.13793103 35.86206897],0
a7,1,0.242913,1.363607,[66 30] ; [47 31],[62.34482759 33.65517241] ; [50.65517241 27.34482759],0
d3,1,0.249051,1.32862,[60 36] ; [42 36],[56.27586207 39.72413793] ; [45.72413793 32.27586207],0
n1,1,0.315202,1.008752,[12 24] ; [17 21],[14.10810811 21.89189189] ; [14.89189189 23.10810811],0
a2,1,0.315489,1.007555,[15 81] ; [17 62],[17.55428571 78.44571429] ; [14.44571429 64.55428571],0
v2,1,0.326917,0.961073,[35 55] ; [24 52],[31.98795181 58.01204819] ; [27.01204819 48.98795181],0
d4,1,0.434423,0.61097,[72 23] ; [55 23],[69.73988439 25.26011561] ; [57.26011561 20.73988439],0
n4,1,0.450013,0.57062,[56 38] ; [42 36],[53.55813953 40.44186047] ; [44.44186047 33.55813953],0
p5,1,0.476443,0.506993,[ 6 90] ; [ 3 75],[ 4.96551724 91.03448276] ; [ 4.03448276 73.96551724],0
p1,1,0.512211,0.429548,[ 6 90] ; [ 7 72],[ 7.13142857 88.86857143] ; [ 5.86857143 73.13142857],0
n3,1,0.565144,0.330876,[22 15] ; [19 17],[20.78082192 16.21917808] ; [20.21917808 15.78082192],0
u1,1,0.66197,0.191139,[ 9 87] ; [ 9 70],[ 9.87428571 86.12571429] ; [ 8.12571429 70.87428571],0
v3,1,0.692132,0.156787,[26 66] ; [23 51],[27.15662651 64.84337349] ; [21.84337349 52.15662651],0
d1,1,0.704343,0.143993,[41 55] ; [36 43],[42.24 53.76] ; [34.76 44.24],0
n5,1,0.714841,0.13349,[55 40] ; [43 35],[53.8150289 41.1849711] ; [44.1849711 33.8150289],0
s4,1,0.727546,0.121377,[19 77] ; [14 65],[18.10285714 77.89714286] ; [14.89714286 64.10285714],0
a8,1,0.732765,0.116588,[ 8 79] ; [ 8 66],[ 8.64596273 78.35403727] ; [ 7.35403727 66.64596273],0
d5,1,0.869218,0.02711,[70 26] ; [56 22],[69.51724138 26.48275862] ; [56.48275862 21.51724138],0
u3,1,0.877862,0.023618,[19 22] ; [12 15],[18.69117647 22.30882353] ; [12.30882353 14.69117647],0
b1,1,0.88665,0.020319,[50 46] ; [42 37],[50.46857143 45.53142857] ; [41.53142857 37.46857143],0
u2,1,0.969343,0.001477,[15 25] ; [10 17],[14.92537313 25.07462687] ; [10.07462687 16.92537313],0
