Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,43.062331,[46 67] ; [189  59],[73.55955679 39.44044321] ; [161.44044321  86.55955679],1
a6,1,0.0,41.686878,[45 68] ; [186  62],[72.30747922 40.69252078] ; [158.69252078  89.30747922],1
a2,1,3e-06,22.064567,[  6 107] ; [ 66 182],[22.53739612 90.46260388] ; [ 49.46260388 198.53739612],1
d4,1,4.4e-05,16.709686,[73 40] ; [208  40],[87.95844875 25.04155125] ; [193.04155125  54.95844875],1
r4,1,0.000151,14.358417,[85 28] ; [224  24],[96.72299169 16.27700831] ; [212.27700831  35.72299169],1
r1,1,0.000178,14.045171,[68 45] ; [196  52],[82.63711911 30.36288089] ; [181.36288089  66.63711911],1
r3,1,0.000216,13.689508,[95 18] ; [235  11],[103.8718663   9.1281337] ; [226.1281337  19.8718663],1
b5,1,0.000469,12.234046,[46 67] ; [150  98],[61.35180055 51.64819945] ; [134.64819945 113.35180055],1
d5,1,0.000916,10.991097,[74 39] ; [202  46],[86.3933518 26.6066482] ; [189.6066482  58.3933518],1
u1,1,0.001253,10.410577,[  7 106] ; [ 48 200],[17.21606648 95.78393352] ; [ 37.78393352 210.21606648],0
r2,1,0.001548,10.020204,[94 18] ; [230  14],[101.93258427  10.06741573] ; [222.06741573  21.93258427],0
v2,1,0.001697,9.851773,[31 78] ; [111 129],[44.3495702 64.6504298] ; [ 97.6504298 142.3495702],0
v4,1,0.006195,7.492634,[99 14] ; [235  11],[105.13091922   7.86908078] ; [228.86908078  17.13091922],0
d1,1,0.009407,6.743804,[49 64] ; [144 104],[60.41274238 52.58725762] ; [132.58725762 115.41274238],0
p10,1,0.009854,6.661127,[76 37] ; [194  49],[85.70224719 27.29775281] ; [184.29775281  58.70224719],0
p2,1,0.031158,4.644252,[80 33] ; [200  47],[87.88888889 25.11111111] ; [192.11111111  54.88888889],0
n3,1,0.034971,4.446588,[25 17] ; [51 14],[29.8317757 12.1682243] ; [46.1682243 18.8317757],0
s2,1,0.040489,4.197289,[41 70] ; [120 127],[49.91899441 61.08100559] ; [111.08100559 135.91899441],0
u3,1,0.047046,3.943734,[15 30] ; [38 35],[20.21186441 24.78813559] ; [32.78813559 40.21186441],0
p9,1,0.072148,3.233454,[81 30] ; [197  45],[87.41643059 23.58356941] ; [190.58356941  51.41643059],0
a3,1,0.073136,3.2112,[68 45] ; [173  75],[75.43767313 37.56232687] ; [165.56232687  82.43767313],0
p1,1,0.10637,2.607345,[ 13 100] ; [ 16 230],[  9.1281337 103.8718663] ; [ 19.8718663 226.1281337],0
b1,1,0.11206,2.524933,[50 63] ; [ 88 160],[43.1966759 69.8033241] ; [ 94.8033241 153.1966759],0
s3,1,0.123646,2.370522,[50 60] ; [133 112],[56.70422535 53.29577465] ; [126.29577465 118.70422535],0
v3,1,0.14243,2.151512,[25 86] ; [ 73 170],[30.72881356 80.27118644] ; [ 67.27118644 175.72881356],0
s6,1,0.155106,2.021303,[61 48] ; [156  88],[67.00566572 41.99433428] ; [149.99433428  94.00566572],0
n5,1,0.158463,1.988829,[87 26] ; [171  74],[81.43575419 31.56424581] ; [176.56424581  68.43575419],0
p4,1,0.22745,1.456735,[51 60] ; [130 116],[56.27731092 54.72268908] ; [124.72268908 121.27731092],0
s1,1,0.241969,1.369085,[  6 106] ; [  7 238],[  4.07843137 107.92156863] ; [  8.92156863 236.07843137],0
a5,1,0.284987,1.143152,[71 42] ; [170  78],[75.43767313 37.56232687] ; [165.56232687  82.43767313],0
a8,1,0.355569,0.853484,[10 97] ; [ 29 197],[12.53153153 94.46846847] ; [ 26.46846847 199.53153153],0
n1,1,0.360222,0.83712,[13 31] ; [24 39],[15.21495327 28.78504673] ; [21.78504673 41.21495327],0
n2,1,0.365046,0.820458,[28 16] ; [46 18],[30.14814815 13.85185185] ; [43.85185185 20.14814815],0
p7,1,0.401558,0.703655,[59 53] ; [139 103],[62.6440678 49.3559322] ; [135.3559322 106.6440678],0
u2,1,0.414476,0.665924,[18 26] ; [36 38],[20.13559322 23.86440678] ; [33.86440678 40.13559322],0
b4,1,0.482823,0.49248,[63 50] ; [148 100],[66.04709141 46.95290859] ; [144.95290859 103.04709141],0
a4,1,0.562546,0.335315,[42 70] ; [101 147],[44.48888889 67.51111111] ; [ 98.51111111 149.48888889],0
u4,1,0.567443,0.326979,[  1 112] ; [  1 247],[  0.62603878 112.37396122] ; [  1.37396122 246.62603878],0
a1,1,0.578171,0.309201,[  4 109] ; [ 12 236],[  5.00831025 107.99168975] ; [ 10.99168975 237.00831025],0
d2,1,0.594215,0.28381,[49 62] ; [117 131],[51.32590529 59.67409471] ; [114.67409471 133.32590529],0
p5,1,0.607303,0.26412,[ 11 102] ; [ 20 227],[  9.73055556 103.26944444] ; [ 21.26944444 225.73055556],0
s7,1,0.642419,0.215593,[51 58] ; [105 133],[49.00288184 59.99711816] ; [106.99711816 131.00288184],0
p3,1,0.658831,0.194946,[49 64] ; [101 146],[47.08333333 65.91666667] ; [102.91666667 144.08333333],0
p8,1,0.739812,0.110292,[50 62] ; [114 131],[51.45098039 60.54901961] ; [112.54901961 132.45098039],0
s5,1,0.745556,0.105303,[34 73] ; [ 73 170],[32.71142857 74.28857143] ; [ 74.28857143 168.71142857],0
p11,1,0.763763,0.090326,[84 29] ; [188  60],[85.14127424 27.85872576] ; [186.85872576  61.14127424],0
p6,1,0.76498,0.08937,[35 76] ; [ 74 173],[33.79608939 77.20391061] ; [ 75.20391061 171.79608939],0
p12,1,0.815167,0.054646,[  8 104] ; [ 16 231],[  7.48746518 104.51253482] ; [ 16.51253482 230.48746518],0
b3,1,0.83302,0.044449,[22 46] ; [45 88],[22.66666667 45.33333333] ; [44.33333333 88.66666667],0
b2,1,0.83302,0.044449,[22 46] ; [45 88],[22.66666667 45.33333333] ; [44.33333333 88.66666667],0
n4,1,0.882852,0.021713,[85 28] ; [184  63],[84.43611111 28.56388889] ; [184.56388889  62.43611111],0
s4,1,0.932778,0.007115,[22 90] ; [ 47 197],[21.70786517 90.29213483] ; [ 47.29213483 196.70786517],0
s8,1,0.955951,0.003051,[41 72] ; [ 90 156],[41.23398329 71.76601671] ; [ 89.76601671 156.23398329],0
