Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.007122,7.241841,[15 24] ; [15 75],[ 9.06976744 29.93023256] ; [20.93023256 69.06976744],0
p10,1,0.008118,7.007302,[25 16] ; [33 58],[18.01515152 22.98484848] ; [39.98484848 51.01515152],0
s6,1,0.008223,6.984222,[25 15] ; [35 58],[18.04511278 21.95488722] ; [41.95488722 51.04511278],0
p9,1,0.018301,5.567142,[28 13] ; [41 48],[21.76153846 19.23846154] ; [47.23846154 41.76153846],0
p2,1,0.039129,4.255273,[29 12] ; [48 45],[23.55970149 17.44029851] ; [53.44029851 39.55970149],0
v3,1,0.044415,4.040726,[13 29] ; [14 75],[ 8.65648855 33.34351145] ; [18.34351145 70.65648855],0
s2,1,0.049093,3.87216,[20 22] ; [28 65],[14.93333333 27.06666667] ; [33.06666667 59.93333333],0
p8,1,0.050226,3.833888,[17 25] ; [22 70],[12.2238806 29.7761194] ; [26.7761194 65.2238806],0
p12,1,0.054256,3.704818,[ 3 39] ; [ 1 92],[ 1.24444444 40.75555556] ; [ 2.75555556 90.24444444],0
p4,1,0.07239,3.227986,[21 21] ; [31 61],[16.29850746 25.70149254] ; [35.70149254 56.29850746],0
n3,1,0.115969,2.47094,[11  4] ; [22 22],[8.38983051 6.61016949] ; [24.61016949 19.38983051],0
p5,1,0.131575,2.273821,[ 6 35] ; [ 6 86],[ 3.69924812 37.30075188] ; [ 8.30075188 83.69924812],0
p3,1,0.157936,1.993882,[17 24] ; [27 66],[13.46268657 27.53731343] ; [30.53731343 62.46268657],0
s8,1,0.206539,1.595519,[13 28] ; [20 73],[10.09701493 30.90298507] ; [22.90298507 70.09701493],0
n2,1,0.215596,1.533445,[11  4] ; [26 21],[8.9516129 6.0483871] ; [28.0483871 18.9516129],0
d2,1,0.221848,1.492375,[16 26] ; [45 46],[19.26315789 22.73684211] ; [41.73684211 49.26315789],0
r2,1,0.253433,1.304279,[37  5] ; [72 18],[34.68181818  7.31818182] ; [74.31818182 15.68181818],0
s7,1,0.293667,1.102731,[16 23] ; [27 59],[13.416 25.584] ; [29.584 56.416],0
n6,1,0.314614,1.011208,[28 13] ; [55 38],[25.39552239 15.60447761] ; [57.60447761 35.39552239],0
d4,1,0.322974,0.976864,[31 11] ; [60 32],[28.52238806 13.47761194] ; [62.47761194 29.52238806],0
a6,1,0.337657,0.919307,[20 22] ; [52 40],[22.56716418 19.43283582] ; [49.43283582 42.56716418],0
p7,1,0.343677,0.896665,[19 22] ; [35 58],[16.52238806 24.47761194] ; [37.47761194 55.52238806],0
a2,1,0.353184,0.861984,[ 5 37] ; [17 76],[ 6.84444444 35.15555556] ; [15.15555556 77.84444444],0
n5,1,0.38553,0.752995,[29 13] ; [57 36],[26.75555556 15.24444444] ; [59.24444444 33.75555556],0
b1,1,0.403792,0.697005,[23 19] ; [58 35],[25.2 16.8] ; [55.8 37.2],0
a7,1,0.427095,0.630709,[29 13] ; [57 35],[26.95522388 15.04477612] ; [59.04477612 32.95522388],0
p1,1,0.430261,0.62212,[ 6 36] ; [ 9 84],[ 4.66666667 37.33333333] ; [10.33333333 82.66666667],0
a8,1,0.447451,0.5771,[ 3 36] ; [11 79],[ 4.23255814 34.76744186] ; [ 9.76744186 80.23255814],0
d5,1,0.452528,0.564312,[30 12] ; [59 32],[28.10526316 13.89473684] ; [60.89473684 30.10526316],0
s4,1,0.457096,0.552995,[10 32] ; [17 76],[ 8.4 33.6] ; [18.6 74.4],0
b3,1,0.48094,0.496732,[ 5 14] ; [20 37],[ 6.25 12.75] ; [18.75 38.25],0
b2,1,0.48094,0.496732,[ 5 14] ; [20 37],[ 6.25 12.75] ; [18.75 38.25],0
d3,1,0.491789,0.47261,[26 16] ; [50 40],[24.18181818 17.81818182] ; [51.81818182 38.18181818],0
p6,1,0.497092,0.461139,[ 7 35] ; [20 72],[ 8.46268657 33.53731343] ; [18.53731343 73.46268657],0
b4,1,0.508315,0.437535,[20 22] ; [50 43],[21.77777778 20.22222222] ; [48.22222222 44.77777778],0
r4,1,0.630424,0.231486,[28 14] ; [58 35],[26.75555556 15.24444444] ; [59.24444444 33.75555556],0
u1,1,0.693306,0.15553,[ 4 38] ; [11 82],[ 4.66666667 37.33333333] ; [10.33333333 82.66666667],0
d1,1,0.694875,0.153858,[17 25] ; [41 52],[18.04444444 23.95555556] ; [39.95555556 53.04444444],0
a5,1,0.714922,0.13341,[24 18] ; [50 43],[23.02222222 18.97777778] ; [50.97777778 42.02222222],0
r1,1,0.716621,0.131754,[25 15] ; [55 38],[24.06015038 15.93984962] ; [55.93984962 37.06015038],0
n4,1,0.726156,0.122671,[26 15] ; [56 37],[25.08955224 15.91044776] ; [56.91044776 36.08955224],0
r3,1,0.730997,0.118198,[30 12] ; [63 29],[29.14925373 12.85074627] ; [63.85074627 28.14925373],0
u2,1,0.743518,0.107059,[ 6 11] ; [14 21],[ 6.53846154 10.46153846] ; [13.46153846 21.53846154],0
n1,1,0.763545,0.090498,[6 9] ; [20 25],[6.5 8.5] ; [19.5 25.5],0
u3,1,0.77475,0.081892,[8 9] ; [15 20],[7.51923077 9.48076923] ; [15.48076923 19.51923077],0
a4,1,0.780435,0.077703,[15 26] ; [36 56],[15.72180451 25.27819549] ; [35.27819549 56.72180451],0
s3,1,0.849232,0.036137,[19 22] ; [41 51],[18.4962406 22.5037594] ; [41.5037594 50.4962406],0
v4,1,0.881507,0.022219,[33  9] ; [72 21],[32.66666667  9.33333333] ; [72.33333333 20.66666667],0
b5,1,0.945853,0.004613,[26 16] ; [57 36],[25.82222222 16.17777778] ; [57.17777778 35.82222222],0
a3,1,0.952828,0.003499,[25 15] ; [57 35],[24.84848485 15.15151515] ; [57.15151515 34.84848485],0
s1,1,0.954188,0.0033,[ 4 36] ; [ 9 84],[ 3.90977444 36.09022556] ; [ 9.09022556 83.90977444],0
a1,1,0.977655,0.000785,[ 4 38] ; [ 9 84],[ 4.04444444 37.95555556] ; [ 8.95555556 84.04444444],0
