Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.014306,6.0,[ 3 24] ; [2 1],[ 4.5 22.5] ; [0.5 2.5],0
p9,1,0.048683,3.88624,[ 5 24] ; [2 1],[ 6.34375 22.65625] ; [0.65625 2.34375],0
p3,1,0.079989,3.065134,[ 6 23] ; [2 1],[ 7.25 21.75] ; [0.75 2.25],0
v3,1,0.125551,2.346667,[ 2 28] ; [1 2],[ 2.72727273 27.27272727] ; [0.27272727 2.72727273],0
d2,1,0.150608,2.066087,[ 8 22] ; [2 1],[ 9.09090909 20.90909091] ; [0.90909091 2.09090909],0
p4,1,0.198959,1.65,[ 9 21] ; [2 1],[10. 20.] ; [1. 2.],0
s3,1,0.216086,1.530179,[ 9 20] ; [2 1],[ 9.96875 19.03125] ; [1.03125 1.96875],0
b1,1,0.252481,1.309524,[20 10] ; [1 2],[19.09090909 10.90909091] ; [1.90909091 1.09090909],0
p7,1,0.252481,1.309524,[10 20] ; [2 1],[10.90909091 19.09090909] ; [1.09090909 1.90909091],0
p11,1,0.252481,1.309524,[10 20] ; [2 1],[10.90909091 19.09090909] ; [1.09090909 1.90909091],0
p6,1,0.266713,1.233576,[ 3 25] ; [1 2],[ 3.61290323 24.38709677] ; [0.38709677 2.61290323],0
u3,1,0.288425,1.126961,[ 3 14] ; [1 1],[ 3.57894737 13.42105263] ; [0.42105263 1.57894737],0
b4,1,0.310611,1.028077,[19 11] ; [1 2],[18.18181818 11.81818182] ; [1.81818182 1.18181818],0
p2,1,0.508688,0.436765,[14 16] ; [2 1],[14.54545455 15.45454545] ; [1.45454545 1.54545455],0
a6,1,0.581815,0.303309,[15 15] ; [1 2],[14.54545455 15.45454545] ; [1.45454545 1.54545455],0
n4,1,0.581815,0.303309,[15 15] ; [2 1],[15.45454545 14.54545455] ; [1.54545455 1.45454545],0
r1,1,0.59015,0.29011,[ 6 24] ; [1 2],[ 6.36363636 23.63636364] ; [0.63636364 2.36363636],0
a4,1,0.699973,0.1485,[ 7 23] ; [1 2],[ 7.27272727 22.72727273] ; [0.72727273 2.27272727],0
a3,1,0.702428,0.145959,[13 16] ; [1 2],[12.6875 16.3125] ; [1.3125 1.6875],0
a7,1,0.738269,0.111654,[13 17] ; [1 2],[12.72727273 17.27272727] ; [1.27272727 1.72727273],0
d3,1,0.738269,0.111654,[13 17] ; [1 2],[12.72727273 17.27272727] ; [1.27272727 1.72727273],0
u2,1,0.811055,0.057152,[ 7 10] ; [1 1],[7.15789474 9.84210526] ; [0.84210526 1.15789474],0
b5,1,0.82173,0.050769,[18 12] ; [2 1],[18.18181818 11.81818182] ; [1.81818182 1.18181818],0
b2,1,0.865215,0.028812,[ 6 15] ; [1 2],[ 6.125 14.875] ; [0.875 2.125],0
b3,1,0.865215,0.028812,[ 6 15] ; [1 2],[ 6.125 14.875] ; [0.875 2.125],0
s6,1,0.904656,0.014348,[ 9 21] ; [1 2],[ 9.09090909 20.90909091] ; [0.90909091 2.09090909],0
