Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,133.740314,[316 121] ; [ 56 167],[246.30909091 190.69090909] ; [125.69090909  97.30909091],1
p6,1,0.0,74.255644,[216 220] ; [ 34 190],[165.15151515 270.84848485] ; [ 84.84848485 139.15151515],1
p4,1,0.0,57.122841,[318 122] ; [ 95 130],[273.26315789 166.73684211] ; [139.73684211  85.26315789],1
p3,1,0.0,50.947682,[276 164] ; [ 75 149],[232.59036145 207.40963855] ; [118.40963855 105.59036145],1
p2,1,0.0,39.154845,[404  35] ; [167  58],[377.51355422  61.48644578] ; [193.48644578  31.51355422],1
s7,1,2e-06,22.171062,[236 188] ; [ 79 140],[207.71384137 216.28615863] ; [107.28615863 111.71384137],1
s8,1,2e-05,18.193322,[223 215] ; [ 75 149],[197.16616314 240.83383686] ; [100.83383686 123.16616314],1
s5,1,5.5e-05,16.277033,[167 264] ; [ 48 163],[144.33800623 286.66199377] ; [ 70.66199377 140.33800623],1
p5,1,8.3e-05,15.477924,[ 68 372] ; [ 11 211],[ 52.50755287 387.49244713] ; [ 26.49244713 195.50755287],1
p10,1,0.000173,14.105137,[394  45] ; [178  47],[378.1746988  60.8253012] ; [193.8253012  31.1746988],1
v3,1,0.003613,8.468591,[192 236] ; [ 70 143],[174.93915757 253.06084243] ; [ 87.06084243 125.93915757],0
v2,1,0.005853,7.594962,[264 164] ; [106 105],[247.82472613 180.17527387] ; [122.17527387  88.82472613],0
v1,1,0.006203,7.490416,[256 176] ; [103 112],[239.70324575 192.29675425] ; [119.29675425  95.70324575],0
r1,1,0.006336,7.452145,[377  63] ; [173  51],[364.45783133  75.54216867] ; [185.54216867  38.45783133],0
d3,1,0.007946,7.045704,[317 124] ; [139  86],[301.94594595 139.05405405] ; [154.05405405  70.94594595],0
r4,1,0.01117,6.438102,[424  18] ; [205  20],[416.8185907  25.1814093] ; [212.1814093  12.8185907],0
s2,1,0.016591,5.739164,[235 204] ; [ 96 124],[220.49924127 218.50075873] ; [110.50075873 109.49924127],0
n5,1,0.017455,5.650016,[353  88] ; [161  63],[340.86315789 100.13684211] ; [173.13684211  50.86315789],0
s6,1,0.018322,5.565051,[298 133] ; [133  89],[284.47320061 146.52679939] ; [146.52679939  75.47320061],0
d1,1,0.01987,5.423276,[279 163] ; [121 104],[265.06746627 176.93253373] ; [134.93253373  90.06746627],0
d5,1,0.0247,5.044785,[368  72] ; [172  53],[357.29323308  82.70676692] ; [182.70676692  42.29323308],0
b5,1,0.033548,4.517601,[249 193] ; [146  79],[261.75412294 180.24587706] ; [133.24587706  91.75412294],0
s3,1,0.035102,4.440189,[258 177] ; [112 109],[245.35060976 189.64939024] ; [124.64939024  96.35060976],0
p9,1,0.035206,4.435132,[395  44] ; [189  35],[386.6907994  52.3092006] ; [197.3092006  26.6907994],0
a3,1,0.035423,4.424666,[330 111] ; [151  74],[318.5 122.5] ; [162.5  62.5],0
a8,1,0.044338,4.043653,[ 65 338] ; [ 21 186],[ 56.81639344 346.18360656] ; [ 29.18360656 177.81639344],0
a2,1,0.046091,3.97827,[113 329] ; [ 42 183],[102.71364318 339.28635682] ; [ 52.28635682 172.71364318],0
v4,1,0.04713,3.940738,[432   8] ; [214  10],[428.07228916  11.92771084] ; [217.92771084   6.07228916],0
u3,1,0.048684,3.886217,[61 51] ; [51 23],[67.44086022 44.55913978] ; [44.55913978 29.44086022],0
b1,1,0.060083,3.535094,[164 278] ; [ 67 158],[153.07646177 288.92353823] ; [ 77.92353823 147.07646177],0
n6,1,0.073964,3.192772,[391  47] ; [190  35],[383.8280543  54.1719457] ; [197.1719457  27.8280543],0
d4,1,0.10475,2.631687,[370  70] ; [177  47],[362.46987952  77.53012048] ; [184.53012048  39.46987952],0
n4,1,0.124553,2.359117,[362  80] ; [173  52],[354.52773613  87.47226387] ; [180.47226387  44.52773613],0
b4,1,0.144444,2.129962,[255 187] ; [143  82],[263.74212894 178.25787106] ; [134.25787106  90.74212894],0
a1,1,0.145922,2.114373,[ 25 417] ; [  7 218],[ 21.2053973 420.7946027] ; [ 10.7946027 214.2053973],0
n1,1,0.190014,1.717511,[23 49] ; [25 33],[26.58461538 45.41538462] ; [21.41538462 36.58461538],0
u1,1,0.212816,1.552163,[ 84 358] ; [ 34 191],[ 78.19490255 363.80509745] ; [ 39.80509745 185.19490255],0
p1,1,0.224691,1.47416,[ 44 396] ; [ 16 208],[ 39.75903614 400.24096386] ; [ 20.24096386 203.75903614],0
a7,1,0.394464,0.725138,[321 120] ; [156  68],[316.32631579 124.67368421] ; [160.67368421  63.32631579],0
r3,1,0.430707,0.620915,[430  11] ; [216   8],[428.4  12.6] ; [217.6   6.4],0
s1,1,0.508032,0.438118,[ 10 427] ; [  7 215],[ 11.27314112 425.72685888] ; [  5.72685888 216.27314112],0
n3,1,0.573476,0.316901,[56 17] ; [42 16],[54.61068702 18.38931298] ; [43.38931298 14.61068702],0
u4,1,0.603601,0.269598,[  9 433] ; [  6 219],[  9.94002999 432.05997001] ; [  5.05997001 219.94002999],0
a6,1,0.6752,0.17558,[302 138] ; [158  67],[304.36090226 135.63909774] ; [155.63909774  69.36090226],0
s4,1,0.691172,0.15782,[ 70 366] ; [ 33 189],[ 68.24924012 367.75075988] ; [ 34.75075988 187.24924012],0
a5,1,0.707744,0.14054,[332 110] ; [166  59],[330.0089955 111.9910045] ; [167.9910045  57.0089955],0
n2,1,0.733376,0.116035,[56 17] ; [43 15],[55.16793893 17.83206107] ; [43.83206107 14.16793893],0
u2,1,0.761944,0.091766,[62 49] ; [43 31],[63. 48.] ; [42. 32.],0
p12,1,0.82131,0.051013,[ 39 400] ; [ 21 202],[ 39.78851964 399.21148036] ; [ 20.21148036 202.78851964],0
b2,1,0.826111,0.048265,[118 171] ; [52 79],[116.97619048 172.02380952] ; [53.02380952 77.97619048],0
b3,1,0.826111,0.048265,[118 171] ; [52 79],[116.97619048 172.02380952] ; [53.02380952 77.97619048],0
d2,1,0.850409,0.035569,[212 229] ; [105 117],[210.85520362 230.14479638] ; [106.14479638 115.85520362],0
a4,1,0.890634,0.018907,[197 243] ; [102 123],[197.83458647 242.16541353] ; [101.16541353 123.83458647],0
