Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3e-06,21.877284,[20 84] ; [31 25],[33.15 70.85] ; [17.85 38.15],1
a3,1,0.000253,13.386419,[55 49] ; [46 10],[65.65 38.35] ; [35.35 20.65],1
s6,1,0.000691,11.51286,[48 54] ; [42 14],[58.10126582 43.89873418] ; [31.89873418 24.10126582],1
u1,1,0.001045,10.745765,[ 6 99] ; [13 43],[12.39130435 92.60869565] ; [ 6.60869565 49.39130435],0
d2,1,0.001539,10.031538,[33 72] ; [32 24],[42.39130435 62.60869565] ; [22.60869565 33.39130435],0
n4,1,0.001739,9.806854,[35 70] ; [33 23],[44.34782609 60.65217391] ; [23.65217391 32.34782609],0
a2,1,0.002227,9.35218,[ 8 97] ; [14 42],[14.34782609 90.65217391] ; [ 7.65217391 48.34782609],0
s2,1,0.00273,8.979389,[34 70] ; [32 24],[42.9 61.1] ; [23.1 32.9],0
s4,1,0.004393,8.113703,[14 91] ; [18 38],[20.86956522 84.13043478] ; [11.13043478 44.86956522],0
d5,1,0.005262,7.78722,[70 34] ; [49  7],[77.35 26.65] ; [41.65 14.35],0
s3,1,0.005413,7.736155,[38 63] ; [34 22],[46.31847134 54.68152866] ; [25.68152866 30.31847134],0
p6,1,0.011044,6.458257,[23 81] ; [22 31],[29.8089172 74.1910828] ; [15.1910828 37.8089172],0
a8,1,0.02354,5.128244,[ 6 92] ; [ 9 41],[ 9.93243243 88.06756757] ; [ 5.06756757 44.93243243],0
a5,1,0.025584,4.983927,[58 47] ; [41 15],[64.56521739 40.43478261] ; [34.43478261 21.56521739],0
s1,1,0.031033,4.651111,[  1 104] ; [ 4 52],[  3.26086957 101.73913043] ; [ 1.73913043 54.26086957],0
r1,1,0.039368,4.244901,[68 37] ; [45 11],[73.69565217 31.30434783] ; [39.30434783 16.69565217],0
r4,1,0.043381,4.080495,[85 20] ; [52  4],[89.34782609 15.65217391] ; [47.65217391  8.34782609],0
s5,1,0.072345,3.228999,[25 75] ; [21 33],[29.87012987 70.12987013] ; [16.12987013 37.87012987],0
b4,1,0.095757,2.77482,[59 46] ; [39 17],[63.91304348 41.08695652] ; [34.08695652 21.91304348],0
p7,1,0.09843,2.7308,[56 47] ; [38 18],[60.89308176 42.10691824] ; [33.10691824 22.89308176],0
p4,1,0.104552,2.634702,[40 64] ; [29 27],[44.85 59.15] ; [24.15 31.85],0
a4,1,0.148671,2.08583,[33 72] ; [24 32],[37.17391304 67.82608696] ; [19.82608696 36.17391304],0
v1,1,0.176209,1.829312,[32 69] ; [23 31],[35.83870968 65.16129032] ; [19.16129032 34.83870968],0
r2,1,0.178541,1.809724,[93 10] ; [52  2],[95.12738854  7.87261146] ; [49.87261146  4.12738854],0
v4,1,0.188524,1.729116,[99  4] ; [51  5],[97.16981132  5.83018868] ; [52.83018868  3.16981132],0
p3,1,0.221125,1.497054,[33 72] ; [23 33],[36.52173913 68.47826087] ; [19.47826087 36.52173913],0
p12,1,0.244344,1.355357,[ 6 99] ; [ 1 55],[  4.56521739 100.43478261] ; [ 2.43478261 53.56521739],0
v3,1,0.267475,1.229649,[24 77] ; [17 36],[26.88961039 74.11038961] ; [14.11038961 38.88961039],0
