Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,146.705165,[278  14] ; [29 49],[242.28108108  49.71891892] ; [64.71891892 13.28108108],1
p11,1,0.0,33.769617,[256  37] ; [47 33],[238.01340483  54.98659517] ; [64.98659517 15.01340483],1
n6,1,4e-06,21.498288,[250  42] ; [50 30],[235.48387097  56.51612903] ; [64.51612903 15.48387097],1
n5,1,7e-06,20.304041,[213  79] ; [37 43],[196.23655914  95.76344086] ; [53.76344086 26.23655914],1
d4,1,0.000136,14.551797,[246  47] ; [51 28],[233.92741935  59.07258065] ; [63.07258065 15.92741935],1
a5,1,0.000331,12.884578,[209  84] ; [40 40],[195.59517426  97.40482574] ; [53.40482574 26.59517426],1
s6,1,0.000676,11.555153,[161 124] ; [28 52],[147.57534247 137.42465753] ; [41.42465753 38.57534247],1
n4,1,0.000753,11.353719,[215  78] ; [43 37],[202.66487936  90.33512064] ; [55.33512064 24.66487936],1
d5,1,0.000782,11.282726,[246  46] ; [54 26],[235.48387097  56.51612903] ; [64.51612903 15.48387097],1
d1,1,0.003471,8.541827,[171 122] ; [32 48],[159.46112601 133.53887399] ; [43.53887399 36.46112601],0
p8,1,0.003916,8.322333,[159 130] ; [29 50],[147.64130435 141.35869565] ; [40.35869565 38.64130435],0
r4,1,0.004427,8.099961,[265  28] ; [63 17],[257.65147453  35.34852547] ; [70.34852547  9.65147453],0
p4,1,0.004999,7.879841,[167 126] ; [31 48],[155.9516129 137.0483871] ; [42.0483871 36.9516129],0
r2,1,0.007319,7.19288,[272  17] ; [68 12],[266.28726287  22.71273713] ; [73.71273713  6.28726287],0
v1,1,0.008946,6.833619,[154 128] ; [30 49],[143.73407202 138.26592798] ; [40.26592798 38.73407202],0
u2,1,0.010176,6.603807,[62 48] ; [11 24],[55.37931034 54.62068966] ; [17.62068966 17.37931034],0
s2,1,0.010988,6.467234,[ 95 195] ; [14 64],[ 85.89673913 204.10326087] ; [23.10326087 54.89673913],0
r1,1,0.032986,4.546507,[228  62] ; [53 26],[220.8401084  69.1598916] ; [60.1598916 18.8401084],0
s5,1,0.041693,4.147613,[ 71 213] ; [11 67],[ 64.33149171 219.66850829] ; [17.66850829 60.33149171],0
v4,1,0.057885,3.596958,[278  13] ; [72  8],[274.52830189  16.47169811] ; [75.47169811  4.52830189],0
p6,1,0.060647,3.519611,[ 91 199] ; [16 62],[ 84.32065217 205.67934783] ; [22.67934783 55.32065217],0
a7,1,0.062071,3.481157,[225  66] ; [53 26],[218.64324324  72.35675676] ; [59.35675676 19.64324324],0
b1,1,0.064391,3.420513,[ 99 194] ; [36 44],[106.04557641 186.95442359] ; [28.95442359 51.04557641],0
b2,1,0.072065,3.235346,[52 98] ; [10 38],[ 46.96969697 103.03030303] ; [15.03030303 32.96969697],0
b3,1,0.072065,3.235346,[52 98] ; [10 38],[ 46.96969697 103.03030303] ; [15.03030303 32.96969697],0
s8,1,0.075545,3.158229,[ 67 226] ; [11 69],[ 61.27077748 231.72922252] ; [16.72922252 63.27077748],0
u3,1,0.092691,2.827011,[60 49] ; [14 22],[55.62758621 53.37241379] ; [18.37241379 17.62758621],0
d3,1,0.098406,2.731194,[203  88] ; [48 32],[196.87601078  94.12398922] ; [54.12398922 25.87601078],0
p3,1,0.098604,2.727976,[129 164] ; [27 53],[122.54155496 170.45844504] ; [33.45844504 46.54155496],0
v3,1,0.145558,2.118194,[ 93 189] ; [19 59],[ 87.73333333 194.26666667] ; [24.26666667 53.73333333],0
v2,1,0.151488,2.057199,[147 128] ; [35 44],[141.38418079 133.61581921] ; [40.61581921 38.38418079],0
a6,1,0.151908,2.052987,[211  82] ; [51 29],[205.80697051  87.19302949] ; [56.19302949 23.80697051],0
a4,1,0.153554,2.036586,[121 172] ; [26 54],[115.47184987 177.52815013] ; [31.52815013 48.47184987],0
u1,1,0.157304,1.99995,[ 39 254] ; [ 6 74],[ 35.34852547 257.65147453] ; [ 9.65147453 70.34852547],0
p7,1,0.175788,1.832882,[183 106] ; [44 36],[177.78590786 111.21409214] ; [49.21409214 30.78590786],0
p12,1,0.231802,1.429767,[ 17 275] ; [ 2 78],[ 14.91397849 277.08602151] ; [ 4.08602151 75.91397849],0
a3,1,0.299699,1.075535,[182 111] ; [44 35],[178.00537634 114.99462366] ; [47.99462366 31.00537634],0
n1,1,0.34152,0.904717,[17 39] ; [ 6 23],[15.15294118 40.84705882] ; [ 7.84705882 21.15294118],0
s3,1,0.416837,0.659217,[118 170] ; [28 50],[114.8852459 173.1147541] ; [31.1147541 46.8852459],0
n3,1,0.437927,0.601708,[41 15] ; [25  6],[42.48275862 13.51724138] ; [23.51724138  7.48275862],0
b4,1,0.452849,0.563512,[182 111] ; [46 34],[179.09919571 113.90080429] ; [48.90080429 31.09919571],0
b5,1,0.463114,0.538358,[181 112] ; [53 27],[183.81233244 109.18766756] ; [50.18766756 29.81233244],0
a1,1,0.504196,0.446094,[  7 286] ; [ 3 77],[  7.85522788 285.14477212] ; [ 2.14477212 77.85522788],0
a2,1,0.558927,0.341565,[ 56 237] ; [13 67],[ 54.20107239 238.79892761] ; [14.79892761 65.20107239],0
r3,1,0.587701,0.293949,[277  14] ; [74  5],[276.05675676  14.94324324] ; [74.94324324  4.05675676],0
s4,1,0.671126,0.180288,[ 38 250] ; [ 9 70],[ 36.88283379 251.11716621] ; [10.11716621 68.88283379],0
p1,1,0.795404,0.067236,[ 21 272] ; [ 5 74],[ 20.47849462 272.52150538] ; [ 5.52150538 73.47849462],0
n2,1,0.851119,0.035228,[40 16] ; [22  8],[40.37209302 15.62790698] ; [21.62790698  8.37209302],0
s1,1,0.851511,0.03504,[  3 287] ; [ 1 77],[  3.15217391 286.84782609] ; [ 0.84782609 77.15217391],0
a8,1,0.928369,0.008082,[ 29 241] ; [ 8 64],[ 29.21052632 240.78947368] ; [ 7.78947368 64.21052632],0
d2,1,0.970797,0.00134,[125 167] ; [34 45],[125.14285714 166.85714286] ; [33.85714286 45.14285714],0
