Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.65175,[12 34] ; [173  93],[27.27564103 18.72435897] ; [157.72435897 108.27564103],1
p8,1,1.2e-05,19.197982,[11 37] ; [155 116],[24.97805643 23.02194357] ; [141.02194357 129.97805643],1
p6,1,0.00018,14.027327,[ 6 42] ; [110 160],[17.50943396 30.49056604] ; [ 98.49056604 171.50943396],1
v4,1,0.000646,11.639495,[40  8] ; [261  11],[45.15  2.85] ; [255.85  16.15],1
n6,1,0.001364,10.254039,[32 16] ; [232  39],[39.72413793  8.27586207] ; [224.27586207  46.72413793],0
p4,1,0.001843,9.699188,[18 29] ; [170 102],[27.69905956 19.30094044] ; [160.30094044 111.69905956],0
s6,1,0.001973,9.574319,[22 25] ; [186  80],[31.23322684 15.76677316] ; [176.76677316  89.23322684],0
r3,1,0.003713,8.419242,[39  9] ; [253  17],[44.0754717  3.9245283] ; [247.9245283  22.0754717],0
p10,1,0.019076,5.49454,[37 11] ; [241  29],[41.96226415  6.03773585] ; [236.03773585  33.96226415],0
p3,1,0.021064,5.321476,[15 33] ; [134 138],[22.35 25.65] ; [126.65 145.35],0
s5,1,0.023423,5.13689,[ 8 35] ; [ 96 169],[14.51948052 28.48051948] ; [ 89.48051948 175.51948052],0
n2,1,0.033876,4.500945,[16  1] ; [44 20],[12.59259259  4.40740741] ; [47.40740741 16.59259259],0
d3,1,0.03449,4.470265,[24 23] ; [181  89],[30.39432177 16.60567823] ; [174.60567823  95.39432177],0
d5,1,0.034977,4.446291,[29 18] ; [206  64],[34.84227129 12.15772871] ; [200.15772871  69.84227129],0
n1,1,0.036881,4.355898,[11  6] ; [23 40],[7.225 9.775] ; [26.775 36.225],0
u4,1,0.048523,3.891785,[ 2 46] ; [  2 270],[ 0.6 47.4] ; [  3.4 268.6],0
b5,1,0.064371,3.421024,[36 12] ; [166 106],[30.3 17.7] ; [171.7 100.3],0
p11,1,0.076701,3.133451,[33 15] ; [218  54],[37.65 10.35] ; [213.35  58.65],0
r2,1,0.091466,2.848385,[40  7] ; [249  20],[42.98417722  4.01582278] ; [246.01582278  22.98417722],0
r4,1,0.122183,2.389108,[38 10] ; [238  34],[41.4  6.6] ; [234.6  37.4],0
d4,1,0.127982,2.31681,[33 14] ; [217  54],[36.94968553 10.05031447] ; [213.05031447  57.94968553],0
n3,1,0.17271,1.859265,[14  3] ; [41 22],[11.6875  5.3125] ; [43.3125 19.6875],0
