Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1e-06,24.968286,[43 29] ; [508  97],[58.59970458 13.40029542] ; [492.40029542 112.59970458],1
n6,1,1.1e-05,19.352216,[47 24] ; [518  82],[59.78390462 11.21609538] ; [505.21609538  94.78390462],1
r4,1,0.000276,13.223986,[56 16] ; [553  52],[64.76809453  7.23190547] ; [544.23190547  60.76809453],1
n5,1,0.000345,12.808314,[41 30] ; [463 137],[53.32935917 17.67064083] ; [450.67064083 149.32935917],1
u4,1,0.000434,12.377804,[ 5 67] ; [  7 598],[ 1.27621861 70.72378139] ; [ 10.72378139 594.27621861],1
p8,1,0.000923,10.976432,[23 48] ; [317 279],[36.19190405 34.80809595] ; [303.80809595 292.19190405],1
p4,1,0.001197,10.495258,[28 43] ; [359 244],[40.76706231 30.23293769] ; [346.23293769 256.76706231],0
p3,1,0.001877,9.666033,[22 50] ; [302 303],[34.45790251 37.54209749] ; [289.54209749 315.45790251],0
p7,1,0.002068,9.488366,[33 38] ; [385 206],[44.83081571 26.16918429] ; [373.16918429 217.83081571],0
r3,1,0.002591,9.075139,[64  8] ; [581  21],[68.90207715  3.09792285] ; [576.09792285  25.90207715],0
s2,1,0.002591,9.075023,[25 47] ; [321 279],[37.07142857 34.92857143] ; [308.92857143 291.07142857],0
s6,1,0.005911,7.577228,[38 34] ; [410 185],[48.35982009 23.64017991] ; [399.64017991 195.35982009],0
a1,1,0.006009,7.547478,[ 7 65] ; [ 19 586],[ 2.76514032 69.23485968] ; [ 23.23485968 581.76514032],0
v4,1,0.007319,7.192859,[64  8] ; [577  24],[68.57652303  3.42347697] ; [572.42347697  28.57652303],0
v1,1,0.007796,7.079645,[27 43] ; [326 263],[37.49620637 32.50379363] ; [315.50379363 273.49620637],0
p2,1,0.008735,6.876219,[54 18] ; [522  81],[61.44 10.56] ; [514.56  88.44],0
r1,1,0.008751,6.872991,[48 24] ; [482 120],[56.61721068 15.38278932] ; [473.38278932 128.61721068],0
a8,1,0.010753,6.505724,[16 48] ; [ 73 481],[ 9.21682848 54.78317152] ; [ 79.78317152 474.21682848],0
n4,1,0.011337,6.411676,[45 26] ; [466 139],[53.67011834 17.32988166] ; [457.32988166 147.67011834],0
a5,1,0.020367,5.38013,[45 27] ; [455 150],[53.17577548 18.82422452] ; [446.82422452 158.17577548],0
u2,1,0.028566,4.793565,[ 7 14] ; [100  71],[11.703125  9.296875] ; [95.296875 75.703125],0
s5,1,0.039926,4.221024,[14 54] ; [192 393],[21.4517611 46.5482389] ; [184.5482389 400.4517611],0
d5,1,0.040883,4.180869,[51 20] ; [494 109],[57.41097923 13.58902077] ; [487.58902077 115.41097923],0
b5,1,0.047042,3.943903,[53 19] ; [373 232],[45.30576071 26.69423929] ; [380.69423929 224.30576071],0
u3,1,0.055805,3.657854,[ 8 14] ; [99 72],[12.19689119  9.80310881] ; [94.80310881 76.19689119],0
