Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3e-06,21.734457,[23 12] ; [ 7 39],[12.96296296 22.03703704] ; [17.03703704 28.96296296],1
b4,1,0.704304,0.144033,[22 13] ; [27 19],[21.17283951 13.82716049] ; [27.82716049 18.17283951],0
n6,1,0.718544,0.129892,[27  8] ; [37  9],[27.65432099  7.34567901] ; [36.34567901  9.65432099],0
p1,1,0.727142,0.121752,[ 3 32] ; [ 3 43],[ 2.59259259 32.40740741] ; [ 3.40740741 42.59259259],0
d1,1,0.753356,0.098732,[21 14] ; [26 20],[20.30864198 14.69135802] ; [26.69135802 19.30864198],0
s4,1,0.76463,0.089644,[ 7 28] ; [ 8 38],[ 6.48148148 28.51851852] ; [ 8.51851852 37.48148148],0
s1,1,0.796004,0.066834,[ 2 33] ; [ 2 43],[ 1.75 33.25] ; [ 2.25 42.75],0
b5,1,0.826269,0.048175,[22 13] ; [30 16],[22.4691358 12.5308642] ; [29.5308642 16.4691358],0
p12,1,0.861414,0.030476,[ 2 33] ; [ 3 42],[ 2.1875 32.8125] ; [ 2.8125 42.1875],0
u3,1,0.900552,0.015616,[4 4] ; [10  9],[4.14814815 3.85185185] ; [9.85185185 9.14814815],0
d3,1,0.923588,0.0092,[24 11] ; [32 14],[24.19753086 10.80246914] ; [31.80246914 14.19753086],0
n1,1,0.974213,0.001045,[3 7] ; [ 5 12],[2.96296296 7.03703704] ; [ 5.03703704 11.96296296],0
a1,1,0.984274,0.000388,[ 3 32] ; [ 4 42],[ 3.02469136 31.97530864] ; [ 3.97530864 42.02469136],0
