Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3e-06,21.734457,[23 12] ; [ 7 39],[12.96296296 22.03703704] ; [17.03703704 28.96296296],1
p3,1,0.001163,10.54804,[24 11] ; [14 30],[16.83544304 18.16455696] ; [21.16455696 22.83544304],0
p6,1,0.001321,10.312308,[20 12] ; [11 32],[13.22666667 18.77333333] ; [17.77333333 25.22666667],0
s2,1,0.001333,10.296802,[24 11] ; [15 31],[16.85185185 18.14814815] ; [22.14814815 23.85185185],0
s3,1,0.00279,8.93981,[25 10] ; [17 28],[18.375 16.625] ; [23.625 21.375],0
r2,1,0.003112,8.74081,[30  1] ; [32 14],[24.96103896  6.03896104] ; [37.03896104  8.96103896],0
s6,1,0.005297,7.775298,[26  6] ; [22 22],[20.21052632 11.78947368] ; [27.78947368 16.21052632],0
s5,1,0.007988,7.036111,[13 16] ; [ 7 36],[ 8.05555556 20.94444444] ; [11.94444444 31.05555556],0
v1,1,0.031298,4.636549,[25  7] ; [25 21],[20.51282051 11.48717949] ; [29.48717949 16.51282051],0
p9,1,0.048057,3.908002,[30  4] ; [32 14],[26.35  7.65] ; [35.65 10.35],0
a3,1,0.081047,3.043789,[27  8] ; [27 19],[23.33333333 11.66666667] ; [30.66666667 15.33333333],0
p7,1,0.096519,2.762148,[24 10] ; [24 22],[20.4 13.6] ; [27.6 18.4],0
p10,1,0.099993,2.70566,[27  7] ; [28 17],[23.67088608 10.32911392] ; [31.32911392 13.67088608],0
p2,1,0.10253,2.665744,[29  6] ; [30 15],[25.8125  9.1875] ; [33.1875 11.8125],0
r3,1,0.10604,2.612264,[34  1] ; [40  6],[31.97530864  3.02469136] ; [42.02469136  3.97530864],0
a8,1,0.106132,2.610897,[ 5 27] ; [ 2 41],[ 2.98666667 29.01333333] ; [ 4.01333333 38.98666667],0
p4,1,0.123611,2.370964,[22 13] ; [20 24],[18.60759494 16.39240506] ; [23.39240506 20.60759494],0
d4,1,0.224089,1.477993,[31  4] ; [36 10],[28.95061728  6.04938272] ; [38.04938272  7.95061728],0
u1,1,0.228052,1.452969,[ 4 31] ; [ 2 44],[ 2.59259259 32.40740741] ; [ 3.40740741 42.59259259],0
p11,1,0.242083,1.368422,[29  6] ; [33 13],[26.79012346  8.20987654] ; [35.20987654 10.79012346],0
p5,1,0.245967,1.346066,[ 5 30] ; [ 3 43],[ 3.45679012 31.54320988] ; [ 4.54320988 41.45679012],0
a6,1,0.276782,1.182822,[21 14] ; [22 24],[18.58024691 16.41975309] ; [24.41975309 21.58024691],0
r4,1,0.30238,1.063668,[23 12] ; [25 21],[20.74074074 14.25925926] ; [27.25925926 18.74074074],0
d5,1,0.323021,0.976674,[31  4] ; [37  9],[29.38271605  5.61728395] ; [38.61728395  7.38271605],0
n4,1,0.334963,0.929614,[27  8] ; [31 15],[25.0617284  9.9382716] ; [32.9382716 13.0617284],0
p8,1,0.354985,0.855556,[17 16] ; [18 26],[15. 18.] ; [20. 24.],0
n5,1,0.427766,0.628882,[25 10] ; [29 17],[23.33333333 11.66666667] ; [30.66666667 15.33333333],0
a4,1,0.473851,0.512981,[11 24] ; [18 28],[12.5308642 22.4691358] ; [16.4691358 29.5308642],0
d2,1,0.482573,0.493043,[14 21] ; [22 24],[15.55555556 19.44444444] ; [20.44444444 25.55555556],0
v3,1,0.519074,0.415733,[18 16] ; [21 25],[16.575 17.425] ; [22.425 23.575],0
b2,1,0.551552,0.354544,[ 9 19] ; [10 15],[10.03773585 17.96226415] ; [ 8.96226415 16.03773585],0
b3,1,0.551552,0.354544,[ 9 19] ; [10 15],[10.03773585 17.96226415] ; [ 8.96226415 16.03773585],0
n2,1,0.55791,0.343336,[9 2] ; [13  5],[8.34482759 2.65517241] ; [13.65517241  4.34482759],0
n3,1,0.55791,0.343336,[9 2] ; [13  5],[8.34482759 2.65517241] ; [13.65517241  4.34482759],0
a5,1,0.565395,0.330449,[22 13] ; [26 20],[20.74074074 14.25925926] ; [27.25925926 18.74074074],0
v4,1,0.568643,0.324959,[28  6] ; [40  6],[28.9  5.1] ; [39.1  6.9],0
u2,1,0.596613,0.280135,[4 4] ; [ 7 11],[3.38461538 4.61538462] ; [ 7.61538462 10.38461538],0
a2,1,0.643378,0.214351,[ 5 30] ; [ 5 41],[ 4.32098765 30.67901235] ; [ 5.67901235 40.32098765],0
b1,1,0.656518,0.197781,[15 20] ; [22 24],[15.98765432 19.01234568] ; [21.01234568 24.98765432],0
a7,1,0.704304,0.144033,[22 13] ; [27 19],[21.17283951 13.82716049] ; [27.82716049 18.17283951],0
