Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,130.522026,[  2 108] ; [230 129],[54.41364606 55.58635394] ; [177.58635394 181.41364606],1
d3,1,0.0,94.209444,[25 83] ; [268  91],[67.76017131 40.23982869] ; [225.23982869 133.76017131],1
d5,1,0.0,92.444932,[43 66] ; [306  53],[81.28418803 27.71581197] ; [267.71581197  91.28418803],1
a5,1,0.0,36.343711,[43 67] ; [254 105],[69.65884861 40.34115139] ; [227.34115139 131.65884861],1
d2,1,3e-06,22.1384,[23 87] ; [164 192],[44.1416309 65.8583691] ; [142.8583691 213.1416309],1
a3,1,6e-06,20.410567,[43 65] ; [230 128],[63.27038627 44.72961373] ; [209.72961373 148.27038627],1
a7,1,8e-06,19.917477,[58 50] ; [272  86],[76.4806867 31.5193133] ; [253.5193133 104.4806867],1
r1,1,2.4e-05,17.842013,[60 48] ; [273  84],[77.34193548 30.65806452] ; [255.65806452 101.34193548],1
a4,1,2.6e-05,17.700252,[22 86] ; [153 205],[40.55793991 67.44206009] ; [134.44206009 223.55793991],1
r4,1,4.8e-05,16.51478,[76 34] ; [309  50],[90.29850746 19.70149254] ; [294.70149254  64.29850746],1
r3,1,4.9e-05,16.486333,[86 22] ; [334  25],[97.13062099 10.86937901] ; [322.86937901  36.13062099],1
p10,1,0.000109,14.9715,[58 49] ; [263  93],[74.18358531 32.81641469] ; [246.81641469 109.18358531],1
s5,1,0.000291,13.127746,[  7 100] ; [ 77 272],[19.71052632 87.28947368] ; [ 64.28947368 284.71052632],1
a6,1,0.000375,12.650902,[57 53] ; [252 107],[72.47334755 37.52665245] ; [236.52665245 122.47334755],1
v2,1,0.000733,11.404554,[34 67] ; [181 162],[48.90765766 52.09234234] ; [166.09234234 176.90765766],1
u1,1,0.001057,10.724245,[  2 108] ; [ 45 314],[11.02345416 98.97654584] ; [ 35.97654584 323.02345416],0
a2,1,0.003082,8.7584,[  8 102] ; [ 69 290],[18.05970149 91.94029851] ; [ 58.94029851 300.05970149],0
r2,1,0.004598,8.031105,[91 18] ; [326  26],[98.59652928 10.40347072] ; [318.40347072  33.59652928],0
s2,1,0.00784,7.069566,[19 88] ; [110 246],[29.81209503 77.18790497] ; [ 99.18790497 256.81209503],0
v4,1,0.010581,6.534344,[91 18] ; [329  29],[98.02997859 10.97002141] ; [321.97002141  36.02997859],0
p9,1,0.012336,6.261862,[69 38] ; [272  83],[78.97619048 28.02380952] ; [262.02380952  92.97619048],0
p1,1,0.013043,6.163283,[12 98] ; [ 16 341],[  6.59528908 103.40471092] ; [ 21.40471092 335.59528908],0
p2,1,0.017503,5.645238,[73 37] ; [277  80],[82.44111349 27.55888651] ; [267.55888651  89.44111349],0
