Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,64.237193,[53 33] ; [278  16],[74.91052632 11.08947368] ; [256.08947368  37.91052632],1
a5,1,0.0,37.183758,[36 50] ; [225  69],[59.06842105 26.93157895] ; [201.93157895  92.06842105],1
r2,1,1e-06,24.114486,[65 19] ; [276  15],[76.384  7.616] ; [264.616  26.384],1
d1,1,0.000138,14.533148,[27 59] ; [161 133],[42.54736842 43.45263158] ; [145.45263158 148.54736842],1
v1,1,0.000302,13.059095,[29 55] ; [165 125],[43.57219251 40.42780749] ; [150.42780749 139.57219251],1
d4,1,0.000309,13.014635,[53 33] ; [235  57],[65.52380952 20.47619048] ; [222.47619048  69.52380952],1
v2,1,0.000526,12.02117,[32 54] ; [165 117],[46.03804348 39.96195652] ; [150.96195652 131.03804348],1
d3,1,0.000683,11.53452,[44 41] ; [210  84],[56.96569921 28.03430079] ; [197.03430079  96.96569921],1
a6,1,0.00069,11.515536,[47 39] ; [217  77],[59.74736842 26.25263158] ; [204.25263158  89.74736842],1
u1,1,0.001073,10.698002,[ 2 84] ; [ 46 248],[10.86315789 75.13684211] ; [ 37.13684211 256.86315789],0
r3,1,0.001447,10.144826,[74 11] ; [282  11],[80.05291005  4.94708995] ; [275.94708995  17.05291005],0
u3,1,0.004269,8.165566,[11 28] ; [50 40],[18.44186047 20.55813953] ; [42.55813953 47.44186047],0
a2,1,0.007292,7.199643,[ 7 79] ; [ 61 233],[15.38947368 70.61052632] ; [ 52.61052632 241.38947368],0
a3,1,0.00782,7.07424,[46 39] ; [204  89],[56.21693122 28.78306878] ; [193.78306878  99.21693122],0
s8,1,0.02012,5.401463,[13 73] ; [ 80 212],[21.15873016 64.84126984] ; [ 71.84126984 220.15873016],0
d5,1,0.021704,5.269394,[60 26] ; [239  55],[67.66842105 18.33157895] ; [231.33157895  62.66842105],0
p10,1,0.023151,5.157154,[58 26] ; [234  56],[65.5828877 18.4171123] ; [226.4171123  63.5828877],0
a7,1,0.029827,4.719251,[53 33] ; [216  77],[61.03957784 24.96042216] ; [207.96042216  85.03957784],0
n4,1,0.041969,4.136457,[56 30] ; [223  70],[63.30870712 22.69129288] ; [215.69129288  77.30870712],0
a4,1,0.053799,3.718921,[26 60] ; [122 170],[33.67195767 52.32804233] ; [114.32804233 177.67195767],0
p8,1,0.064721,3.41207,[40 45] ; [167 119],[47.42587601 37.57412399] ; [159.57412399 126.42587601],0
p7,1,0.090186,2.871058,[49 35] ; [198  92],[55.47593583 28.52406417] ; [191.52406417  98.47593583],0
s5,1,0.110403,2.548444,[11 72] ; [ 61 228],[16.06451613 66.93548387] ; [ 55.93548387 233.06451613],0
p4,1,0.114388,2.492526,[42 43] ; [173 120],[48.34656085 36.65343915] ; [166.65343915 126.34656085],0
v3,1,0.115154,2.482018,[23 63] ; [102 182],[29.05405405 56.94594595] ; [ 95.94594595 188.05405405],0
d2,1,0.123685,2.37003,[29 57] ; [126 167],[35.17150396 50.82849604] ; [119.82849604 173.17150396],0
p11,1,0.140323,2.174415,[66 20] ; [246  48],[70.61052632 15.38947368] ; [241.38947368  52.61052632],0
v4,1,0.181916,1.781898,[79  7] ; [278  13],[81.43766578  4.56233422] ; [275.56233422  15.43766578],0
n3,1,0.19913,1.648746,[25  5] ; [44 18],[22.5  7.5] ; [46.5 15.5],0
s6,1,0.217311,1.522039,[35 50] ; [140 147],[39.98655914 45.01344086] ; [135.01344086 151.98655914],0
s4,1,0.286402,1.13646,[11 75] ; [ 26 266],[ 8.41798942 77.58201058] ; [ 28.58201058 263.41798942],0
a8,1,0.317584,0.998872,[ 7 74] ; [ 33 226],[ 9.52941176 71.47058824] ; [ 30.47058824 228.52941176],0
u4,1,0.353714,0.860088,[ 1 85] ; [  1 293],[ 0.45263158 85.54736842] ; [  1.54736842 292.45263158],0
s3,1,0.363553,0.825581,[24 60] ; [ 69 222],[20.832 63.168] ; [ 72.168 218.832],0
u2,1,0.386727,0.749207,[18 21] ; [49 41],[20.25581395 18.74418605] ; [46.74418605 43.25581395],0
p3,1,0.388586,0.743362,[37 49] ; [142 152],[40.51052632 45.48947368] ; [138.48947368 155.51052632],0
b1,1,0.456044,0.555587,[33 53] ; [100 194],[30.1 55.9] ; [102.9 191.1],0
n5,1,0.485085,0.48741,[56 29] ; [204  88],[58.62068966 26.37931034] ; [201.37931034  90.62068966],0
p9,1,0.547225,0.362312,[70 16] ; [244  46],[71.81914894 14.18085106] ; [242.18085106  47.81914894],0
s7,1,0.549549,0.358127,[20 61] ; [ 78 200],[22.11142061 58.88857939] ; [ 75.88857939 202.11142061],0
n1,1,0.599631,0.275553,[10 19] ; [18 44],[ 8.92307692 20.07692308] ; [19.07692308 42.92307692],0
b2,1,0.645017,0.21224,[17 28] ; [ 59 114],[15.68807339 29.31192661] ; [ 60.31192661 112.68807339],0
b3,1,0.645017,0.21224,[17 28] ; [ 59 114],[15.68807339 29.31192661] ; [ 60.31192661 112.68807339],0
n6,1,0.645351,0.211811,[68 18] ; [239  55],[69.47894737 16.52105263] ; [237.52105263  56.47894737],0
b5,1,0.647288,0.209336,[50 36] ; [179 115],[51.82631579 34.17368421] ; [177.17368421 116.82631579],0
p1,1,0.713796,0.134515,[ 6 80] ; [ 24 269],[ 6.80738786 79.19261214] ; [ 23.19261214 269.80738786],0
n2,1,0.794741,0.067682,[20 10] ; [43 19],[20.54347826  9.45652174] ; [42.45652174 19.54347826],0
p5,1,0.799294,0.064649,[ 8 78] ; [ 30 263],[ 8.62269129 77.37730871] ; [ 29.37730871 263.62269129],0
b4,1,0.818276,0.052791,[50 36] ; [175 119],[50.92105263 35.07894737] ; [174.07894737 119.92105263],0
p12,1,0.824528,0.049162,[ 4 81] ; [ 12 277],[ 3.63636364 81.36363636] ; [ 12.36363636 276.63636364],0
p6,1,0.836599,0.042537,[26 57] ; [ 94 195],[26.77419355 56.22580645] ; [ 93.22580645 195.77419355],0
s1,1,0.885989,0.020558,[ 1 84] ; [  4 286],[ 1.13333333 83.86666667] ; [  3.86666667 286.13333333],0
a1,1,0.976305,0.000882,[ 2 84] ; [  7 287],[ 2.03684211 83.96315789] ; [  6.96315789 287.03684211],0
