Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000223,13.625665,[ 8 42] ; [5 1],[11.60714286 38.39285714] ; [1.39285714 4.60714286],1
a8,1,0.003391,8.584127,[ 4 41] ; [2 1],[ 5.625 39.375] ; [0.375 2.625],0
s7,1,0.007754,7.089425,[14 35] ; [5 1],[16.92727273 32.07272727] ; [2.07272727 3.92727273],0
p5,1,0.011685,6.358,[ 3 47] ; [2 3],[ 4.54545455 45.45454545] ; [0.45454545 4.54545455],0
p7,1,0.028949,4.770662,[18 31] ; [5 1],[20.49090909 28.50909091] ; [2.50909091 3.49090909],0
p4,1,0.037777,4.315042,[19 30] ; [5 1],[21.38181818 27.61818182] ; [2.61818182 3.38181818],0
b2,1,0.049804,3.848049,[11 17] ; [5 1],[13.17647059 14.82352941] ; [2.82352941 3.17647059],0
b3,1,0.049804,3.848049,[11 17] ; [5 1],[13.17647059 14.82352941] ; [2.82352941 3.17647059],0
a1,1,0.05799,3.593956,[ 4 46] ; [2 4],[ 5.35714286 44.64285714] ; [0.64285714 5.35714286],0
p6,1,0.082579,3.013393,[ 9 39] ; [3 3],[10.66666667 37.33333333] ; [1.33333333 4.66666667],0
d1,1,0.083953,2.986667,[23 27] ; [5 1],[25. 25.] ; [3. 3.],0
d2,1,0.083953,2.986667,[23 27] ; [5 1],[25. 25.] ; [3. 3.],0
p3,1,0.102096,2.672498,[16 33] ; [4 2],[17.81818182 31.18181818] ; [2.18181818 3.81818182],0
s2,1,0.118343,2.439111,[17 33] ; [4 2],[18.75 31.25] ; [2.25 3.75],0
s3,1,0.122627,2.383448,[24 24] ; [5 1],[25.77777778 22.22222222] ; [3.22222222 2.77777778],0
n4,1,0.122627,2.383448,[24 24] ; [5 1],[25.77777778 22.22222222] ; [3.22222222 2.77777778],0
p8,1,0.157771,1.995465,[18 31] ; [4 2],[19.6 29.4] ; [2.4 3.6],0
a2,1,0.174175,1.846634,[12 38] ; [3 3],[13.39285714 36.60714286] ; [1.60714286 4.39285714],0
a4,1,0.191103,1.709091,[19 30] ; [4 2],[20.49090909 28.50909091] ; [2.50909091 3.49090909],0
s5,1,0.245278,1.35,[ 7 41] ; [2 4],[ 8. 40.] ; [1. 5.],0
u1,1,0.294865,1.097275,[ 8 42] ; [2 4],[ 8.92857143 41.07142857] ; [1.07142857 4.92857143],0
d5,1,0.344601,0.893239,[32 18] ; [5 1],[33.03571429 16.96428571] ; [3.96428571 2.03571429],0
r1,1,0.358326,0.84375,[31 17] ; [5 1],[32. 16.] ; [4. 2.],0
b4,1,0.440109,0.595998,[25 25] ; [4 2],[25.89285714 24.10714286] ; [3.10714286 2.89285714],0
b5,1,0.683463,0.166254,[29 21] ; [4 2],[29.46428571 20.53571429] ; [3.53571429 2.46428571],0
a7,1,0.97326,0.001124,[33 16] ; [4 2],[32.96363636 16.03636364] ; [4.03636364 1.96363636],0
a6,1,0.974001,0.001062,[33 17] ; [4 2],[33.03571429 16.96428571] ; [3.96428571 2.03571429],0
