Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,153.419513,[47 79] ; [411  51],[98.14285714 27.85714286] ; [359.85714286 102.14285714],1
n6,1,0.0,36.797343,[87 38] ; [419  43],[107.75127768  17.24872232] ; [398.24872232  63.75127768],1
s7,1,5.7e-05,16.215953,[55 67] ; [290 155],[74.23280423 47.76719577] ; [270.76719577 174.23280423],1
s4,1,0.000158,14.27482,[43 84] ; [ 83 372],[27.49484536 99.50515464] ; [ 98.50515464 356.49484536],1
a8,1,0.000223,13.623469,[  4 113] ; [ 70 348],[ 16.18317757 100.81682243] ; [ 57.81682243 360.18317757],1
p11,1,0.000276,13.224216,[85 42] ; [379  84],[99.8779661 27.1220339] ; [364.1220339  98.8779661],1
a3,1,0.000278,13.21336,[75 52] ; [347 113],[91.30153322 35.69846678] ; [330.69846678 129.30153322],1
p4,1,0.000471,12.225601,[65 62] ; [312 147],[81.70477816 45.29522184] ; [295.29522184 163.70477816],1
p6,1,0.001021,10.788359,[34 90] ; [199 256],[49.89982729 74.10017271] ; [183.10017271 271.89982729],0
a5,1,0.001137,10.590492,[81 46] ; [360 102],[95.08828523 31.91171477] ; [345.91171477 116.08828523],0
p5,1,0.00116,10.553045,[  6 120] ; [ 73 385],[ 17.04452055 108.95547945] ; [ 61.95547945 396.04452055],0
u1,1,0.00121,10.474952,[ 13 114] ; [108 355],[ 26.04576271 100.95423729] ; [ 94.95423729 368.04576271],0
d2,1,0.001851,9.691265,[47 80] ; [242 218],[62.52640545 64.47359455] ; [226.47359455 233.52640545],0
a4,1,0.003646,8.452068,[43 84] ; [222 237],[57.43174061 69.56825939] ; [207.56825939 251.43174061],0
r1,1,0.007001,7.272727,[95 31] ; [395  67],[105.  21.] ; [385.  77.],0
v3,1,0.008476,6.930118,[37 84] ; [196 251],[49.63556338 71.36443662] ; [183.36443662 263.63556338],0
p3,1,0.015368,5.873741,[55 72] ; [255 205],[67.06984668 59.93015332] ; [242.93015332 217.06984668],0
s8,1,0.017755,5.620176,[59 68] ; [268 192],[70.74787053 56.25212947] ; [256.25212947 203.74787053],0
v1,1,0.019944,5.416789,[59 64] ; [268 181],[70.31643357 52.68356643] ; [256.68356643 192.31643357],0
p12,1,0.020546,5.364866,[  6 121] ; [ 54 405],[ 13.00341297 113.99658703] ; [ 46.99658703 412.00341297],0
a2,1,0.026012,4.955243,[ 23 104] ; [129 334],[32.71864407 94.28135593] ; [119.28135593 343.71864407],0
p2,1,0.027638,4.850484,[98 28] ; [395  65],[106.00341297  19.99658703] ; [386.99658703  73.00341297],0
p9,1,0.034281,4.480632,[102  22] ; [408  49],[108.84681583  15.15318417] ; [401.15318417  55.84681583],0
d1,1,0.034948,4.447705,[67 60] ; [292 171],[77.27627119 49.72372881] ; [281.72372881 181.27627119],0
n1,1,0.035574,4.417424,[14 34] ; [42 46],[19.76470588 28.23529412] ; [36.23529412 51.76470588],0
p10,1,0.039243,4.250317,[98 27] ; [392  64],[105.42168675  19.57831325] ; [384.57831325  71.42168675],0
d5,1,0.049573,3.855832,[98 29] ; [389  71],[105.36456559  21.63543441] ; [381.63543441  78.36456559],0
r4,1,0.095443,2.780092,[115  12] ; [438  25],[119.03559322   7.96440678] ; [433.96440678  29.03559322],0
s1,1,0.104969,2.628374,[  2 124] ; [ 22 433],[  5.20481928 120.79518072] ; [ 18.79518072 436.20481928],0
p7,1,0.124094,2.364871,[73 48] ; [303 144],[80.09859155 40.90140845] ; [295.90140845 151.09859155],0
a7,1,0.212765,1.55251,[99 28] ; [334 127],[93.52210884 33.47789116] ; [339.47789116 121.52210884],0
p8,1,0.23352,1.41929,[62 64] ; [250 203],[67.89637306 58.10362694] ; [244.10362694 208.89637306],0
a6,1,0.23448,1.413477,[92 35] ; [307 152],[86.47269625 40.52730375] ; [312.52730375 146.47269625],0
r2,1,0.241059,1.374391,[120   7] ; [443  15],[122.22393162   4.77606838] ; [440.77606838  17.22393162],0
b1,1,0.262597,1.255012,[43 84] ; [182 281],[48.43220339 78.56779661] ; [176.56779661 286.43220339],0
u4,1,0.320414,0.987255,[  2 125] ; [ 15 448],[  3.65932203 123.34067797] ; [ 13.34067797 449.65932203],0
r3,1,0.416584,0.659933,[123   3] ; [444  18],[121.5   4.5] ; [445.5  16.5],0
s3,1,0.451982,0.565677,[85 41] ; [322 132],[88.41724138 37.58275862] ; [318.58275862 135.41724138],0
n3,1,0.458524,0.549495,[32 16] ; [64 24],[33.88235294 14.11764706] ; [62.11764706 25.88235294],0
