Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,3.4e-05,17.169468,[ 2 12] ; [57 22],[8.88172043 5.11827957] ; [50.11827957 28.88172043],1
s2,1,0.000139,14.51244,[ 2 12] ; [54 25],[8.43010753 5.56989247] ; [47.56989247 31.43010753],1
s7,1,0.000696,11.499035,[5 9] ; [59 15],[10.18181818  3.81818182] ; [53.81818182 20.18181818],1
p6,1,0.002356,9.249063,[ 3 10] ; [52 25],[7.94444444 5.05555556] ; [47.05555556 29.94444444],0
r4,1,0.003862,8.347717,[11  3] ; [77  2],[13.24731183  0.75268817] ; [74.75268817  4.24731183],0
n4,1,0.019536,5.452877,[10  4] ; [73  6],[12.49462366  1.50537634] ; [70.50537634  8.49462366],0
p8,1,0.048981,3.876001,[8 6] ; [64 15],[10.83870968  3.16129032] ; [61.16129032 17.83870968],0
n5,1,0.057774,3.600161,[10  4] ; [71  8],[12.19354839  1.80645161] ; [68.80645161 10.19354839],0
s8,1,0.089239,2.888052,[6 8] ; [52 26],[8.82608696 5.17391304] ; [49.17391304 28.82608696],0
v2,1,0.189245,1.723485,[10  3] ; [45 33],[7.85714286 5.14285714] ; [47.14285714 30.85714286],0
v1,1,0.194237,1.685185,[11  2] ; [52 26],[9. 4.] ; [54. 24.],0
n6,1,0.201325,1.632734,[12  2] ; [74  4],[13.08695652  0.91304348] ; [72.91304348  5.08695652],0
p4,1,0.243812,1.358419,[11  3] ; [69  8],[12.30769231  1.69230769] ; [67.69230769  9.30769231],0
a5,1,0.285128,1.142484,[12  2] ; [57 22],[10.38709677  3.61290323] ; [58.61290323 20.38709677],0
p12,1,0.302472,1.063263,[ 2 11] ; [23 56],[3.5326087 9.4673913] ; [21.4673913 57.5326087],0
a8,1,0.353849,0.859607,[ 1 12] ; [13 59],[ 2.14117647 10.85882353] ; [11.85882353 60.14117647],0
p7,1,0.369345,0.805867,[10  4] ; [63 14],[11.23076923  2.76923077] ; [61.76923077 15.23076923],0
b5,1,0.391571,0.734058,[5 9] ; [38 41],[6.47311828 7.52688172] ; [36.52688172 42.47311828],0
r1,1,0.412363,0.671977,[10  4] ; [64 15],[11.13978495  2.86021505] ; [62.86021505 16.13978495],0
s5,1,0.430174,0.622354,[8 6] ; [51 24],[9.28089888 4.71910112] ; [49.71910112 25.28089888],0
v3,1,0.432962,0.614865,[9 4] ; [45 33],[7.71428571 5.28571429] ; [46.28571429 31.71428571],0
p3,1,0.500879,0.453073,[10  4] ; [62 16],[10.95652174  3.04347826] ; [61.04347826 16.95652174],0
v4,1,0.569598,0.323356,[13  1] ; [76  3],[13.39784946  0.60215054] ; [75.60215054  3.39784946],0
b2,1,0.594231,0.283784,[6 4] ; [29 28],[5.2238806 4.7761194] ; [29.7761194 27.2238806],0
b3,1,0.594231,0.283784,[6 4] ; [29 28],[5.2238806 4.7761194] ; [29.7761194 27.2238806],0
a7,1,0.619758,0.246208,[9 5] ; [56 23],[9.78494624 4.21505376] ; [55.21505376 23.78494624],0
b4,1,0.62869,0.233842,[7 7] ; [45 34],[7.82795699 6.17204301] ; [44.17204301 34.82795699],0
a6,1,0.644551,0.21284,[9 5] ; [45 33],[8.2173913 5.7826087] ; [45.7826087 32.2173913],0
b1,1,0.729586,0.119492,[6 8] ; [30 49],[5.41935484 8.58064516] ; [30.58064516 48.41935484],0
d1,1,0.73564,0.113996,[9 5] ; [47 32],[8.43010753 5.56989247] ; [47.56989247 31.43010753],0
d3,1,0.787771,0.072472,[9 5] ; [53 25],[9.43478261 4.56521739] ; [52.56521739 25.43478261],0
p1,1,0.797542,0.065807,[ 4 10] ; [20 59],[ 3.61290323 10.38709677] ; [20.38709677 58.61290323],0
a4,1,0.798864,0.064932,[6 8] ; [31 48],[5.56989247 8.43010753] ; [31.43010753 47.56989247],0
r2,1,0.822805,0.050148,[13  1] ; [71  7],[12.7826087  1.2173913] ; [71.2173913  6.7826087],0
a3,1,0.831502,0.045273,[11  3] ; [60 19],[10.68817204  3.31182796] ; [60.31182796 18.68817204],0
d4,1,0.916056,0.01111,[12  2] ; [66 12],[11.86956522  2.13043478] ; [66.13043478 11.86956522],0
d2,1,0.929591,0.007807,[7 7] ; [38 40],[6.84782609 7.15217391] ; [38.15217391 39.84782609],0
a2,1,0.930517,0.007603,[ 2 12] ; [12 67],[ 2.10752688 11.89247312] ; [11.89247312 67.10752688],0
u2,1,0.951655,0.003676,[2 1] ; [13  6],[2.04545455 0.95454545] ; [12.95454545  6.04545455],0
d5,1,0.975592,0.000936,[11  3] ; [61 17],[10.95652174  3.04347826] ; [61.04347826 16.95652174],0
