Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,35.013039,[54 13] ; [ 3 21],[41.96703297 25.03296703] ; [15.03296703  8.96703297],1
b4,1,0.711808,0.136478,[43 24] ; [15 10],[42.23913043 24.76086957] ; [15.76086957  9.23913043],0
n5,1,0.732912,0.116454,[48 19] ; [17  8],[47.33695652 19.66304348] ; [17.66304348  7.33695652],0
a3,1,0.749119,0.102273,[30 36] ; [10 14],[29.33333333 36.66666667] ; [10.66666667 13.33333333],0
s5,1,0.805666,0.060526,[11 51] ; [ 5 20],[11.40229885 50.59770115] ; [ 4.59770115 20.40229885],0
r1,1,0.813342,0.055751,[42 25] ; [15 10],[41.51086957 25.48913043] ; [15.48913043  9.51086957],0
s7,1,0.829292,0.046488,[18 48] ; [ 6 18],[17.6 48.4] ; [ 6.4 17.6],0
a8,1,0.908671,0.013159,[ 8 54] ; [ 3 22],[ 7.83908046 54.16091954] ; [ 3.16091954 21.83908046],0
b1,1,0.916858,0.010898,[26 41] ; [10 15],[26.2173913 40.7826087] ; [ 9.7826087 15.2173913],0
p3,1,0.948799,0.004124,[13 54] ; [ 5 20],[13.10869565 53.89130435] ; [ 4.89130435 20.10869565],0
s1,1,0.961065,0.002383,[ 5 60] ; [ 2 23],[ 5.05555556 59.94444444] ; [ 1.94444444 23.05555556],0
a4,1,0.974159,0.001049,[13 53] ; [ 5 20],[13.05494505 52.94505495] ; [ 4.94505495 20.05494505],0
