Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,8e-06,19.968646,[ 8 79] ; [34 56],[20.6440678 66.3559322] ; [21.3559322 68.6440678],1
p2,1,2.2e-05,18.011642,[48 40] ; [77 15],[61.11111111 26.88888889] ; [63.88888889 28.11111111],1
p8,1,4e-05,16.888409,[21 67] ; [49 42],[34.41340782 53.58659218] ; [35.58659218 55.41340782],1
p4,1,0.000139,14.521737,[25 63] ; [52 40],[37.64444444 50.35555556] ; [39.35555556 52.64444444],1
p3,1,0.000164,14.204449,[19 69] ; [45 48],[31.1160221 56.8839779] ; [32.8839779 60.1160221],1
p11,1,0.000775,11.299374,[51 37] ; [76 18],[61.40659341 26.59340659] ; [65.59340659 28.40659341],1
p10,1,0.001508,10.069023,[44 43] ; [67 24],[54.25280899 32.74719101] ; [56.74719101 34.25280899],0
s8,1,0.002227,9.352592,[22 66] ; [44 50],[31.91208791 56.08791209] ; [34.08791209 59.91208791],0
r4,1,0.002683,9.011109,[50 38] ; [73 21],[59.47252747 28.52747253] ; [63.52747253 30.47252747],0
r3,1,0.006691,7.354221,[65 23] ; [84 10],[72.04395604 15.95604396] ; [76.95604396 17.04395604],0
v2,1,0.010675,6.518592,[25 56] ; [46 46],[33.24277457 47.75722543] ; [37.75722543 54.24277457],0
s3,1,0.026834,4.901449,[32 55] ; [49 43],[39.36871508 47.63128492] ; [41.63128492 50.36871508],0
v4,1,0.033511,4.519474,[66 21] ; [81 11],[71.44692737 15.55307263] ; [75.55307263 16.44692737],0
u3,1,0.040091,4.214041,[ 7 25] ; [16 19],[10.98507463 21.01492537] ; [12.01492537 22.98507463],0
v3,1,0.047318,3.934051,[22 59] ; [39 55],[28.23428571 52.76571429] ; [32.76571429 61.23428571],0
s2,1,0.04978,3.84884,[24 63] ; [39 55],[30.28176796 56.71823204] ; [32.71823204 61.28176796],0
d3,1,0.051745,3.783994,[27 61] ; [42 52],[33.36263736 54.63736264] ; [35.63736264 58.36263736],0
p5,1,0.058507,3.579196,[ 3 84] ; [10 83],[ 6.28333333 80.71666667] ; [ 6.71666667 86.28333333],0
n3,1,0.064852,3.408729,[22 18] ; [18  5],[25.3968254 14.6031746] ; [14.6031746  8.3968254],0
d5,1,0.084649,2.973301,[48 40] ; [63 31],[53.67032967 34.32967033] ; [57.32967033 36.67032967],0
s7,1,0.093833,2.807356,[29 55] ; [41 46],[34.38596491 49.61403509] ; [35.61403509 51.38596491],0
v1,1,0.095139,2.785192,[31 55] ; [45 48],[36.51396648 49.48603352] ; [39.48603352 53.51396648],0
b4,1,0.105696,2.617422,[48 40] ; [40 54],[42.54945055 45.45054945] ; [45.45054945 48.54945055],0
r1,1,0.114967,2.484578,[47 41] ; [61 33],[52.21978022 35.78021978] ; [55.78021978 38.21978022],0
n6,1,0.136459,2.217447,[59 28] ; [73 21],[63.44751381 23.55248619] ; [68.55248619 25.44751381],0
d4,1,0.172879,1.857797,[51 37] ; [63 30],[55.42541436 32.57458564] ; [58.57458564 34.42541436],0
p9,1,0.225038,1.471952,[55 30] ; [68 25],[58.73595506 26.26404494] ; [64.26404494 28.73595506],0
s6,1,0.244859,1.352401,[36 51] ; [47 47],[39.89502762 47.10497238] ; [43.10497238 50.89502762],0
u2,1,0.252115,1.311544,[12 20] ; [18 17],[14.32835821 17.67164179] ; [15.67164179 19.32835821],0
p12,1,0.272683,1.2032,[ 2 86] ; [ 5 87],[ 3.42222222 84.57777778] ; [ 3.57777778 88.42222222],0
d2,1,0.287247,1.132479,[33 54] ; [43 51],[36.53038674 50.46961326] ; [39.46961326 54.53038674],0
b2,1,0.356159,0.85139,[24 31] ; [23 42],[21.54166667 33.45833333] ; [25.45833333 39.54166667],0
b3,1,0.356159,0.85139,[24 31] ; [23 42],[21.54166667 33.45833333] ; [25.45833333 39.54166667],0
n1,1,0.389949,0.739101,[18 24] ; [ 7 15],[16.40625 25.59375] ; [ 8.59375 13.40625],0
s4,1,0.456252,0.555074,[ 9 79] ; [13 81],[10.63736264 77.36263736] ; [11.36263736 82.63736264],0
d1,1,0.461264,0.542827,[30 58] ; [37 57],[32.3956044 55.6043956] ; [34.6043956 59.3956044],0
u4,1,0.522112,0.409719,[ 2 86] ; [ 1 93],[ 1.45054945 86.54945055] ; [ 1.54945055 92.45054945],0
u1,1,0.529901,0.394581,[ 3 85] ; [ 5 89],[ 3.86813187 84.13186813] ; [ 4.13186813 89.86813187],0
n5,1,0.5444,0.367446,[62 26] ; [70 24],[63.82417582 24.17582418] ; [68.17582418 25.82417582],0
r2,1,0.595504,0.28183,[70 17] ; [76 15],[71.35955056 15.64044944] ; [74.64044944 16.35955056],0
a6,1,0.600812,0.273773,[38 50] ; [37 57],[36.26373626 51.73626374] ; [38.73626374 55.26373626],0
a5,1,0.606213,0.265727,[51 37] ; [58 36],[52.7032967 35.2967033] ; [56.2967033 37.7032967],0
a1,1,0.657349,0.19676,[ 5 83] ; [ 4 90],[ 4.35164835 83.64835165] ; [ 4.64835165 89.35164835],0
a8,1,0.669697,0.181957,[ 7 76] ; [ 9 78],[ 7.81176471 75.18823529] ; [ 8.18823529 78.81176471],0
p1,1,0.6715,0.179852,[ 6 82] ; [ 5 89],[ 5.31868132 82.68131868] ; [ 5.68131868 88.31868132],0
a2,1,0.6715,0.179852,[ 6 82] ; [ 5 89],[ 5.31868132 82.68131868] ; [ 5.68131868 88.31868132],0
