Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000123,14.748068,[23 23] ; [93 23],[32.9382716 13.0617284] ; [83.0617284 32.9382716],1
p10,1,0.002074,9.482994,[21 26] ; [79 33],[29.55974843 17.44025157] ; [70.44025157 41.55974843],0
p3,1,0.009356,6.753523,[10 37] ; [49 65],[17.22360248 29.77639752] ; [41.77639752 72.22360248],0
n6,1,0.013938,6.045927,[28 19] ; [91 25],[34.31288344 12.68711656] ; [84.68711656 31.31288344],0
p9,1,0.014129,6.021997,[26 20] ; [86 27],[32.40251572 13.59748428] ; [79.59748428 33.40251572],0
a5,1,0.024984,5.024984,[21 26] ; [74 42],[27.39263804 19.60736196] ; [67.60736196 48.39263804],0
u3,1,0.027406,4.865061,[12 11] ; [12 35],[ 7.88571429 15.11428571] ; [16.11428571 30.88571429],0
v3,1,0.03508,4.441282,[ 7 38] ; [36 76],[12.32484076 32.67515924] ; [30.67515924 81.32484076],0
d1,1,0.036325,4.381771,[12 35] ; [50 66],[17.87730061 29.12269939] ; [44.12269939 71.87730061],0
d5,1,0.038294,4.291926,[23 24] ; [77 39],[28.83435583 18.16564417] ; [71.16564417 44.83435583],0
s7,1,0.047431,3.930017,[ 6 38] ; [32 79],[10.78709677 33.21290323] ; [27.21290323 83.78709677],0
d2,1,0.051333,3.797391,[16 31] ; [58 56],[21.60248447 25.39751553] ; [52.39751553 61.60248447],0
s6,1,0.066472,3.368053,[12 34] ; [47 66],[17.06918239 28.93081761] ; [41.93081761 71.06918239],0
s8,1,0.073714,3.198319,[ 5 41] ; [27 89],[ 9.08641975 36.91358025] ; [22.91358025 93.08641975],0
p6,1,0.087872,2.912931,[ 7 38] ; [32 80],[11.17834395 33.82165605] ; [27.82165605 84.17834395],0
p8,1,0.089014,2.892111,[14 33] ; [50 63],[18.8 28.2] ; [45.2 67.8],0
p2,1,0.106337,2.607829,[28 19] ; [82 31],[32.3125 14.6875] ; [77.6875 35.3125],0
p4,1,0.1205,2.410814,[15 31] ; [52 61],[19.3836478 26.6163522] ; [47.6163522 65.3836478],0
u2,1,0.122234,2.388462,[13 10] ; [17 29],[10. 13.] ; [20. 26.],0
p5,1,0.125254,2.350358,[ 2 45] ; [ 14 101],[ 4.64197531 42.35802469] ; [ 11.35802469 103.64197531],0
v2,1,0.127357,2.324433,[13 32] ; [47 65],[17.19745223 27.80254777] ; [42.80254777 69.19745223],0
a4,1,0.128642,2.308813,[13 34] ; [46 68],[17.22360248 29.77639752] ; [41.77639752 72.22360248],0
n1,1,0.154414,2.0281,[ 5 17] ; [14 20],[ 7.46428571 14.53571429] ; [11.53571429 22.46428571],0
r2,1,0.212714,1.552861,[37 10] ; [97 15],[39.61006289  7.38993711] ; [94.38993711 17.61006289],0
r1,1,0.222927,1.485427,[26 21] ; [76 40],[29.41104294 17.58895706] ; [72.58895706 43.41104294],0
r4,1,0.230706,1.436505,[30 17] ; [85 31],[33.1595092 13.8404908] ; [81.8404908 34.1595092],0
