Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,41.496698,[119  34] ; [26 50],[96.87772926 56.12227074] ; [48.12227074 27.87772926],1
a5,1,3.5e-05,17.125862,[111  43] ; [34 43],[96.66666667 57.33333333] ; [48.33333333 28.66666667],1
a4,1,0.000208,13.756739,[79 74] ; [20 57],[65.85652174 87.14347826] ; [33.14347826 43.85652174],1
d2,1,0.001264,10.393875,[79 72] ; [23 54],[67.55263158 83.44736842] ; [34.44736842 42.55263158],0
b3,1,0.001953,9.593349,[49 50] ; [ 9 33],[40.72340426 58.27659574] ; [17.27659574 24.72340426],0
b2,1,0.001953,9.593349,[49 50] ; [ 9 33],[40.72340426 58.27659574] ; [17.27659574 24.72340426],0
p4,1,0.013677,6.079427,[63 90] ; [19 58],[54.54782609 98.45217391] ; [27.45217391 49.54782609],0
u1,1,0.022051,5.241756,[ 27 127] ; [ 5 72],[ 21.33333333 132.66666667] ; [10.66666667 66.33333333],0
s8,1,0.023187,5.154475,[ 38 116] ; [ 9 67],[ 31.46956522 122.53043478] ; [15.53043478 60.46956522],0
n6,1,0.02518,5.011469,[122  31] ; [51 26],[115.0826087  37.9173913] ; [57.9173913 19.0826087],0
a6,1,0.031461,4.627649,[108  46] ; [43 34],[100.66666667  53.33333333] ; [50.33333333 26.66666667],0
v3,1,0.042489,4.115603,[54 96] ; [17 58],[ 47.33333333 102.66666667] ; [23.66666667 51.33333333],0
p1,1,0.042533,4.113877,[ 12 141] ; [ 1 76],[  8.64782609 144.35217391] ; [ 4.35217391 72.64782609],0
d5,1,0.04531,4.007052,[122  32] ; [51 25],[115.83478261  38.16521739] ; [57.16521739 18.83478261],0
p3,1,0.047989,3.910386,[ 51 102] ; [16 61],[ 44.56956522 108.43043478] ; [22.43043478 54.56956522],0
a2,1,0.049456,3.859794,[ 37 117] ; [10 67],[ 31.33333333 122.66666667] ; [15.66666667 61.33333333],0
d1,1,0.050212,3.83435,[79 75] ; [29 48],[72. 82.] ; [36. 41.],0
n1,1,0.053791,3.719182,[18 29] ; [ 7 30],[13.98809524 33.01190476] ; [11.01190476 25.98809524],0
s4,1,0.060485,3.524042,[ 13 139] ; [13 64],[ 17.25764192 134.74235808] ; [ 8.74235808 68.25764192],0
s7,1,0.091879,2.841139,[ 41 106] ; [13 61],[ 35.91855204 111.08144796] ; [18.08144796 55.91855204],0
s6,1,0.096613,2.760585,[64 90] ; [23 53],[58.25217391 95.74782609] ; [28.74782609 47.25217391],0
p10,1,0.152907,2.043011,[95 57] ; [40 36],[90. 62.] ; [45. 31.],0
a1,1,0.154029,2.031886,[ 14 140] ; [ 3 74],[ 11.33333333 142.66666667] ; [ 5.66666667 71.33333333],0
u3,1,0.163642,1.940243,[19 28] ; [17 13],[21.97402597 25.02597403] ; [14.02597403 15.97402597],0
a3,1,0.175887,1.832036,[107  46] ; [47 30],[102.44347826  50.55652174] ; [51.55652174 25.44347826],0
v1,1,0.17598,1.831252,[65 86] ; [26 51],[60.26754386 90.73245614] ; [30.73245614 46.26754386],0
s1,1,0.177852,1.815485,[  3 150] ; [ 4 73],[  4.65652174 148.34347826] ; [ 2.34347826 74.65652174],0
r2,1,0.209055,1.577956,[132  20] ; [62 15],[128.76855895  23.23144105] ; [65.23144105 11.76855895],0
v2,1,0.219559,1.507254,[75 75] ; [31 44],[70.66666667 79.33333333] ; [35.33333333 39.66666667],0
p9,1,0.221422,1.495133,[103  48] ; [45 30],[98.88495575 52.11504425] ; [49.11504425 25.88495575],0
r1,1,0.280669,1.163849,[105  49] ; [47 30],[101.33333333  52.66666667] ; [50.66666667 26.33333333],0
r4,1,0.29376,1.10231,[116  38] ; [53 24],[112.66666667  41.33333333] ; [56.33333333 20.66666667],0
n3,1,0.319477,0.991084,[31 15] ; [21 16],[28.81927711 17.18072289] ; [23.18072289 13.81927711],0
p11,1,0.339079,0.91391,[98 56] ; [44 33],[94.66666667 59.33333333] ; [47.33333333 29.66666667],0
p6,1,0.342464,0.901186,[ 32 120] ; [12 64],[ 29.33333333 122.66666667] ; [14.66666667 61.33333333],0
b4,1,0.344406,0.893963,[94 60] ; [42 35],[90.66666667 63.33333333] ; [45.33333333 31.66666667],0
b1,1,0.349721,0.87447,[66 88] ; [38 39],[69.33333333 84.66666667] ; [34.66666667 42.33333333],0
a8,1,0.366566,0.815272,[ 16 119] ; [ 6 70],[ 14.07582938 120.92417062] ; [ 7.92417062 68.07582938],0
v4,1,0.441528,0.592308,[128  26] ; [67 10],[130.  24.] ; [65. 12.],0
p5,1,0.522661,0.408639,[  9 144] ; [ 3 74],[  7.9826087 145.0173913] ; [ 4.0173913 72.9826087],0
s2,1,0.561614,0.336918,[ 18 135] ; [11 65],[ 19.37554585 133.62445415] ; [ 9.62445415 66.37554585],0
r3,1,0.632151,0.229155,[130  22] ; [64 13],[128.76855895  23.23144105] ; [65.23144105 11.76855895],0
u2,1,0.636602,0.223214,[20 25] ; [15 15],[21. 24.] ; [14. 16.],0
d4,1,0.676742,0.173817,[119  34] ; [58 19],[117.74347826  35.25652174] ; [59.25652174 17.74347826],0
p2,1,0.750736,0.100914,[98 54] ; [48 29],[96.90829694 55.09170306] ; [49.09170306 27.90829694],0
p7,1,0.790499,0.070577,[ 49 104] ; [26 51],[ 49.89130435 103.10869565] ; [25.10869565 51.89130435],0
n2,1,0.797429,0.065882,[28 20] ; [22 14],[28.57142857 19.42857143] ; [21.42857143 14.57142857],0
d3,1,0.802905,0.062295,[93 61] ; [44 31],[92.13100437 61.86899563] ; [44.86899563 30.13100437],0
a7,1,0.818032,0.052935,[99 54] ; [48 28],[98.2139738 54.7860262] ; [48.7860262 27.2139738],0
b5,1,0.849252,0.036128,[92 62] ; [47 30],[92.66666667 61.33333333] ; [46.33333333 30.66666667],0
s5,1,0.904565,0.014375,[ 29 121] ; [14 61],[ 28.66666667 121.33333333] ; [14.33333333 60.66666667],0
