Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,9e-06,19.733101,[ 1 27] ; [33 30],[10.46153846 17.53846154] ; [23.53846154 39.46153846],1
d5,1,6.1e-05,16.070562,[ 9 19] ; [48 15],[17.53846154 10.46153846] ; [39.46153846 23.53846154],1
s6,1,0.003414,8.571686,[ 7 20] ; [37 25],[13.34831461 13.65168539] ; [30.65168539 31.34831461],0
a3,1,0.004044,8.263784,[ 8 20] ; [38 24],[14.31111111 13.68888889] ; [31.68888889 30.31111111],0
d3,1,0.009191,6.785349,[10 18] ; [41 22],[15.69230769 12.30769231] ; [35.30769231 27.69230769],0
s7,1,0.016504,5.748401,[ 3 23] ; [23 39],[ 7.68181818 18.31818182] ; [18.31818182 43.68181818],0
a7,1,0.022211,5.229181,[12 16] ; [43 20],[16.92307692 11.07692308] ; [38.07692308 24.92307692],0
r2,1,0.026391,4.930233,[21  7] ; [58  5],[24.30769231  3.69230769] ; [54.69230769  8.30769231],0
p9,1,0.035388,4.426349,[ 6 21] ; [28 33],[10.43181818 16.56818182] ; [23.56818182 37.43181818],0
a5,1,0.045333,4.00622,[11 17] ; [39 24],[15.38461538 12.61538462] ; [34.61538462 28.38461538],0
a2,1,0.051508,3.791667,[ 1 27] ; [12 51],[ 4. 24.] ; [ 9. 54.],0
d2,1,0.066379,3.37037,[ 8 20] ; [31 32],[12. 16.] ; [27. 36.],0
r3,1,0.068418,3.320581,[22  6] ; [58  5],[24.61538462  3.38461538] ; [55.38461538  7.61538462],0
a4,1,0.075212,3.165454,[ 5 23] ; [23 40],[ 8.61538462 19.38461538] ; [19.38461538 43.61538462],0
r1,1,0.076557,3.136521,[15 13] ; [45 17],[18.66666667  9.33333333] ; [41.33333333 20.66666667],0
u3,1,0.081136,3.042,[ 6 14] ; [14 11],[ 8.88888889 11.11111111] ; [11.11111111 13.88888889],0
a6,1,0.122332,2.387209,[12 16] ; [38 25],[15.38461538 12.61538462] ; [34.61538462 28.38461538],0
s2,1,0.136228,2.22006,[ 7 21] ; [26 37],[10.15384615 17.84615385] ; [22.84615385 40.15384615],0
s8,1,0.152897,2.043106,[ 4 23] ; [18 44],[ 6.6741573 20.3258427] ; [15.3258427 46.6741573],0
s5,1,0.161082,1.964038,[ 4 24] ; [17 44],[ 6.60674157 21.39325843] ; [14.39325843 46.60674157],0
b2,1,0.193537,1.690486,[ 2 15] ; [10 26],[ 3.8490566 13.1509434] ; [ 8.1509434 27.8490566],0
b3,1,0.193537,1.690486,[ 2 15] ; [10 26],[ 3.8490566 13.1509434] ; [ 8.1509434 27.8490566],0
v1,1,0.226048,1.465554,[ 8 20] ; [26 36],[10.57777778 17.42222222] ; [23.42222222 38.57777778],0
b5,1,0.240597,1.377094,[17 11] ; [46 17],[19.38461538  8.61538462] ; [43.61538462 19.38461538],0
s4,1,0.245641,1.347926,[ 2 26] ; [10 52],[ 3.73333333 24.26666667] ; [ 8.26666667 53.73333333],0
v2,1,0.32697,0.960861,[10 18] ; [29 33],[12.13333333 15.86666667] ; [26.86666667 35.13333333],0
s1,1,0.371889,0.797342,[ 2 25] ; [ 2 61],[ 1.2 25.8] ; [ 2.8 60.2],0
u2,1,0.395127,0.723106,[ 7 13] ; [11 12],[ 8.37209302 11.62790698] ; [ 9.62790698 13.37209302],0
p11,1,0.438682,0.599728,[14 14] ; [37 26],[15.69230769 12.30769231] ; [35.30769231 27.69230769],0
b4,1,0.438682,0.599728,[14 14] ; [37 26],[15.69230769 12.30769231] ; [35.30769231 27.69230769],0
p5,1,0.439537,0.597492,[ 3 24] ; [ 4 59],[ 2.1 24.9] ; [ 4.9 58.1],0
p8,1,0.456762,0.553817,[12 14] ; [34 28],[13.59090909 12.40909091] ; [32.40909091 29.59090909],0
n2,1,0.495378,0.464824,[7 3] ; [17  4],[7.74193548 2.25806452] ; [16.25806452  4.74193548],0
p12,1,0.551282,0.355025,[ 1 27] ; [ 1 62],[ 0.61538462 27.38461538] ; [ 1.38461538 61.61538462],0
b1,1,0.600157,0.274758,[13 15] ; [33 30],[14.15384615 13.84615385] ; [31.84615385 31.15384615],0
r4,1,0.653966,0.200936,[22  6] ; [52 11],[22.76923077  5.23076923] ; [51.23076923 11.76923077],0
p1,1,0.658644,0.195175,[ 2 26] ; [ 3 59],[ 1.55555556 26.44444444] ; [ 3.44444444 58.55555556],0
a8,1,0.710637,0.137642,[ 3 24] ; [ 8 49],[ 3.53571429 23.46428571] ; [ 7.46428571 49.53571429],0
p4,1,0.753684,0.098461,[15 13] ; [31 31],[14.31111111 13.68888889] ; [31.68888889 30.31111111],0
p3,1,0.778772,0.078916,[12 16] ; [29 34],[12.61538462 15.38461538] ; [28.38461538 34.61538462],0
a1,1,0.798196,0.065374,[ 1 27] ; [ 3 60],[ 1.23076923 26.76923077] ; [ 2.76923077 60.23076923],0
s3,1,0.799058,0.064804,[15 13] ; [35 27],[15.55555556 12.44444444] ; [34.44444444 27.55555556],0
n5,1,0.799058,0.064804,[15 13] ; [35 27],[15.55555556 12.44444444] ; [34.44444444 27.55555556],0
p2,1,0.80351,0.061905,[22  6] ; [48 15],[21.53846154  6.46153846] ; [48.46153846 14.53846154],0
v4,1,0.860628,0.030827,[25  3] ; [57  6],[25.23076923  2.76923077] ; [56.76923077  6.23076923],0
v3,1,0.902078,0.015138,[ 7 21] ; [16 45],[ 7.23595506 20.76404494] ; [15.76404494 45.23595506],0
n6,1,0.92519,0.008817,[19  9] ; [42 19],[19.19101124  8.80898876] ; [41.80898876 19.19101124],0
p6,1,0.931895,0.007304,[11 17] ; [23 37],[10.81818182 17.18181818] ; [23.18181818 36.81818182],0
n4,1,0.958612,0.002693,[17 11] ; [38 24],[17.11111111 10.88888889] ; [37.88888889 24.11111111],0
n1,1,1.0,0.0,[4 6] ; [ 8 12],[4. 6.] ; [ 8. 12.],0
