Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.389632,[47 74] ; [82 35],[65.58403361 55.41596639] ; [63.41596639 53.58403361],1
r1,1,9e-06,19.74755,[79 47] ; [104  15],[94.11428571 31.88571429] ; [88.88571429 30.11428571],1
v3,1,9.2e-05,15.302495,[29 94] ; [55 60],[43.41176471 79.58823529] ; [40.58823529 74.41176471],1
a5,1,0.000483,12.181893,[70 56] ; [92 28],[82.97560976 43.02439024] ; [79.02439024 40.97560976],1
p5,1,0.00068,11.542791,[  1 125] ; [ 13 107],[  7.17073171 118.82926829] ; [  6.82926829 113.17073171],1
n5,1,0.00117,10.536398,[69 56] ; [90 30],[81.12244898 43.87755102] ; [77.87755102 42.12244898],0
p3,1,0.00183,9.712646,[42 83] ; [64 56],[54.08163265 70.91836735] ; [51.91836735 68.08163265],0
p4,1,0.002608,9.063067,[52 73] ; [73 47],[63.7755102 61.2244898] ; [61.2244898 58.7755102],0
p10,1,0.003758,8.397171,[82 44] ; [97 22],[92.05714286 33.94285714] ; [86.94285714 32.05714286],0
s5,1,0.006268,7.471588,[  9 113] ; [23 96],[ 16.19917012 105.80082988] ; [ 15.80082988 103.19917012],0
n4,1,0.006688,7.355016,[80 46] ; [95 25],[89.63414634 36.36585366] ; [85.36585366 34.63414634],0
p8,1,0.008365,6.953718,[53 72] ; [70 48],[63.27160494 61.72839506] ; [59.72839506 58.27160494],0
p11,1,0.017009,5.69543,[94 32] ; [104  16],[101.41463415  24.58536585] ; [96.58536585 23.41463415],0
p9,1,0.019832,5.426655,[90 36] ; [99 19],[97.59836066 28.40163934] ; [91.40163934 26.59836066],0
p12,1,0.025097,5.017176,[  1 125] ; [  7 112],[  4.11428571 121.88571429] ; [  3.88571429 115.11428571],0
p7,1,0.028632,4.789583,[68 57] ; [81 38],[76.33196721 48.66803279] ; [72.66803279 46.33196721],0
r4,1,0.035388,4.42634,[100  26] ; [107  13],[106.02439024  19.97560976] ; [100.97560976  19.02439024],0
s8,1,0.040179,4.21033,[ 21 105] ; [33 87],[27.65853659 98.34146341] ; [26.34146341 93.65853659],0
