Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6e-05,16.112175,[29 30] ; [ 3 32],[20.08510638 38.91489362] ; [11.91489362 23.08510638],1
n2,1,0.391777,0.733418,[12  4] ; [4 3],[11.13043478  4.86956522] ; [4.86956522 2.13043478],0
d5,1,0.480441,0.497862,[51 14] ; [26 10],[49.55445545 15.44554455] ; [27.44554455  8.55445545],0
v1,1,0.495862,0.463781,[27 34] ; [13 22],[25.41666667 35.58333333] ; [14.58333333 20.41666667],0
p8,1,0.503415,0.447729,[37 28] ; [18 18],[35.3960396 29.6039604] ; [19.6039604 16.3960396],0
p5,1,0.512445,0.429071,[ 6 59] ; [ 2 34],[ 5.14851485 59.85148515] ; [ 2.85148515 33.14851485],0
p1,1,0.513045,0.427851,[10 53] ; [ 4 32],[ 8.90909091 54.09090909] ; [ 5.09090909 30.90909091],0
u1,1,0.539169,0.377082,[ 8 57] ; [ 3 33],[ 7.07920792 57.92079208] ; [ 3.92079208 32.07920792],0
r1,1,0.548069,0.360787,[48 16] ; [25 11],[46.72 17.28] ; [26.28  9.72],0
a6,1,0.593239,0.285314,[38 27] ; [23 13],[39.25742574 25.74257426] ; [21.74257426 14.25742574],0
a7,1,0.636394,0.22349,[44 21] ; [26 10],[45.04950495 19.95049505] ; [24.95049505 11.04950495],0
p7,1,0.66947,0.182223,[47 17] ; [25 11],[46.08 17.92] ; [25.92 10.08],0
v4,1,0.685508,0.163991,[60  5] ; [34  2],[60.4950495  4.5049505] ; [33.5049505  2.4950495],0
r2,1,0.711024,0.137256,[59  4] ; [33  3],[58.54545455  4.45454545] ; [33.45454545  2.54545455],0
n6,1,0.74751,0.103636,[37 27] ; [22 14],[37.76 26.24] ; [21.24 14.76],0
n3,1,0.794935,0.067552,[13  3] ; [6 1],[13.2173913  2.7826087] ; [5.7826087 1.2173913],0
b5,1,0.795093,0.067446,[38 27] ; [22 14],[38.61386139 26.38613861] ; [21.38613861 14.61386139],0
s1,1,0.834745,0.043522,[ 3 62] ; [ 2 34],[ 3.21782178 61.78217822] ; [ 1.78217822 34.21782178],0
d3,1,0.877149,0.023896,[46 19] ; [26 10],[46.33663366 18.66336634] ; [25.66336634 10.33663366],0
n1,1,0.897785,0.016502,[ 5 11] ; [2 5],[ 4.86956522 11.13043478] ; [2.13043478 4.86956522],0
a3,1,0.941797,0.005331,[42 23] ; [23 13],[41.83168317 23.16831683] ; [23.16831683 12.83168317],0
p11,1,0.958342,0.002728,[43 22] ; [24 12],[43.11881188 21.88118812] ; [23.88118812 12.11881188],0
