Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6e-05,16.112175,[29 30] ; [ 3 32],[20.08510638 38.91489362] ; [11.91489362 23.08510638],1
s8,1,0.000268,13.280331,[35 30] ; [ 6 30],[26.38613861 38.61386139] ; [14.61386139 21.38613861],1
s3,1,0.00188,9.663195,[41 23] ; [11 24],[33.61616162 30.38383838] ; [18.38383838 16.61616162],0
s2,1,0.002033,9.519764,[37 28] ; [ 9 27],[29.6039604 35.3960396] ; [16.3960396 19.6039604],0
s4,1,0.014814,5.938455,[19 46] ; [ 3 33],[14.15841584 50.84158416] ; [ 7.84158416 28.15841584],0
r3,1,0.015431,5.866605,[63  2] ; [30  6],[59.85148515  5.14851485] ; [33.14851485  2.85148515],0
n4,1,0.019397,5.465348,[24 41] ; [22 14],[29.6039604 35.3960396] ; [16.3960396 19.6039604],0
d2,1,0.025212,5.009261,[33 32] ; [10 26],[27.67326733 37.32673267] ; [15.32673267 20.67326733],0
p10,1,0.026691,4.910714,[47 16] ; [19 17],[42. 21.] ; [24. 12.],0
u3,1,0.027547,4.856187,[20  3] ; [7 6],[17.25  5.75] ; [9.75 3.25],0
r4,1,0.032807,4.555841,[59  6] ; [27  9],[55.34653465  9.65346535] ; [30.65346535  5.34653465],0
p9,1,0.044596,4.033838,[51 13] ; [22 14],[46.72 17.28] ; [26.28  9.72],0
p6,1,0.071297,3.252914,[30 32] ; [10 24],[25.83333333 36.16666667] ; [14.16666667 19.83333333],0
a5,1,0.076115,3.145963,[52 13] ; [23 13],[48.26732673 16.73267327] ; [26.73267327  9.26732673],0
d1,1,0.097836,2.740469,[40 25] ; [16 20],[36.03960396 28.96039604] ; [19.96039604 16.03960396],0
s7,1,0.105438,2.621294,[29 32] ; [10 23],[25.30851064 35.69148936] ; [13.69148936 19.30851064],0
u2,1,0.115926,2.471514,[16  6] ; [6 7],[13.82857143  8.17142857] ; [8.17142857 4.82857143],0
b4,1,0.123841,2.368065,[46 19] ; [20 16],[42.47524752 22.52475248] ; [23.52475248 12.47524752],0
b1,1,0.141742,2.15895,[28 37] ; [21 15],[31.53465347 33.46534653] ; [17.46534653 18.53465347],0
b2,1,0.156301,2.00965,[15 26] ; [ 4 17],[12.56451613 28.43548387] ; [ 6.43548387 14.56451613],0
b3,1,0.156301,2.00965,[15 26] ; [ 4 17],[12.56451613 28.43548387] ; [ 6.43548387 14.56451613],0
p2,1,0.239677,1.382491,[51 13] ; [32  4],[53.12 10.88] ; [29.88  6.12],0
a8,1,0.26387,1.248337,[ 1 59] ; [ 2 32],[ 1.91489362 58.08510638] ; [ 1.08510638 32.91489362],0
a4,1,0.275163,1.190824,[27 38] ; [11 25],[24.45544554 40.54455446] ; [13.54455446 22.45544554],0
p12,1,0.316962,1.001443,[ 5 60] ; [ 1 35],[ 3.86138614 61.13861386] ; [ 2.13861386 33.86138614],0
a1,1,0.316962,1.001443,[ 5 60] ; [ 1 35],[ 3.86138614 61.13861386] ; [ 2.13861386 33.86138614],0
p4,1,0.321601,0.982425,[46 19] ; [22 14],[43.76237624 21.23762376] ; [24.23762376 11.76237624],0
d4,1,0.334047,0.933144,[57  8] ; [29  7],[55.34653465  9.65346535] ; [30.65346535  5.34653465],0
a2,1,0.346114,0.887655,[14 51] ; [ 5 31],[12.22772277 52.77227723] ; [ 6.77227723 29.22772277],0
v2,1,0.365029,0.820516,[32 29] ; [15 20],[29.86458333 31.13541667] ; [17.13541667 17.86458333],0
v3,1,0.387254,0.747548,[20 41] ; [ 8 25],[18.17021277 42.82978723] ; [ 9.82978723 23.17021277],0
