Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,25.08229,[126  11] ; [19 14],[116.85294118  20.14705882] ; [28.14705882  4.85294118],1
s3,1,1.3e-05,19.075891,[109  27] ; [14 19],[98.98224852 37.01775148] ; [24.01775148  8.98224852],1
s5,1,2.4e-05,17.811015,[66 70] ; [ 2 28],[55.71084337 80.28915663] ; [12.28915663 17.71084337],1
s2,1,2.9e-05,17.465774,[102  35] ; [12 21],[91.87058824 45.12941176] ; [22.12941176 10.87058824],1
v4,1,0.001272,10.383192,[134   3] ; [27  5],[130.5147929   6.4852071] ; [30.4852071  1.5147929],0
s8,1,0.001809,9.734098,[94 43] ; [13 20],[86.22941176 50.77058824] ; [20.77058824 12.22941176],0
r1,1,0.002225,9.35381,[112  24] ; [19 14],[105.42011834  30.57988166] ; [25.57988166  7.42011834],0
r3,1,0.002522,9.124825,[130   7] ; [26  7],[125.71764706  11.28235294] ; [30.28235294  2.71764706],0
p9,1,0.008102,7.010857,[120  16] ; [23 10],[115.07692308  20.92307692] ; [27.92307692  5.07692308],0
p7,1,0.010866,6.487146,[91 43] ; [14 18],[84.75903614 49.24096386] ; [20.24096386 11.75903614],0
d5,1,0.045949,3.983477,[108  27] ; [21 12],[103.66071429  31.33928571] ; [25.33928571  7.66071429],0
p3,1,0.066873,3.358156,[76 61] ; [12 20],[71.33727811 65.66272189] ; [16.66272189 15.33727811],0
p5,1,0.07548,3.159626,[ 27 109] ; [ 2 29],[ 23.61676647 112.38323353] ; [ 5.38323353 25.61676647],0
a5,1,0.082754,3.009975,[100  37] ; [19 14],[95.9 41.1] ; [23.1  9.9],0
p11,1,0.083695,2.991649,[107  30] ; [21 12],[103.15294118  33.84705882] ; [24.84705882  8.15294118],0
v3,1,0.087779,2.914635,[36 98] ; [ 4 28],[ 32.28915663 101.71084337] ; [ 7.71084337 24.28915663],0
b1,1,0.087803,2.914199,[64 73] ; [10 23],[59.63529412 77.36470588] ; [14.36470588 18.63529412],0
d1,1,0.097634,2.743768,[80 57] ; [14 19],[75.75294118 61.24705882] ; [18.24705882 14.75294118],0
d3,1,0.105858,2.614998,[98 38] ; [19 14],[94.15384615 41.84615385] ; [22.84615385 10.15384615],0
p4,1,0.106002,2.612843,[95 42] ; [18 15],[91.06470588 45.93529412] ; [21.93529412 11.06470588],0
u1,1,0.111103,2.538462,[ 29 108] ; [ 3 30],[ 25.78823529 111.21176471] ; [ 6.21176471 26.78823529],0
p2,1,0.143296,2.142201,[118  19] ; [25  8],[115.24117647  21.75882353] ; [27.75882353  5.24117647],0
b4,1,0.151922,2.052844,[73 64] ; [13 20],[69.30588235 67.69411765] ; [16.69411765 16.30588235],0
a2,1,0.156318,2.009485,[ 37 100] ; [ 5 28],[ 33.84705882 103.15294118] ; [ 8.15294118 24.84705882],0
a3,1,0.166209,1.916804,[106  31] ; [21 11],[102.95266272  34.04733728] ; [24.04733728  7.95266272],0
n5,1,0.185475,1.753202,[110  27] ; [23 10],[107.18235294  29.81764706] ; [25.81764706  7.18235294],0
r2,1,0.186554,1.74462,[129   8] ; [28  4],[127.27218935   9.72781065] ; [29.72781065  2.27218935],0
n3,1,0.207024,1.592119,[19 16] ; [9 3],[20.85106383 14.14893617] ; [7.14893617 4.85106383],0
s4,1,0.240062,1.380227,[43 93] ; [ 7 26],[40.23668639 95.76331361] ; [ 9.76331361 23.23668639],0
a4,1,0.257531,1.28198,[69 68] ; [13 20],[66.08235294 70.91764706] ; [15.91764706 17.08235294],0
s1,1,0.258854,1.274875,[ 12 123] ; [ 1 32],[ 10.44642857 124.55357143] ; [ 2.55357143 30.44642857],0
v1,1,0.260434,1.266447,[56 77] ; [10 22],[53.2 79.8] ; [12.8 19.2],0
p8,1,0.265921,1.237669,[77 60] ; [15 18],[74.14117647 62.85882353] ; [17.85882353 15.14117647],0
n1,1,0.272152,1.20587,[20 15] ; [9 3],[21.59574468 13.40425532] ; [7.40425532 4.59574468],0
u2,1,0.280318,1.165547,[21 10] ; [6 6],[19.46511628 11.53488372] ; [7.53488372 4.46511628],0
u3,1,0.309753,1.031727,[23  8] ; [7 5],[21.62790698  9.37209302] ; [8.37209302 3.62790698],0
p10,1,0.329017,0.952763,[113  23] ; [25  8],[111.05325444  24.94674556] ; [26.94674556  6.05325444],0
b5,1,0.355032,0.855389,[75 62] ; [21 12],[77.36470588 59.63529412] ; [18.63529412 14.36470588],0
n2,1,0.414415,0.6661,[25 10] ; [10  2],[26.06382979  8.93617021] ; [8.93617021 3.06382979],0
d2,1,0.427711,0.629031,[64 72] ; [13 20],[61.96449704 74.03550296] ; [15.03550296 17.96449704],0
p6,1,0.520554,0.412795,[62 74] ; [13 20],[60.35502959 75.64497041] ; [14.64497041 18.35502959],0
a6,1,0.544266,0.367689,[78 58] ; [17 16],[76.44970414 59.55029586] ; [18.55029586 14.44970414],0
a7,1,0.581223,0.304262,[86 51] ; [19 14],[84.61764706 52.38235294] ; [20.38235294 12.61764706],0
p1,1,0.595382,0.282017,[ 17 120] ; [ 3 30],[ 16.11764706 120.88235294] ; [ 3.88235294 29.11764706],0
b2,1,0.60756,0.263743,[39 55] ; [10 11],[40.05217391 53.94782609] ; [ 8.94782609 12.05217391],0
b3,1,0.60756,0.263743,[39 55] ; [10 11],[40.05217391 53.94782609] ; [ 8.94782609 12.05217391],0
a1,1,0.612626,0.256369,[  7 130] ; [ 1 32],[  6.44705882 130.55294118] ; [ 1.55294118 31.44705882],0
n6,1,0.626395,0.236981,[120  17] ; [27  5],[119.16568047  17.83431953] ; [27.83431953  4.16568047],0
n4,1,0.709738,0.138539,[111  25] ; [26  7],[110.24852071  25.75147929] ; [26.75147929  6.24852071],0
a8,1,0.901668,0.015266,[ 16 112] ; [ 4 26],[ 16.20253165 111.79746835] ; [ 3.79746835 26.20253165],0
d4,1,0.973033,0.001143,[106  29] ; [26  7],[106.07142857  28.92857143] ; [25.92857143  7.07142857],0
