Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,205.200492,[261 103] ; [ 66 290],[165.31666667 198.68333333] ; [161.68333333 194.31666667],1
s2,1,0.0,147.131751,[270  95] ; [101 251],[188.86331939 176.13668061] ; [182.13668061 169.86331939],1
s3,1,0.0,113.547677,[273  90] ; [124 225],[202.40308989 160.59691011] ; [194.59691011 154.40308989],1
s6,1,0.0,92.809705,[307  54] ; [179 169],[247.45557123 113.54442877] ; [238.54442877 109.45557123],1
a3,1,0.0,45.404508,[301  63] ; [213 142],[260.21696801 103.78303199] ; [253.78303199 101.21696801],1
s5,1,0.0,35.328285,[161 190] ; [ 84 261],[123.55603448 227.44396552] ; [121.44396552 223.55603448],1
p6,1,0.0,34.048138,[175 185] ; [ 97 257],[137.14285714 222.85714286] ; [134.85714286 219.14285714],1
p4,1,0.0,30.017145,[257 108] ; [178 175],[221.13509749 143.86490251] ; [213.86490251 139.13509749],1
u1,1,0.0,29.216481,[ 99 267] ; [ 40 317],[ 70.36514523 295.63485477] ; [ 68.63485477 288.36514523],1
n4,1,0.0,25.360459,[320  45] ; [259  97],[293.11373093  71.88626907] ; [285.88626907  70.11373093],1
p3,1,1e-06,23.792177,[216 149] ; [146 210],[183.259362 181.740638] ; [178.740638 177.259362],1
n5,1,4e-06,21.481757,[315  51] ; [255  99],[289.75  76.25] ; [280.25  73.75],1
p5,1,1.2e-05,19.159789,[ 63 299] ; [ 24 332],[ 43.86350975 318.13649025] ; [ 43.13649025 312.86350975],1
v3,1,2.1e-05,18.111087,[172 183] ; [113 233],[144.32952924 210.67047076] ; [140.67047076 205.32952924],1
d2,1,3e-05,17.448354,[210 156] ; [148 206],[181.98333333 184.01666667] ; [176.01666667 177.98333333],1
a5,1,4.4e-05,16.702819,[294  72] ; [239 118],[269.81742739  96.18257261] ; [263.18257261  93.81742739],1
a2,1,0.0002,13.826501,[110 256] ; [ 65 292],[ 88.58921162 277.41078838] ; [ 86.41078838 270.58921162],1
p9,1,0.000311,13.004607,[328  35] ; [284  67],[311.14285714  51.85714286] ; [300.85714286  50.14285714],1
p7,1,0.000359,12.735175,[251 104] ; [203 148],[228.28611898 126.71388102] ; [225.71388102 125.28611898],1
a4,1,0.000513,12.068447,[190 175] ; [139 216],[166.78472222 198.21527778] ; [162.21527778 192.78472222],1
