Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001001,10.82641,[34 42] ; [184  97],[46.40896359 29.59103641] ; [171.59103641 109.40896359],0
s5,1,0.001144,10.578973,[47 27] ; [118 161],[34.58923513 39.41076487] ; [130.41076487 148.58923513],0
n4,1,0.00135,10.272803,[56 22] ; [252  38],[65.2826087 12.7173913] ; [242.7173913  47.2826087],0
n5,1,0.001744,9.801528,[55 23] ; [246  41],[64.32328767 13.67671233] ; [236.67671233  50.32328767],0
b3,1,0.003981,8.292439,[12 37] ; [ 98 110],[20.97276265 28.02723735] ; [ 89.02723735 118.97276265],0
b2,1,0.003981,8.292439,[12 37] ; [ 98 110],[20.97276265 28.02723735] ; [ 89.02723735 118.97276265],0
a8,1,0.004369,8.123681,[ 4 70] ; [ 50 210],[11.96407186 62.03592814] ; [ 42.03592814 217.96407186],0
v3,1,0.009291,6.766061,[27 51] ; [143 136],[37.14285714 40.85714286] ; [132.85714286 146.14285714],0
s2,1,0.01089,6.483138,[66 12] ; [203  86],[57.17166213 20.82833787] ; [211.82833787  77.17166213],0
r1,1,0.03814,4.298774,[60 18] ; [250  39],[65.88555858 12.11444142] ; [244.11444142  44.88555858],0
s6,1,0.122691,2.382624,[68  8] ; [234  51],[63.57894737 12.42105263] ; [238.42105263  46.57894737],0
p5,1,0.142195,2.154045,[ 9 69] ; [ 53 232],[13.32231405 64.67768595] ; [ 48.67768595 236.32231405],0
a5,1,0.147606,2.096816,[58 20] ; [237  53],[62.52717391 15.47282609] ; [232.47282609  57.52717391],0
d3,1,0.148446,2.088142,[61 17] ; [202  87],[55.89645777 22.10354223] ; [207.10354223  81.89645777],0
a7,1,0.171329,1.871279,[50 28] ; [209  81],[54.89673913 23.10326087] ; [204.10326087  85.89673913],0
n1,1,0.17221,1.863602,[ 6 12] ; [30 28],[8.52631579 9.47368421] ; [27.47368421 30.52631579],0
p6,1,0.176686,1.825277,[41 36] ; [128 159],[35.75 41.25] ; [133.25 153.75],0
n3,1,0.188477,1.729479,[15  3] ; [39 19],[12.78947368  5.21052632] ; [41.21052632 16.78947368],0
v1,1,0.195664,1.674444,[41 37] ; [170 110],[45.97206704 32.02793296] ; [165.02793296 114.97206704],0
d4,1,0.203347,1.618168,[62 16] ; [246  42],[65.63934426 12.36065574] ; [242.36065574  45.63934426],0
s3,1,0.22661,1.462015,[62 16] ; [208  78],[57.85714286 20.14285714] ; [212.14285714  73.85714286],0
a3,1,0.226891,1.460247,[61 17] ; [242  46],[64.57377049 13.42622951] ; [238.42622951  49.57377049],0
p8,1,0.227157,1.458572,[49 27] ; [163 124],[44.38567493 31.61432507] ; [167.61432507 119.38567493],0
a2,1,0.252038,1.31197,[18 60] ; [ 86 204],[22.04347826 55.95652174] ; [ 81.95652174 208.04347826],0
n6,1,0.27966,1.168742,[67 11] ; [257  28],[69.61983471  8.38016529] ; [254.38016529  30.61983471],0
v4,1,0.293468,1.103642,[73  4] ; [279   8],[74.46153846  2.53846154] ; [277.53846154   9.46153846],0
r4,1,0.315502,1.007503,[69  9] ; [267  23],[71.2173913  6.7826087] ; [264.7826087  25.2173913],0
u4,1,0.3186,0.994687,[ 1 77] ; [ 10 280],[ 2.33152174 75.66847826] ; [  8.66847826 281.33152174],0
s1,1,0.324151,0.972126,[ 5 73] ; [ 11 276],[ 3.41917808 74.58082192] ; [ 12.58082192 274.41917808],0
p7,1,0.329602,0.950462,[58 16] ; [206  77],[54.72268908 19.27731092] ; [209.27731092  73.72268908],0
b5,1,0.421695,0.645587,[47 31] ; [160 130],[43.875 34.125] ; [163.125 126.875],0
a1,1,0.424933,0.636633,[ 3 75] ; [ 18 272],[ 4.45108696 73.54891304] ; [ 16.54891304 273.45108696],0
p9,1,0.424933,0.636633,[75  3] ; [272  18],[73.54891304  4.45108696] ; [273.45108696  16.54891304],0
p4,1,0.455936,0.555852,[51 27] ; [201  87],[53.70491803 24.29508197] ; [198.29508197  89.70491803],0
a4,1,0.46981,0.522424,[35 43] ; [143 146],[37.83106267 40.16893733] ; [140.16893733 148.83106267],0
