Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,68.795093,[216  98] ; [ 41 107],[174.67099567 139.32900433] ; [82.32900433 65.67099567],1
p6,1,0.0,40.28402,[154 160] ; [ 26 119],[123.1372549 190.8627451] ; [56.8627451 88.1372549],1
p3,1,0.0,37.290626,[206 111] ; [51 96],[175.57974138 141.42025862] ; [81.42025862 65.57974138],1
p2,1,7e-06,20.174652,[284  34] ; [108  40],[267.50214592  50.49785408] ; [124.49785408  23.50214592],1
p4,1,1.3e-05,18.948009,[218  98] ; [71 77],[196.81896552 119.18103448] ; [92.18103448 55.81896552],1
p10,1,0.000185,13.976313,[278  38] ; [109  38],[264.12958963  51.87041037] ; [122.87041037  24.12958963],1
p11,1,0.000262,13.326082,[272  47] ; [105  43],[257.52248394  61.47751606] ; [119.47751606  28.52248394],1
p5,1,0.00129,10.357164,[ 48 271] ; [  7 141],[ 37.56959315 281.43040685] ; [ 17.43040685 130.56959315],0
n5,1,0.001621,9.93557,[254  63] ; [98 49],[240.48275862  76.51724138] ; [111.51724138  35.48275862],0
s5,1,0.002009,9.541486,[126 185] ; [ 35 103],[111.51670379 199.48329621] ; [49.48329621 88.51670379],0
s7,1,0.005367,7.751381,[174 131] ; [60 80],[160.38202247 144.61797753] ; [73.61797753 66.38202247],0
r4,1,0.009073,6.808343,[302  17] ; [130  18],[295.09207709  23.90792291] ; [136.90792291  11.09207709],0
p9,1,0.017019,5.694397,[283  35] ; [118  28],[274.82327586  43.17672414] ; [126.17672414  19.82327586],0
a8,1,0.01769,5.626612,[ 50 237] ; [ 11 118],[ 42.08413462 244.91586538] ; [ 18.91586538 110.08413462],0
n4,1,0.025113,5.016075,[259  59] ; [107  41],[249.75965665  68.24034335] ; [116.24034335  31.75965665],0
s8,1,0.032321,4.581378,[162 155] ; [59 87],[151.31101512 165.68898488] ; [69.68898488 76.31101512],0
a3,1,0.071209,3.254927,[248  70] ; [104  44],[240.20600858  77.79399142] ; [111.79399142  36.20600858],0
u3,1,0.089433,2.884551,[37 34] ; [30 14],[41.36521739 29.63478261] ; [25.63478261 18.36521739],0
a2,1,0.104199,2.640075,[ 87 232] ; [ 30 118],[ 79.92077088 239.07922912] ; [ 37.07922912 110.92077088],0
s3,1,0.107962,2.583806,[179 137] ; [71 75],[170.995671 145.004329] ; [79.004329 66.995671],0
v1,1,0.108792,2.571688,[213 101] ; [86 57],[205.43982495 108.56017505] ; [93.56017505 49.43982495],0
v3,1,0.117724,2.44734,[182 129] ; [73 71],[174.2967033 136.7032967] ; [80.7032967 63.2967033],0
u2,1,0.134687,2.237627,[34 35] ; [28 16],[37.85840708 31.14159292] ; [24.14159292 19.85840708],0
d3,1,0.136349,2.21869,[238  80] ; [101  47],[231.33476395  86.66523605] ; [107.66523605  40.33476395],0
b5,1,0.140399,2.173585,[184 135] ; [96 52],[191.2633833 127.7366167] ; [88.7366167 59.2633833],0
n6,1,0.18969,1.720024,[276  39] ; [123  25],[271.45788337  43.54211663] ; [127.54211663  20.45788337],0
b1,1,0.213212,1.549482,[118 201] ; [ 46 102],[112.02569593 206.97430407] ; [51.97430407 96.02569593],0
a7,1,0.272123,1.206013,[236  82] ; [116  31],[240.72258065  77.27741935] ; [111.27741935  35.72258065],0
s1,1,0.334767,0.93037,[  9 308] ; [  2 144],[  7.53131749 309.46868251] ; [  3.46868251 142.53131749],0
a6,1,0.337079,0.921509,[228  89] ; [100  48],[223.60430108  93.39569892] ; [104.39569892  43.60430108],0
u1,1,0.347152,0.883841,[ 68 251] ; [ 26 122],[ 64.20985011 254.79014989] ; [ 29.79014989 118.20985011],0
r3,1,0.355054,0.855311,[311   8] ; [141   6],[309.41630901   9.58369099] ; [142.58369099   4.41630901],0
s2,1,0.369382,0.805741,[170 148] ; [71 74],[165.52483801 152.47516199] ; [75.47516199 69.52483801],0
n2,1,0.392229,0.732021,[44 11] ; [29 11],[42.26315789 12.73684211] ; [30.73684211  9.26315789],0
n3,1,0.403766,0.697082,[45 11] ; [30 11],[43.29896907 12.70103093] ; [31.70103093  9.29896907],0
d5,1,0.440843,0.594086,[271  47] ; [122  26],[268.18454936  49.81545064] ; [124.81545064  23.18454936],0
b3,1,0.508242,0.437685,[ 76 128] ; [34 48],[ 78.46153846 125.53846154] ; [31.53846154 50.46153846],0
b2,1,0.508242,0.437685,[ 76 128] ; [34 48],[ 78.46153846 125.53846154] ; [31.53846154 50.46153846],0
r1,1,0.528086,0.398074,[272  47] ; [122  25],[269.71244635  49.28755365] ; [124.28755365  22.71244635],0
s6,1,0.607689,0.263553,[214 101] ; [95 50],[211.59782609 103.40217391] ; [97.40217391 47.59782609],0
p1,1,0.618399,0.248124,[ 28 290] ; [ 11 137],[ 26.61373391 291.38626609] ; [ 12.38626609 135.61373391],0
a1,1,0.623675,0.240737,[ 21 298] ; [  8 140],[ 19.80942184 299.19057816] ; [  9.19057816 138.80942184],0
p12,1,0.633797,0.226946,[ 30 287] ; [ 16 131],[ 31.42672414 285.57327586] ; [ 14.57327586 132.42672414],0
r2,1,0.641594,0.216664,[303  12] ; [141   7],[302.07343413  12.92656587] ; [141.92656587   6.07343413],0
a5,1,0.744689,0.106048,[250  69] ; [114  34],[248.64239829  70.35760171] ; [115.35760171  32.64239829],0
d1,1,0.765504,0.088959,[205 114] ; [93 55],[203.55888651 115.44111349] ; [94.44111349 53.55888651],0
n1,1,0.765778,0.088745,[16 38] ; [13 27],[16.65957447 37.34042553] ; [12.34042553 27.65957447],0
a4,1,0.782824,0.075978,[144 174] ; [65 83],[142.6223176 175.3776824] ; [66.3776824 81.6223176],0
d4,1,0.815993,0.05415,[273  45] ; [125  22],[272.18064516  45.81935484] ; [125.81935484  21.18064516],0
s4,1,0.864555,0.029097,[ 46 272] ; [ 22 124],[ 46.60344828 271.39655172] ; [ 21.39655172 124.60344828],0
u4,1,0.907474,0.013508,[  7 312] ; [  3 145],[  6.83083512 312.16916488] ; [  3.16916488 144.83083512],0
d2,1,0.958755,0.002675,[162 156] ; [74 72],[161.74137931 156.25862069] ; [74.25862069 71.74137931],0
b4,1,0.975484,0.000944,[188 131] ; [87 61],[187.84796574 131.15203426] ; [87.15203426 60.84796574],0
