Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.029818,4.719732,[ 4 22] ; [10 13],[ 7.42857143 18.57142857] ; [ 6.57142857 16.42857143],0
p7,1,0.048488,3.892988,[12 14] ; [17  6],[15.3877551 10.6122449] ; [13.6122449  9.3877551],0
p11,1,0.079696,3.071082,[17  9] ; [20  3],[19.63265306  6.36734694] ; [17.36734694  5.63265306],0
s4,1,0.101438,2.682793,[ 3 23] ; [ 7 16],[ 5.30612245 20.69387755] ; [ 4.69387755 18.30612245],0
a5,1,0.117361,2.452185,[10 16] ; [14  9],[12.73469388 13.26530612] ; [11.26530612 11.73469388],0
r3,1,0.118513,2.436868,[17  8] ; [20  3],[19.27083333  5.72916667] ; [17.72916667  5.27083333],0
s8,1,0.128558,2.309833,[ 6 20] ; [10 13],[ 8.48979592 17.51020408] ; [ 7.51020408 15.48979592],0
p3,1,0.129836,2.294461,[ 7 19] ; [11 12],[ 9.55102041 16.44897959] ; [ 8.44897959 14.55102041],0
u2,1,0.141326,2.163462,[6 7] ; [9 3],[7.8 5.2] ; [7.2 4.8],0
p10,1,0.151613,2.055944,[15 11] ; [17  5],[17.33333333  8.66666667] ; [14.66666667  7.33333333],0
b1,1,0.180592,1.792743,[12 14] ; [15  8],[14.32653061 11.67346939] ; [12.67346939 10.32653061],0
s3,1,0.183224,1.771275,[ 5 21] ; [ 8 14],[ 7.04166667 18.95833333] ; [ 5.95833333 16.04166667],0
p9,1,0.201754,1.629632,[17  9] ; [18  4],[18.95833333  7.04166667] ; [16.04166667  5.95833333],0
b4,1,0.206153,1.598237,[16 10] ; [10 13],[13.79591837 12.20408163] ; [12.20408163 10.79591837],0
r4,1,0.223665,1.4807,[ 6 20] ; [ 9 14],[ 7.95918367 18.04081633] ; [ 7.04081633 15.95918367],0
s7,1,0.241126,1.373999,[ 6 17] ; [ 9 12],[ 7.84090909 15.15909091] ; [ 7.15909091 13.84090909],0
n2,1,0.251268,1.316239,[7 7] ; [6 2],[8.27272727 5.72727273] ; [4.72727273 3.27272727],0
p4,1,0.259727,1.270211,[14 12] ; [16  7],[15.91836735 10.08163265] ; [14.08163265  8.91836735],0
u3,1,0.319499,0.990997,[ 3 10] ; [5 7],[4.16 8.84] ; [3.84 8.16],0
a6,1,0.320552,0.986692,[11 15] ; [13 10],[12.73469388 13.26530612] ; [11.26530612 11.73469388],0
p5,1,0.334975,0.929567,[ 3 23] ; [ 5 18],[ 4.24489796 21.75510204] ; [ 3.75510204 19.24489796],0
v2,1,0.347736,0.8817,[ 9 17] ; [11 12],[10.6122449 15.3877551] ; [ 9.3877551 13.6122449],0
d4,1,0.356605,0.849815,[16 10] ; [17  6],[17.51020408  8.48979592] ; [15.48979592  7.51020408],0
v3,1,0.362724,0.828441,[ 5 21] ; [ 7 16],[ 6.36734694 19.63265306] ; [ 5.63265306 17.36734694],0
a1,1,0.479782,0.499358,[ 1 25] ; [ 2 21],[ 1.59183673 24.40816327] ; [ 1.40816327 21.59183673],0
v4,1,0.51799,0.417893,[17  9] ; [17  6],[18.04081633  7.95918367] ; [15.95918367  7.04081633],0
a8,1,0.526168,0.401786,[ 2 22] ; [ 3 18],[ 2.66666667 21.33333333] ; [ 2.33333333 18.66666667],0
n1,1,0.530801,0.392857,[ 2 12] ; [2 6],[ 2.54545455 11.45454545] ; [1.45454545 6.54545455],0
d2,1,0.551346,0.354912,[ 7 19] ; [ 8 15],[ 7.95918367 18.04081633] ; [ 7.04081633 15.95918367],0
s5,1,0.56594,0.329523,[ 5 21] ; [ 6 17],[ 5.83673469 20.16326531] ; [ 5.16326531 17.83673469],0
d5,1,0.589515,0.291102,[15 11] ; [15  8],[15.91836735 10.08163265] ; [14.08163265  8.91836735],0
n6,1,0.612531,0.256506,[18  7] ; [15  8],[17.1875  7.8125] ; [15.8125  7.1875],0
