Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.341256,[91  4] ; [2 8],[84.14285714 10.85714286] ; [8.85714286 1.14285714],1
r1,1,1.6e-05,18.609056,[82 13] ; [3 7],[76.9047619 18.0952381] ; [8.0952381 1.9047619],1
r3,1,5.5e-05,16.26383,[90  4] ; [6 4],[86.76923077  7.23076923] ; [9.23076923 0.76923077],1
a5,1,0.001123,10.613038,[74 21] ; [3 7],[69.66666667 25.33333333] ; [7.33333333 2.66666667],0
v4,1,0.005205,7.806638,[92  2] ; [8 2],[90.38461538  3.61538462] ; [9.61538462 0.38461538],0
n6,1,0.005306,7.771959,[86  9] ; [6 4],[83.23809524 11.76190476] ; [8.76190476 1.23809524],0
d1,1,0.006638,7.368421,[61 34] ; [2 8],[57. 38.] ; [6. 4.],0
p9,1,0.009108,6.801619,[85 10] ; [6 4],[82.33333333 12.66666667] ; [8.66666667 1.33333333],0
s3,1,0.010569,6.536352,[72 21] ; [4 6],[68.62135922 24.37864078] ; [7.37864078 2.62135922],0
b4,1,0.015308,5.880619,[57 38] ; [2 8],[53.38095238 41.61904762] ; [5.61904762 4.38095238],0
d5,1,0.017648,5.630729,[78 17] ; [5 5],[75.0952381 19.9047619] ; [7.9047619 2.0952381],0
a6,1,0.019335,5.470966,[64 31] ; [3 7],[60.61904762 34.38095238] ; [6.38095238 3.61904762],0
s2,1,0.019793,5.430043,[69 23] ; [4 6],[65.84313725 26.15686275] ; [7.15686275 2.84313725],0
a3,1,0.020729,5.349474,[71 24] ; [4 6],[67.85714286 27.14285714] ; [7.14285714 2.85714286],0
d3,1,0.020729,5.349474,[71 24] ; [4 6],[67.85714286 27.14285714] ; [7.14285714 2.85714286],0
s5,1,0.028899,4.773595,[48 37] ; [2 8],[44.73684211 40.26315789] ; [5.26315789 4.73684211],0
b1,1,0.041764,4.144737,[35 60] ; [7 3],[38. 57.] ; [4. 6.],0
b5,1,0.05835,3.583663,[58 37] ; [3 7],[55.19047619 39.80952381] ; [5.80952381 4.19047619],0
a7,1,0.084841,2.969626,[64 31] ; [4 6],[61.52380952 33.47619048] ; [6.47619048 3.52380952],0
s8,1,0.119966,2.417763,[53 42] ; [3 7],[50.66666667 44.33333333] ; [5.33333333 4.66666667],0
s1,1,0.12446,2.360284,[ 6 88] ; [2 8],[ 7.23076923 86.76923077] ; [0.76923077 9.23076923],0
v3,1,0.129755,2.295437,[31 62] ; [1 9],[28.89320388 64.10679612] ; [3.10679612 6.89320388],0
v1,1,0.136271,2.219569,[52 43] ; [3 7],[49.76190476 45.23809524] ; [5.23809524 4.76190476],0
s6,1,0.161429,1.960784,[78 12] ; [7 3],[76.5 13.5] ; [8.5 1.5],0
p10,1,0.172078,1.864743,[82 13] ; [7 3],[80.52380952 14.47619048] ; [8.47619048 1.52380952],0
d4,1,0.206314,1.597105,[74 21] ; [6 4],[72.38095238 22.61904762] ; [7.61904762 2.38095238],0
s7,1,0.207688,1.587472,[61 32] ; [4 5],[59.26470588 33.73529412] ; [5.73529412 3.26470588],0
a4,1,0.240861,1.37555,[47 48] ; [3 7],[45.23809524 49.76190476] ; [4.76190476 5.23809524],0
u2,1,0.272254,1.205357,[10 14] ; [4 2],[11.2 12.8] ; [2.8 3.2],0
a1,1,0.282323,1.155875,[ 3 92] ; [1 9],[ 3.61904762 91.38095238] ; [0.38095238 9.61904762],0
n3,1,0.284735,1.144352,[17  2] ; [2 1],[16.40909091  2.59090909] ; [2.59090909 0.40909091],0
p7,1,0.336486,0.923773,[61 33] ; [8 2],[62.36538462 31.63461538] ; [6.63461538 3.36538462],0
p6,1,0.373015,0.793595,[42 52] ; [3 7],[40.67307692 53.32692308] ; [4.32692308 5.67307692],0
p2,1,0.405896,0.690789,[77 18] ; [7 3],[76. 19.] ; [8. 2.],0
v2,1,0.445556,0.581932,[44 49] ; [6 4],[45.14563107 47.85436893] ; [4.85436893 5.14563107],0
d2,1,0.447131,0.577915,[50 45] ; [4 6],[48.85714286 46.14285714] ; [5.14285714 4.85714286],0
p11,1,0.51524,0.423411,[75 20] ; [7 3],[74.19047619 20.80952381] ; [7.80952381 2.19047619],0
u3,1,0.580498,0.30543,[13 11] ; [4 2],[13.6 10.4] ; [3.4 2.6],0
n5,1,0.627994,0.234791,[80 15] ; [9 1],[80.52380952 14.47619048] ; [8.47619048 1.52380952],0
n2,1,0.637144,0.222497,[15  4] ; [2 1],[14.68181818  4.31818182] ; [2.31818182 0.68181818],0
p4,1,0.688988,0.160183,[63 32] ; [6 4],[62.42857143 32.57142857] ; [6.57142857 3.42857143],0
b3,1,0.71828,0.130147,[ 9 42] ; [1 7],[ 8.6440678 42.3559322] ; [1.3559322 6.6440678],0
b2,1,0.71828,0.130147,[ 9 42] ; [1 7],[ 8.6440678 42.3559322] ; [1.3559322 6.6440678],0
p1,1,0.765428,0.089019,[ 7 88] ; [1 9],[ 7.23809524 87.76190476] ; [0.76190476 9.23809524],0
p8,1,0.804493,0.061275,[52 41] ; [6 4],[52.36893204 40.63106796] ; [5.63106796 4.36893204],0
p3,1,0.948662,0.004146,[56 39] ; [6 4],[56.0952381 38.9047619] ; [5.9047619 4.0952381],0
n1,1,0.951655,0.003676,[ 6 13] ; [1 2],[ 6.04545455 12.95454545] ; [0.95454545 2.04545455],0
