Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,24.987876,[13 30] ; [80 28],[26.48344371 16.51655629] ; [66.51655629 41.48344371],1
r2,1,1.3e-05,19.062019,[33 10] ; [105   2],[39.56  3.44] ; [98.44  8.56],1
d5,1,0.000113,14.90004,[24 19] ; [92 16],[33.03311258  9.96688742] ; [82.96688742 25.03311258],1
d3,1,0.000122,14.766021,[20 23] ; [84 23],[29.81333333 13.18666667] ; [74.18666667 32.81333333],1
r1,1,0.001306,10.33373,[25 18] ; [88 18],[32.61073826 10.38926174] ; [80.38926174 25.61073826],0
a5,1,0.002446,9.18092,[18 25] ; [74 34],[26.1986755 16.8013245] ; [65.8013245 42.1986755],0
a2,1,0.003918,8.321513,[ 3 40] ; [31 77],[ 9.68211921 33.31788079] ; [24.31788079 83.68211921],0
r4,1,0.007523,7.143562,[30 13] ; [95 13],[35.59602649  7.40397351] ; [89.40397351 18.59602649],0
u1,1,0.009851,6.661648,[ 2 41] ; [24 84],[ 7.40397351 35.59602649] ; [18.59602649 89.40397351],0
b4,1,0.014704,5.95162,[32 11] ; [57 51],[25.34437086 17.65562914] ; [63.65562914 44.34437086],0
b1,1,0.028485,4.79845,[28 15] ; [49 59],[21.92715232 21.07284768] ; [55.07284768 52.92715232],0
s6,1,0.039601,4.234912,[23 19] ; [76 29],[28.28571429 13.71428571] ; [70.71428571 34.28571429],0
d1,1,0.060019,3.536851,[17 26] ; [61 47],[22.21192053 20.78807947] ; [55.78807947 52.21192053],0
r3,1,0.066645,3.363778,[36  7] ; [99  7],[38.95973154  4.04026846] ; [96.04026846  9.95973154],0
s2,1,0.126309,2.337289,[19 24] ; [62 45],[23.22 19.78] ; [57.78 49.22],0
d4,1,0.130658,2.284664,[29 13] ; [87 21],[32.48  9.52] ; [83.52 24.48],0
v4,1,0.180453,1.79389,[37  5] ; [102   6],[38.92  3.08] ; [100.08   7.92],0
a3,1,0.187043,1.740757,[23 19] ; [71 36],[26.4966443 15.5033557] ; [67.5033557 39.4966443],0
a8,1,0.302773,1.061942,[ 6 35] ; [ 8 84],[ 4.31578947 36.68421053] ; [ 9.68421053 82.31578947],0
p6,1,0.323984,0.972794,[12 30] ; [39 66],[14.57142857 27.42857143] ; [36.42857143 68.57142857],0
a1,1,0.333688,0.934532,[ 2 41] ; [  2 106],[ 1.13907285 41.86092715] ; [  2.86092715 105.13907285],0
n2,1,0.334187,0.932603,[12  7] ; [25  8],[13.51923077  5.48076923] ; [23.48076923  9.51923077],0
s4,1,0.338112,0.917576,[ 7 36] ; [25 82],[ 9.17333333 33.82666667] ; [22.82666667 84.17333333],0
b5,1,0.344995,0.89178,[26 17] ; [74 34],[28.47682119 14.52317881] ; [71.52317881 36.47682119],0
p3,1,0.391514,0.734233,[17 26] ; [51 57],[19.36423841 23.63576159] ; [48.63576159 59.36423841],0
n6,1,0.427405,0.629864,[28 13] ; [80 27],[29.91891892 11.08108108] ; [78.08108108 28.91891892],0
n5,1,0.460675,0.544254,[29 13] ; [67 40],[27.06040268 14.93959732] ; [68.93959732 38.06040268],0
u2,1,0.476665,0.506483,[ 8 12] ; [17 17],[ 9.25925926 10.74074074] ; [15.74074074 18.25925926],0
a4,1,0.477968,0.503497,[16 27] ; [47 61],[17.94039735 25.05960265] ; [45.05960265 62.94039735],0
p9,1,0.491452,0.473345,[29 14] ; [76 28],[30.71428571 12.28571429] ; [74.28571429 29.71428571],0
p7,1,0.49163,0.472956,[26 17] ; [57 48],[24.11486486 18.88513514] ; [58.88513514 46.11486486],0
v1,1,0.498385,0.458374,[19 23] ; [55 52],[20.8590604 21.1409396] ; [53.1409396 53.8590604],0
u3,1,0.507554,0.439106,[ 9 11] ; [19 16],[10.18181818  9.81818182] ; [17.81818182 17.18181818],0
