Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,86.597256,[ 40 198] ; [67 30],[ 76.01791045 161.98208955] ; [30.98208955 66.01791045],1
s6,1,0.0,59.742665,[ 94 154] ; [83 16],[126.50144092 121.49855908] ; [50.49855908 48.50144092],1
s2,1,0.0,32.532515,[ 68 180] ; [60 40],[ 91.2183908 156.7816092] ; [36.7816092 63.2183908],1
s3,1,0.0,27.471688,[ 93 152] ; [69 31],[115.04347826 129.95652174] ; [46.95652174 53.04347826],1
r4,1,6e-06,20.511038,[176  74] ; [93  7],[192.14285714  57.85714286] ; [76.85714286 23.14285714],1
r1,1,8e-06,20.059038,[161  87] ; [88 11],[177.95965418  70.04034582] ; [71.04034582 27.95965418],1
p10,1,7.7e-05,15.623625,[150  97] ; [82 17],[165.61849711  81.38150289] ; [66.38150289 32.61849711],1
v3,1,0.000707,11.471515,[ 62 178] ; [43 53],[ 75. 165.] ; [30. 66.],1
s5,1,0.001276,10.376318,[ 45 200] ; [33 62],[ 56.20588235 188.79411765] ; [21.79411765 73.20588235],0
r3,1,0.001497,10.082236,[205  41] ; [96  4],[214.00578035  31.99421965] ; [86.99421965 13.00578035],0
p9,1,0.001525,10.047847,[161  80] ; [83 16],[172.95294118  68.04705882] ; [71.04705882 27.95294118],0
p3,1,0.001604,9.955233,[ 36 213] ; [29 71],[ 46.37535817 202.62464183] ; [18.62464183 81.37535817],0
p7,1,0.002943,8.842432,[ 82 162] ; [49 47],[ 94.01176471 149.98823529] ; [36.98823529 59.01176471],0
d5,1,0.003523,8.514806,[171  78] ; [84 16],[181.93409742  67.06590258] ; [73.06590258 26.93409742],0
v4,1,0.004432,8.097939,[204  40] ; [95  5],[212.08139535  31.91860465] ; [86.91860465 13.08139535],0
v2,1,0.004618,8.023227,[ 97 138] ; [55 39],[108.57142857 126.42857143] ; [43.42857143 50.57142857],0
v1,1,0.009013,6.820341,[ 86 159] ; [48 47],[ 96.55882353 148.44117647] ; [37.44117647 57.55882353],0
n6,1,0.009924,6.648502,[171  76] ; [82 17],[180.60982659  66.39017341] ; [72.39017341 26.60982659],0
a5,1,0.018703,5.529103,[149 101] ; [73 27],[158.57142857  91.42857143] ; [63.42857143 36.57142857],0
p11,1,0.022439,5.211397,[161  89] ; [77 23],[170.  80.] ; [68. 32.],0
a3,1,0.027372,4.867164,[152  95] ; [74 26],[160.870317  86.129683] ; [65.129683 34.870317],0
d1,1,0.030168,4.699712,[108 142] ; [56 44],[117.14285714 132.85714286] ; [46.85714286 53.14285714],0
u3,1,0.032409,4.576704,[41 57] ; [17  9],[45.83870968 52.16129032] ; [12.16129032 13.83870968],0
p8,1,0.033728,4.508433,[ 62 186] ; [36 63],[ 70.04034582 177.95965418] ; [27.95965418 71.04034582],0
d2,1,0.034514,4.469078,[ 95 151] ; [51 49],[103.80346821 142.19653179] ; [42.19653179 57.80346821],0
n4,1,0.049175,3.869381,[156  93] ; [73 26],[163.85344828  85.14655172] ; [65.14655172 33.85344828],0
a8,1,0.050512,3.824396,[ 26 207] ; [18 75],[ 31.44785276 201.55214724] ; [12.55214724 80.44785276],0
a4,1,0.064241,3.42437,[ 90 158] ; [47 53],[ 97.63218391 150.36781609] ; [39.36781609 60.63218391],0
p12,1,0.069368,3.297911,[  7 241] ; [ 7 92],[ 10.00576369 237.99423631] ; [ 3.99423631 95.00576369],0
b1,1,0.087938,2.911715,[ 88 162] ; [45 55],[ 95. 155.] ; [38. 62.],0
r2,1,0.106354,2.607585,[215  29] ; [93  6],[219.10204082  24.89795918] ; [88.89795918 10.10204082],0
p5,1,0.12709,2.327691,[  5 243] ; [ 5 94],[  7.14697406 240.85302594] ; [ 2.85302594 96.14697406],0
d4,1,0.149591,2.076413,[182  65] ; [81 19],[187.2074928  59.7925072] ; [75.7925072 24.2074928],0
u2,1,0.175163,1.838194,[43 53] ; [15 10],[46.01652893 49.98347107] ; [11.98347107 13.01652893],0
u1,1,0.184112,1.764113,[ 25 225] ; [15 85],[ 28.57142857 221.42857143] ; [11.42857143 88.57142857],0
n5,1,0.194097,1.686241,[151  97] ; [67 31],[156.25433526  91.74566474] ; [61.74566474 36.25433526],0
n2,1,0.206602,1.595077,[56 30] ; [24  7],[58.8034188 27.1965812] ; [21.1965812  9.8034188],0
p2,1,0.20927,1.576466,[156  92] ; [70 30],[161.05747126  86.94252874] ; [64.94252874 35.05747126],0
a2,1,0.217981,1.517615,[ 41 209] ; [22 78],[ 45. 205.] ; [18. 82.],0
n1,1,0.225564,1.468615,[28 57] ; [14 17],[30.77586207 54.22413793] ; [11.22413793 19.77586207],0
a7,1,0.2466,1.342461,[160  88] ; [71 29],[164.62068966  83.37931034] ; [66.37931034 33.62068966],0
u4,1,0.340007,0.910405,[  2 248] ; [ 2 98],[  2.85714286 247.14285714] ; [ 1.14285714 98.85714286],0
b2,1,0.520824,0.412262,[42 88] ; [24 41],[44. 86.] ; [22. 43.],0
b3,1,0.520824,0.412262,[42 88] ; [24 41],[44. 86.] ; [22. 43.],0
