Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.2e-05,17.282081,[28 17] ; [ 5 28],[19.03846154 25.96153846] ; [13.96153846 19.03846154],1
s3,1,0.000381,12.625506,[30 14] ; [ 9 24],[22.28571429 21.71428571] ; [16.71428571 16.28571429],1
s7,1,0.002899,8.869864,[25 21] ; [ 6 24],[18.76315789 27.23684211] ; [12.23684211 17.76315789],0
s5,1,0.004746,7.973652,[15 30] ; [ 2 30],[ 9.93506494 35.06493506] ; [ 7.06493506 24.93506494],0
s8,1,0.00759,7.127849,[20 26] ; [ 5 28],[14.55696203 31.44303797] ; [10.44303797 22.55696203],0
p4,1,0.042415,4.118563,[23 23] ; [ 9 24],[18.63291139 27.36708861] ; [13.36708861 19.63291139],0
u2,1,0.056745,3.630051,[10  5] ; [2 6],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
d4,1,0.058324,3.584416,[39  7] ; [22 11],[35.51898734 10.48101266] ; [25.48101266  7.51898734],0
b4,1,0.05843,3.581396,[32 14] ; [16 17],[27.94936709 18.05063291] ; [20.05063291 12.94936709],0
b3,1,0.094445,2.796932,[ 9 24] ; [10 10],[11.83018868 21.16981132] ; [ 7.16981132 12.83018868],0
b2,1,0.094445,2.796932,[ 9 24] ; [10 10],[11.83018868 21.16981132] ; [ 7.16981132 12.83018868],0
v2,1,0.109365,2.563373,[30 14] ; [16 16],[26.63157895 17.36842105] ; [19.36842105 12.63157895],0
u3,1,0.115184,2.481618,[12  5] ; [3 5],[10.2  6.8] ; [4.8 3.2],0
r2,1,0.131673,2.272669,[40  6] ; [31  1],[41.87179487  4.12820513] ; [29.12820513  2.87179487],0
d5,1,0.152674,2.045332,[36 10] ; [21 12],[33.18987342 12.81012658] ; [23.81012658  9.18987342],0
s1,1,0.156117,2.011439,[ 1 45] ; [ 3 29],[ 2.35897436 43.64102564] ; [ 1.64102564 30.35897436],0
p9,1,0.167561,1.904625,[20 26] ; [ 9 23],[17.1025641 28.8974359] ; [11.8974359 20.1025641],0
u1,1,0.187524,1.736961,[11 35] ; [ 4 29],[ 8.73417722 37.26582278] ; [ 6.26582278 26.73417722],0
d1,1,0.189534,1.721233,[25 21] ; [13 20],[22.12658228 23.87341772] ; [15.87341772 17.12658228],0
b5,1,0.209774,1.572984,[34 12] ; [20 13],[31.44303797 14.55696203] ; [22.55696203 10.44303797],0
n6,1,0.255869,1.290972,[31 14] ; [18 14],[28.63636364 16.36363636] ; [20.36363636 11.63636364],0
a2,1,0.26507,1.242081,[15 31] ; [ 7 26],[12.81012658 33.18987342] ; [ 9.18987342 23.81012658],0
a3,1,0.284833,1.143883,[29 16] ; [25  8],[31.15384615 13.84615385] ; [22.84615385 10.15384615],0
a8,1,0.335622,0.927084,[ 9 30] ; [ 4 25],[ 7.45588235 31.54411765] ; [ 5.54411765 23.45588235],0
v3,1,0.342802,0.899925,[20 23] ; [11 20],[18.01351351 24.98648649] ; [12.98648649 18.01351351],0
n5,1,0.344671,0.892979,[26 19] ; [15 17],[23.96103896 21.03896104] ; [17.03896104 14.96103896],0
v4,1,0.346085,0.88776,[42  4] ; [27  5],[40.69230769  5.30769231] ; [28.30769231  3.69230769],0
p3,1,0.366117,0.816801,[19 27] ; [10 22],[17.1025641 28.8974359] ; [11.8974359 20.1025641],0
a1,1,0.372726,0.794556,[ 1 45] ; [ 2 31],[ 1.74683544 44.25316456] ; [ 1.25316456 31.74683544],0
p1,1,0.393158,0.729153,[ 2 44] ; [ 3 30],[ 2.91139241 43.08860759] ; [ 2.08860759 30.91139241],0
n2,1,0.465209,0.533333,[12  3] ; [6 3],[11.25  3.75] ; [6.75 2.25],0
p6,1,0.493638,0.468586,[12 34] ; [ 6 25],[10.75324675 35.24675325] ; [ 7.24675325 23.75324675],0
p11,1,0.505729,0.442894,[23 23] ; [19 14],[24.4556962 21.5443038] ; [17.5443038 15.4556962],0
s4,1,0.562319,0.335705,[ 6 39] ; [ 3 30],[ 5.19230769 39.80769231] ; [ 3.80769231 29.19230769],0
r3,1,0.585934,0.296739,[42  4] ; [28  4],[41.28205128  4.71794872] ; [28.71794872  3.28205128],0
d2,1,0.606986,0.264587,[25 21] ; [16 17],[23.87341772 22.12658228] ; [17.12658228 15.87341772],0
r1,1,0.636262,0.223665,[35 11] ; [25  6],[35.84415584 10.15584416] ; [24.15584416  6.84415584],0
n4,1,0.660844,0.1925,[33 12] ; [22 10],[32.14285714 12.85714286] ; [22.85714286  9.14285714],0
n1,1,0.67329,0.177778,[7 8] ; [5 4],[7.5 7.5] ; [4.5 4.5],0
p8,1,0.676028,0.174632,[16 30] ; [10 23],[15.13924051 30.86075949] ; [10.86075949 22.13924051],0
b1,1,0.690049,0.159033,[23 23] ; [15 18],[22.12658228 23.87341772] ; [15.87341772 17.12658228],0
a4,1,0.709757,0.13852,[21 24] ; [14 19],[20.19230769 24.80769231] ; [14.80769231 18.19230769],0
n3,1,0.727943,0.121008,[11  4] ; [6 3],[10.625  4.375] ; [6.375 2.625],0
a6,1,0.739867,0.110243,[29 17] ; [22 11],[29.69620253 16.30379747] ; [21.30379747 11.69620253],0
a5,1,0.76028,0.093094,[32 14] ; [24  9],[32.60759494 13.39240506] ; [23.39240506  9.60759494],0
r4,1,0.777739,0.079675,[35 11] ; [26  7],[35.51898734 10.48101266] ; [25.48101266  7.51898734],0
p2,1,0.893448,0.01794,[30 16] ; [22 11],[30.27848101 15.72151899] ; [21.72151899 11.27848101],0
p7,1,0.893793,0.017824,[19 26] ; [14 18],[19.28571429 25.71428571] ; [13.71428571 18.28571429],0
a7,1,0.899353,0.015997,[31 15] ; [22 10],[31.25641026 14.74358974] ; [21.74358974 10.25641026],0
d3,1,0.98998,0.000158,[32 14] ; [23 10],[32.02531646 13.97468354] ; [22.97468354 10.02531646],0
