Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000391,12.574994,[ 3 11] ; [68 29],[8.95495495 5.04504505] ; [62.04504505 34.95495495],1
p2,1,0.000755,11.34755,[6 7] ; [82 14],[10.49541284  2.50458716] ; [77.50458716 18.49541284],1
r2,1,0.000833,11.166383,[6 7] ; [81 14],[10.47222222  2.52777778] ; [76.52777778 18.47222222],1
r3,1,0.00119,10.50568,[8 6] ; [87 10],[11.98198198  2.01801802] ; [83.01801802 13.98198198],0
a8,1,0.003555,8.498027,[ 4 10] ; [ 5 88],[ 1.17757009 12.82242991] ; [ 7.82242991 85.17757009],0
s1,1,0.004565,8.044172,[ 3 11] ; [ 3 94],[ 0.75675676 13.24324324] ; [ 5.24324324 91.75675676],0
s6,1,0.027982,4.829174,[4 9] ; [59 35],[7.65420561 5.34579439] ; [55.34579439 38.65420561],0
n6,1,0.031844,4.606895,[7 6] ; [78 19],[10.04545455  2.95454545] ; [74.95454545 22.04545455],0
b1,1,0.033797,4.504961,[10  4] ; [40 57],[6.30630631 7.69369369] ; [43.69369369 53.30630631],0
p10,1,0.043695,4.068317,[7 7] ; [72 23],[10.14678899  3.85321101] ; [68.85321101 26.14678899],0
p11,1,0.048935,3.877571,[7 7] ; [73 24],[10.09009009  3.90990991] ; [69.90990991 27.09009009],0
a5,1,0.048937,3.877499,[11  3] ; [49 48],[7.56756757 6.43243243] ; [52.43243243 44.56756757],0
s5,1,0.116238,2.467294,[ 1 12] ; [26 67],[3.31132075 9.68867925] ; [23.68867925 69.31132075],0
p8,1,0.121249,2.40111,[5 8] ; [58 37],[7.58333333 5.41666667] ; [55.41666667 39.58333333],0
a4,1,0.127426,2.323582,[6 8] ; [23 74],[ 3.65765766 10.34234234] ; [25.34234234 71.65765766],0
d2,1,0.133077,2.256237,[7 7] ; [29 68],[4.54054054 9.45945946] ; [31.45945946 65.54054054],0
b5,1,0.136181,2.220591,[11  3] ; [56 41],[8.45045045 5.54954955] ; [58.54954955 38.45045045],0
n1,1,0.137547,2.205193,[4 2] ; [11 21],[2.36842105 3.63157895] ; [12.63157895 19.36842105],0
v2,1,0.153,2.042078,[ 4 10] ; [47 49],[6.49090909 7.50909091] ; [44.50909091 51.49090909],0
a2,1,0.171114,1.873159,[ 3 11] ; [ 9 88],[ 1.51351351 12.48648649] ; [10.48648649 86.51351351],0
n2,1,0.197149,1.663371,[3 3] ; [25  8],[4.30769231 1.69230769] ; [23.69230769  9.30769231],0
u2,1,0.217496,1.520816,[1 3] ; [24 18],[2.17391304 1.82608696] ; [22.82608696 19.17391304],0
a7,1,0.243146,1.362263,[6 8] ; [57 39],[8.01818182 5.98181818] ; [54.98181818 41.01818182],0
p9,1,0.245406,1.349266,[9 5] ; [76 21],[10.72072072  3.27927928] ; [74.27927928 22.72072072],0
p3,1,0.251741,1.313615,[10  4] ; [53 43],[8.01818182 5.98181818] ; [54.98181818 41.01818182],0
a3,1,0.282098,1.156954,[10  4] ; [54 42],[8.14545455 5.85454545] ; [55.85454545 40.14545455],0
d5,1,0.300415,1.07235,[8 6] ; [68 28],[9.67272727 4.32727273] ; [66.32727273 29.67272727],0
s7,1,0.311571,1.024006,[ 4 10] ; [39 52],[5.73333333 8.26666667] ; [37.26666667 53.73333333],0
a6,1,0.32918,0.952122,[10  4] ; [56 41],[8.32432432 5.67567568] ; [57.67567568 39.32432432],0
d4,1,0.372745,0.794492,[8 6] ; [67 30],[9.45945946 4.54054054] ; [65.54054054 31.45945946],0
p4,1,0.454337,0.559809,[10  4] ; [58 37],[8.73394495 5.26605505] ; [59.26605505 35.73394495],0
b2,1,0.45711,0.552963,[2 9] ; [18 44],[3.01369863 7.98630137] ; [16.98630137 45.01369863],0
b3,1,0.45711,0.552963,[2 9] ; [18 44],[3.01369863 7.98630137] ; [16.98630137 45.01369863],0
v3,1,0.471166,0.51924,[ 3 10] ; [32 65],[4.13636364 8.86363636] ; [30.86363636 66.13636364],0
s2,1,0.496822,0.461719,[5 9] ; [44 53],[6.18018018 7.81981982] ; [42.81981982 54.18018018],0
n4,1,0.517352,0.419168,[8 6] ; [64 33],[9.08108108 4.91891892] ; [62.91891892 34.08108108],0
s8,1,0.533735,0.387276,[ 4 10] ; [36 61],[5.04504505 8.95495495] ; [34.95495495 62.04504505],0
v1,1,0.548994,0.359122,[5 9] ; [42 53],[6.03669725 7.96330275] ; [40.96330275 54.03669725],0
u3,1,0.567328,0.327174,[1 3] ; [17 26],[1.53191489 2.46808511] ; [16.46808511 26.53191489],0
d3,1,0.577635,0.310073,[7 7] ; [55 40],[7.96330275 6.03669725] ; [54.03669725 40.96330275],0
n3,1,0.584177,0.29953,[5 1] ; [24  9],[4.46153846 1.53846154] ; [24.53846154  8.46153846],0
s3,1,0.592091,0.28709,[8 6] ; [47 48],[7.06422018 6.93577982] ; [47.93577982 47.06422018],0
n5,1,0.632875,0.228182,[10  4] ; [63 34],[9.20720721 4.79279279] ; [63.79279279 33.20720721],0
b4,1,0.690178,0.158893,[7 7] ; [54 43],[7.69369369 6.30630631] ; [53.30630631 43.69369369],0
p6,1,0.701527,0.146889,[5 8] ; [41 52],[5.64150943 7.35849057] ; [40.35849057 52.64150943],0
p5,1,0.844922,0.03826,[ 2 11] ; [13 84],[ 1.77272727 11.22727273] ; [13.22727273 83.77272727],0
d1,1,0.860877,0.030715,[5 9] ; [37 60],[5.2972973 8.7027027] ; [36.7027027 60.2972973],0
p1,1,0.887443,0.020034,[ 1 13] ; [ 8 89],[ 1.13513514 12.86486486] ; [ 7.86486486 89.13513514],0
s4,1,0.985024,0.000352,[ 3 11] ; [21 76],[ 3.02702703 10.97297297] ; [20.97297297 76.02702703],0
