Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,48.681934,[81  1] ; [22 24],[65.984375 16.015625] ; [37.015625  8.984375],1
b5,1,0.072482,3.225902,[55 27] ; [24 23],[50.21705426 31.78294574] ; [28.78294574 18.21705426],0
p3,1,0.091604,2.845952,[25 57] ; [ 8 39],[20.97674419 61.02325581] ; [12.02325581 34.97674419],0
d1,1,0.093579,2.81171,[29 53] ; [10 37],[24.79069767 57.20930233] ; [14.20930233 32.79069767],0
a1,1,0.103483,2.651027,[ 1 81] ; [ 3 44],[ 2.54263566 79.45736434] ; [ 1.45736434 45.54263566],0
n4,1,0.106274,2.608771,[47 35] ; [20 27],[42.58914729 39.41085271] ; [24.41085271 22.58914729],0
s1,1,0.115051,2.483438,[ 2 80] ; [ 4 43],[ 3.81395349 78.18604651] ; [ 2.18604651 44.81395349],0
b4,1,0.13515,2.232333,[43 39] ; [31 16],[47.03875969 34.96124031] ; [26.96124031 20.03875969],0
a4,1,0.142417,2.151646,[17 65] ; [ 5 42],[13.98449612 68.01550388] ; [ 8.01550388 38.98449612],0
s7,1,0.153066,2.041425,[17 63] ; [ 5 40],[14.08 65.92] ; [ 7.92 37.08],0
v3,1,0.174372,1.844946,[22 56] ; [ 8 38],[18.87096774 59.12903226] ; [11.12903226 34.87096774],0
p10,1,0.208197,1.583918,[49 32] ; [22 23],[45.64285714 35.35714286] ; [25.35714286 19.64285714],0
n2,1,0.227603,1.455779,[13  4] ; [14 10],[11.19512195  5.80487805] ; [15.80487805  8.19512195],0
p4,1,0.260375,1.266764,[29 52] ; [12 34],[26.1496063 54.8503937] ; [14.8503937 31.1496063],0
p6,1,0.270777,1.212805,[21 60] ; [ 8 38],[18.49606299 62.50393701] ; [10.50393701 35.49606299],0
p5,1,0.272149,1.205885,[ 1 79] ; [ 2 44],[ 1.9047619 78.0952381] ; [ 1.0952381 44.9047619],0
n1,1,0.306504,1.045679,[ 8 10] ; [ 7 17],[ 6.42857143 11.57142857] ; [ 8.57142857 15.42857143],0
u2,1,0.30761,1.040908,[22 21] ; [13 20],[19.80263158 23.19736842] ; [15.19736842 17.80263158],0
p1,1,0.334408,0.931754,[ 5 77] ; [ 5 41],[ 6.40625 75.59375] ; [ 3.59375 42.40625],0
s8,1,0.40305,0.699207,[11 71] ; [ 4 43],[ 9.53488372 72.46511628] ; [ 5.46511628 41.53488372],0
u1,1,0.629286,0.23303,[ 3 79] ; [ 1 46],[ 2.54263566 79.45736434] ; [ 1.45736434 45.54263566],0
p8,1,0.655319,0.199259,[29 52] ; [15 32],[27.84375 53.15625] ; [16.15625 30.84375],0
s3,1,0.769428,0.085921,[22 60] ; [11 34],[21.30708661 60.69291339] ; [11.69291339 33.30708661],0
d2,1,0.831553,0.045246,[21 61] ; [11 35],[20.5 61.5] ; [11.5 34.5],0
s4,1,0.872737,0.025659,[ 8 74] ; [ 5 42],[ 8.26356589 73.73643411] ; [ 4.73643411 42.26356589],0
s2,1,0.90427,0.014465,[15 67] ; [ 9 38],[15.25581395 66.74418605] ; [ 8.74418605 38.25581395],0
n5,1,0.931471,0.007395,[42 39] ; [24 23],[41.765625 39.234375] ; [24.234375 22.765625],0
s5,1,0.945985,0.00459,[ 8 70] ; [ 5 42],[ 8.112 69.888] ; [ 4.888 42.112],0
b3,1,0.965973,0.00182,[15 33] ; [ 8 18],[14.91891892 33.08108108] ; [ 8.08108108 17.91891892],0
b2,1,0.965973,0.00182,[15 33] ; [ 8 18],[14.91891892 33.08108108] ; [ 8.08108108 17.91891892],0
