Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,48.681934,[81  1] ; [22 24],[65.984375 16.015625] ; [37.015625  8.984375],1
r2,1,0.0,34.111755,[79  3] ; [25 21],[66.625 15.375] ; [37.375  8.625],1
r1,1,2e-06,22.801412,[55 27] ; [11 36],[41.95348837 40.04651163] ; [24.04651163 22.95348837],1
v4,1,4e-06,21.488021,[76  5] ; [28 18],[66.33070866 14.66929134] ; [37.66929134  8.33070866],1
p11,1,6.9e-05,15.829643,[62 20] ; [19 28],[51.48837209 30.51162791] ; [29.51162791 17.48837209],1
a7,1,0.000173,14.10216,[56 25] ; [16 30],[45.92125984 35.07874016] ; [26.07874016 19.92125984],1
d5,1,0.004548,8.051094,[52 29] ; [18 29],[44.296875 36.703125] ; [25.703125 21.296875],0
d4,1,0.009228,6.778229,[56 25] ; [21 25],[49.11023622 31.88976378] ; [27.88976378 18.11023622],0
d3,1,0.012788,6.198221,[45 36] ; [15 31],[38.26771654 42.73228346] ; [21.73228346 24.26771654],0
n6,1,0.013972,6.041645,[61 21] ; [25 22],[54.66666667 27.33333333] ; [31.33333333 15.66666667],0
n3,1,0.016004,5.802387,[16  2] ; [13 11],[12.42857143  5.57142857] ; [16.57142857  7.42857143],0
u3,1,0.017322,5.663421,[22 21] ; [ 8 25],[16.97368421 26.02631579] ; [13.02631579 19.97368421],0
b1,1,0.020491,5.369555,[25 57] ; [24 23],[31.14728682 50.85271318] ; [17.85271318 29.14728682],0
p9,1,0.0223,5.222237,[57 24] ; [23 23],[51.02362205 29.97637795] ; [28.97637795 17.02362205],0
a6,1,0.022545,5.203198,[45 37] ; [16 31],[38.7751938 43.2248062] ; [22.2248062 24.7751938],0
p7,1,0.030477,4.682167,[44 37] ; [15 29],[38.232 42.768] ; [20.768 23.232],0
a8,1,0.036248,4.385382,[11 66] ; [ 1 42],[ 7.7 69.3] ; [ 4.3 38.7],0
a3,1,0.051694,3.785656,[39 42] ; [14 32],[33.80314961 47.19685039] ; [19.19685039 26.80314961],0
p2,1,0.054244,3.705184,[60 22] ; [26 20],[55.09375 26.90625] ; [30.90625 15.09375],0
v1,1,0.054775,3.68891,[29 52] ; [ 9 37],[24.23622047 56.76377953] ; [13.76377953 32.23622047],0
v2,1,0.056245,3.644773,[32 45] ; [11 34],[27.13934426 49.86065574] ; [15.86065574 29.13934426],0
