Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,63.887899,[123   3] ; [13 17],[109.84615385  16.15384615] ; [26.15384615  3.84615385],1
r1,1,0.0,32.163861,[109  17] ; [12 19],[97.10828025 28.89171975] ; [23.89171975  7.10828025],1
v4,1,0.0,29.0625,[117   7] ; [18 13],[108.  16.] ; [27.  4.],1
p2,1,0.001211,10.473617,[81 45] ; [10 21],[73.03184713 52.96815287] ; [17.96815287 13.03184713],0
p11,1,0.001342,10.283862,[73 53] ; [ 8 23],[65.00636943 60.99363057] ; [15.99363057 15.00636943],0
n3,1,0.00136,10.259123,[26  9] ; [ 6 14],[20.36363636 14.63636364] ; [11.63636364  8.36363636],0
p4,1,0.019678,5.440199,[57 68] ; [ 7 24],[51.28205128 73.71794872] ; [12.71794872 18.28205128],0
n6,1,0.024535,5.056423,[90 36] ; [15 15],[84.80769231 41.19230769] ; [20.19230769  9.80769231],0
v1,1,0.034289,4.480217,[50 76] ; [ 6 25],[44.94267516 81.05732484] ; [11.05732484 19.94267516],0
n2,1,0.036668,4.365782,[27  9] ; [10 11],[23.36842105 12.63157895] ; [13.63157895  7.36842105],0
s8,1,0.038209,4.295694,[34 90] ; [ 3 28],[29.6 94.4] ; [ 7.4 23.6],0
b4,1,0.041522,4.154565,[82 44] ; [14 17],[77.04458599 48.95541401] ; [18.95541401 12.04458599],0
s6,1,0.043642,4.070378,[61 63] ; [ 9 22],[56. 68.] ; [14. 17.],0
a7,1,0.07318,3.210204,[85 41] ; [15 15],[80.76923077 45.23076923] ; [19.23076923 10.76923077],0
p7,1,0.076469,3.138387,[62 62] ; [10 21],[57.6 66.4] ; [14.4 16.6],0
p3,1,0.090604,2.863609,[44 81] ; [ 6 25],[40.06410256 84.93589744] ; [ 9.93589744 21.06410256],0
a1,1,0.096343,2.765058,[  6 120] ; [ 4 27],[  8.02547771 117.97452229] ; [ 1.97452229 29.02547771],0
s4,1,0.139727,2.18096,[ 15 108] ; [ 7 24],[ 17.57142857 105.42857143] ; [ 4.42857143 26.57142857],0
u3,1,0.147527,2.097632,[31 20] ; [5 8],[28.6875 22.3125] ; [7.3125 5.6875],0
u1,1,0.175801,1.832764,[ 20 106] ; [ 2 29],[ 17.65605096 108.34394904] ; [ 4.34394904 26.65605096],0
a5,1,0.19331,1.692212,[81 45] ; [16 15],[77.84713376 48.15286624] ; [19.15286624 11.84713376],0
b3,1,0.196259,1.669995,[22 58] ; [7 9],[24.16666667 55.83333333] ; [ 4.83333333 11.16666667],0
b2,1,0.196259,1.669995,[22 58] ; [7 9],[24.16666667 55.83333333] ; [ 4.83333333 11.16666667],0
s3,1,0.210333,1.569131,[60 65] ; [11 20],[56.89102564 68.10897436] ; [14.10897436 16.89102564],0
a6,1,0.224126,1.477755,[80 46] ; [16 15],[77.04458599 48.95541401] ; [18.95541401 12.04458599],0
s1,1,0.229296,1.445221,[  8 116] ; [ 4 27],[  9.6 114.4] ; [ 2.4 28.6],0
n4,1,0.244433,1.354844,[87 39] ; [18 13],[84.26751592 41.73248408] ; [20.73248408 10.26751592],0
u2,1,0.245239,1.350222,[26 24] ; [4 8],[24.19354839 25.80645161] ; [5.80645161 6.19354839],0
n5,1,0.248623,1.331025,[71 55] ; [21 10],[73.8343949 52.1656051] ; [18.1656051 12.8343949],0
d5,1,0.259228,1.272877,[94 32] ; [20 11],[91.49044586 34.50955414] ; [22.50955414  8.49044586],0
p6,1,0.261511,1.260739,[27 96] ; [ 4 27],[24.75974026 98.24025974] ; [ 6.24025974 24.75974026],0
s2,1,0.294363,1.099557,[44 79] ; [ 8 23],[41.53246753 81.46753247] ; [10.46753247 20.53246753],0
v3,1,0.36088,0.83483,[42 80] ; [ 8 23],[39.86928105 82.13071895] ; [10.13071895 20.86928105],0
d4,1,0.392095,0.732434,[93 32] ; [20 10],[91.12903226 33.87096774] ; [21.87096774  8.12903226],0
b1,1,0.42491,0.636695,[71 55] ; [15 16],[69.01910828 56.98089172] ; [16.98089172 14.01910828],0
v2,1,0.470785,0.520133,[52 70] ; [11 20],[50.23529412 71.76470588] ; [12.76470588 18.23529412],0
a2,1,0.479408,0.500211,[ 23 103] ; [ 4 27],[ 21.66878981 104.33121019] ; [ 5.33121019 25.66878981],0
b5,1,0.578389,0.308847,[72 54] ; [16 15],[70.62420382 55.37579618] ; [17.37579618 13.62420382],0
d2,1,0.615408,0.252375,[63 63] ; [16 13],[64.21935484 61.78064516] ; [14.78064516 14.21935484],0
s7,1,0.630917,0.230819,[38 80] ; [ 8 21],[36.92517007 81.07482993] ; [ 9.07482993 19.92517007],0
p1,1,0.643101,0.21471,[  9 116] ; [ 3 28],[  9.61538462 115.38461538] ; [ 2.38461538 28.61538462],0
p10,1,0.646299,0.210598,[31 93] ; [ 9 22],[32. 92.] ; [ 8. 23.],0
p8,1,0.646885,0.20985,[42 84] ; [ 9 22],[40.92993631 85.07006369] ; [10.07006369 20.92993631],0
a4,1,0.744984,0.105795,[46 79] ; [12 18],[46.77419355 78.22580645] ; [11.22580645 18.77419355],0
d3,1,0.818665,0.052561,[76 50] ; [18 13],[75.43949045 50.56050955] ; [18.56050955 12.43949045],0
n1,1,0.820724,0.051354,[14 20] ; [ 8 13],[13.6 20.4] ; [ 8.4 12.6],0
p5,1,0.846834,0.037311,[  5 121] ; [ 1 30],[  4.81528662 121.18471338] ; [ 1.18471338 29.81528662],0
d1,1,0.875995,0.024351,[59 67] ; [15 16],[59.38853503 66.61146497] ; [14.61146497 16.38853503],0
a3,1,0.882244,0.021941,[75 51] ; [18 13],[74.63694268 51.36305732] ; [18.36305732 12.63694268],0
s5,1,0.968306,0.001579,[25 98] ; [ 6 24],[24.92156863 98.07843137] ; [ 6.07843137 23.92156863],0
