Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.018939,5.507127,[1 1] ; [ 5 75],[0.14634146 1.85365854] ; [ 5.85365854 74.14634146],0
r3,1,0.151962,2.05244,[1 1] ; [69 11],[1.70731707 0.29268293] ; [68.29268293 11.70731707],0
v4,1,0.240288,1.378905,[1 1] ; [66 14],[1.63414634 0.36585366] ; [65.36585366 14.63414634],0
r1,1,0.393184,0.729073,[1 1] ; [61 19],[1.51219512 0.48780488] ; [60.48780488 19.51219512],0
r4,1,0.484167,0.489462,[1 1] ; [58 22],[1.43902439 0.56097561] ; [57.56097561 22.43902439],0
p10,1,0.514151,0.425611,[1 1] ; [23 57],[0.58536585 1.41463415] ; [23.41463415 56.58536585],0
n6,1,0.553038,0.351903,[1 1] ; [55 24],[1.38271605 0.61728395] ; [54.61728395 24.38271605],0
s7,1,0.601818,0.272263,[1 1] ; [24 50],[0.65789474 1.34210526] ; [24.34210526 49.65789474],0
b4,1,0.661206,0.192062,[1 1] ; [52 28],[1.29268293 0.70731707] ; [51.70731707 28.29268293],0
s2,1,0.682057,0.16782,[1 1] ; [28 50],[0.725 1.275] ; [28.275 49.725],0
p8,1,0.747338,0.103781,[1 1] ; [31 49],[0.7804878 1.2195122] ; [31.2195122 48.7804878],0
p2,1,0.832256,0.044863,[1 1] ; [46 34],[1.14634146 0.85365854] ; [45.85365854 34.14634146],0
b1,1,0.832256,0.044863,[1 1] ; [46 34],[1.14634146 0.85365854] ; [45.85365854 34.14634146],0
s3,1,0.832256,0.044863,[1 1] ; [34 46],[0.85365854 1.14634146] ; [34.14634146 45.85365854],0
p4,1,0.8728,0.025633,[1 1] ; [35 44],[0.88888889 1.11111111] ; [35.11111111 43.88888889],0
b5,1,0.888379,0.0197,[1 1] ; [44 36],[1.09756098 0.90243902] ; [43.90243902 36.09756098],0
a4,1,0.901143,0.01543,[1 1] ; [43 36],[1.08641975 0.91358025] ; [42.91358025 36.08641975],0
p11,1,1.0,0.0,[1 1] ; [40 40],[1. 1.] ; [40. 40.],0
