Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,8e-06,20.006181,[116  15] ; [37 24],[104.390625  26.609375] ; [48.609375 12.390625],1
p7,1,1.9e-05,18.243927,[120  10] ; [41 19],[110.15789474  19.84210526] ; [50.84210526  9.15789474],1
p4,1,3.1e-05,17.369521,[116  14] ; [39 22],[105.4973822  24.5026178] ; [49.5026178 11.4973822],1
p3,1,0.000179,14.044334,[101  29] ; [31 30],[89.84293194 40.15706806] ; [42.15706806 18.84293194],1
p5,1,0.00058,11.838648,[34 97] ; [ 3 58],[ 25.24479167 105.75520833] ; [11.75520833 49.24479167],1
p12,1,0.0053,7.774257,[ 27 104] ; [ 3 58],[ 20.46875 110.53125] ; [ 9.53125 51.46875],0
n5,1,0.006233,7.481575,[115  16] ; [43 17],[108.36649215  22.63350785] ; [49.63350785 10.36649215],0
v4,1,0.008001,7.033159,[127   3] ; [54  7],[123.19371728   6.80628272] ; [57.80628272  3.19371728],0
n2,1,0.009411,6.743034,[15  2] ; [ 9 10],[11.33333333  5.66666667] ; [12.66666667  6.33333333],0
v3,1,0.009946,6.644521,[80 48] ; [25 34],[71.87165775 56.12834225] ; [33.12834225 25.87165775],0
r4,1,0.028049,4.825065,[124   7] ; [52  9],[120.08333333  10.91666667] ; [55.91666667  5.08333333],0
a6,1,0.032661,4.563477,[84 45] ; [49 12],[90.3 38.7] ; [42.7 18.3],0
s5,1,0.046443,3.96547,[60 65] ; [18 38],[53.86740331 71.13259669] ; [24.13259669 31.86740331],0
r1,1,0.050075,3.838942,[112  19] ; [45 16],[107.11979167  23.88020833] ; [49.88020833 11.11979167],0
p9,1,0.101888,2.675737,[123   8] ; [53  8],[120.08333333  10.91666667] ; [55.91666667  5.08333333],0
s7,1,0.120485,2.410999,[76 48] ; [41 15],[80.6 43.4] ; [36.4 19.6],0
n6,1,0.137877,2.201497,[118  10] ; [52  9],[115.13227513  12.86772487] ; [54.86772487  6.13227513],0
b5,1,0.172142,1.864194,[79 52] ; [43 18],[83.23958333 47.76041667] ; [38.76041667 22.23958333],0
