Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2e-06,23.084557,[29 25] ; [151  27],[41.89655172 12.10344828] ; [138.10344828  39.89655172],1
p2,1,2.3e-05,17.894277,[41 14] ; [168  10],[49.33476395  5.66523605] ; [159.66523605  18.33476395],1
p9,1,3.9e-05,16.924236,[33 21] ; [153  24],[43.48051948 10.51948052] ; [142.51948052  34.48051948],1
p8,1,0.000692,11.509425,[25 29] ; [127  51],[35.37931034 18.62068966] ; [116.62068966  61.37931034],1
s8,1,0.001607,9.951745,[13 41] ; [86 92],[23.04310345 30.95689655] ; [ 75.95689655 102.04310345],0
n4,1,0.002427,9.194867,[31 23] ; [140  39],[39.63090129 14.36909871] ; [131.36909871  47.63090129],0
v4,1,0.00961,6.705745,[47  8] ; [171   8],[51.23931624  3.76068376] ; [166.76068376  12.23931624],0
b3,1,0.010153,6.607811,[ 5 25] ; [48 66],[11.04166667 18.95833333] ; [41.95833333 72.04166667],0
b2,1,0.010153,6.607811,[ 5 25] ; [48 66],[11.04166667 18.95833333] ; [41.95833333 72.04166667],0
b5,1,0.014658,5.957082,[40 15] ; [97 82],[32.2008547 22.7991453] ; [104.7991453  74.2008547],0
r4,1,0.015291,5.882608,[43 12] ; [162  17],[48.18376068  6.81623932] ; [156.81623932  22.18376068],0
r3,1,0.01536,5.874741,[46  8] ; [170   9],[50.06008584  3.93991416] ; [165.93991416  13.06008584],0
r1,1,0.019186,5.484523,[33 20] ; [140  39],[39.52155172 13.47844828] ; [133.47844828  45.52155172],0
s6,1,0.02974,4.72425,[30 23] ; [126  48],[36.42290749 16.57709251] ; [119.57709251  54.42290749],0
d1,1,0.031597,4.620226,[21 34] ; [98 81],[27.97008547 27.02991453] ; [91.02991453 87.97008547],0
s7,1,0.033156,4.537716,[18 34] ; [88 83],[24.71748879 27.28251121] ; [81.28251121 89.71748879],0
p6,1,0.046849,3.950802,[20 35] ; [91 85],[26.42857143 28.57142857] ; [84.57142857 91.42857143],0
s2,1,0.057902,3.596495,[21 34] ; [94 84],[27.14592275 27.85407725] ; [87.85407725 90.14592275],0
d3,1,0.066035,3.378921,[27 25] ; [118  61],[32.64069264 19.35930736] ; [112.35930736  66.64069264],0
d5,1,0.074016,3.191633,[35 18] ; [139  39],[39.92207792 13.07792208] ; [134.07792208  43.92207792],0
p4,1,0.07596,3.149287,[32 23] ; [127  52],[37.37179487 17.62820513] ; [121.62820513  57.37179487],0
b1,1,0.082459,3.015759,[31 24] ; [ 77 102],[25.38461538 29.61538462] ; [82.61538462 96.38461538],0
a5,1,0.090818,2.859818,[32 23] ; [126  53],[37.13675214 17.86324786] ; [120.86324786  58.13675214],0
d4,1,0.125114,2.352102,[37 17] ; [140  38],[41.19827586 12.80172414] ; [135.80172414  42.19827586],0
n5,1,0.147003,2.103076,[35 20] ; [132  47],[39.25213675 15.74786325] ; [127.74786325  51.25213675],0
s5,1,0.165649,1.921886,[14 39] ; [ 65 112],[18.20434783 34.79565217] ; [ 60.79565217 116.20434783],0
n6,1,0.178363,1.811215,[42 13] ; [150  28],[45.32188841  9.67811159] ; [146.67811159  31.32188841],0
a2,1,0.216178,1.529562,[ 7 48] ; [ 36 143],[10.10683761 44.89316239] ; [ 32.89316239 146.10683761],0
b4,1,0.249442,1.326426,[24 31] ; [94 85],[27.73504274 27.26495726] ; [90.26495726 88.73504274],0
r2,1,0.252781,1.30787,[47  7] ; [164  14],[49.11206897  4.88793103] ; [161.88793103  16.11206897],0
a7,1,0.277805,1.177796,[39 15] ; [115  64],[35.69098712 18.30901288] ; [118.30901288  60.69098712],0
v1,1,0.325497,0.966728,[19 35] ; [ 76 102],[22.11206897 31.88793103] ; [ 72.88793103 105.11206897],0
p12,1,0.332786,0.938025,[ 2 53] ; [ 13 165],[ 3.54077253 51.45922747] ; [ 11.45922747 166.54077253],0
s1,1,0.340906,0.907022,[ 3 51] ; [  5 171],[ 1.87826087 52.12173913] ; [  6.12173913 169.87826087],0
u4,1,0.374816,0.787636,[ 1 54] ; [  1 178],[ 0.47008547 54.52991453] ; [  1.52991453 177.47008547],0
s3,1,0.387116,0.747982,[29 26] ; [105  72],[31.76724138 23.23275862] ; [102.23275862  74.76724138],0
p1,1,0.402535,0.700742,[ 3 52] ; [ 16 162],[ 4.48497854 50.51502146] ; [ 14.51502146 163.48497854],0
p5,1,0.411029,0.675822,[ 5 49] ; [ 24 154],[ 6.75 47.25] ; [ 22.25 155.75],0
u2,1,0.420535,0.648821,[9 9] ; [37 24],[10.48101266  7.51898734] ; [35.51898734 25.48101266],0
u3,1,0.441957,0.591195,[11  7] ; [31 30],[9.56962025 8.43037975] ; [32.43037975 28.56962025],0
a6,1,0.483389,0.491209,[30 24] ; [109  70],[32.21459227 21.78540773] ; [106.78540773  72.21459227],0
n1,1,0.617587,0.249273,[7 9] ; [15 26],[6.1754386 9.8245614] ; [15.8245614 25.1754386],0
n2,1,0.656236,0.198128,[13  4] ; [29 12],[12.31034483  4.68965517] ; [29.68965517 11.31034483],0
a1,1,0.669777,0.181863,[ 2 53] ; [  9 170],[ 2.58547009 52.41452991] ; [  8.41452991 170.58547009],0
v3,1,0.686755,0.162621,[ 9 45] ; [ 34 144],[10.00862069 43.99137931] ; [ 32.99137931 145.00862069],0
n3,1,0.755465,0.096996,[13  4] ; [29 11],[12.52631579  4.47368421] ; [29.47368421 10.52631579],0
a4,1,0.764065,0.090088,[21 34] ; [ 72 106],[21.9527897 33.0472103] ; [ 71.0472103 106.9527897],0
d2,1,0.766805,0.087946,[22 32] ; [ 77 102],[22.94420601 31.05579399] ; [ 76.05579399 102.94420601],0
a3,1,0.786316,0.073494,[36 17] ; [118  61],[35.18103448 17.81896552] ; [118.81896552  60.18103448],0
a8,1,0.795096,0.067444,[ 8 44] ; [ 23 142],[ 7.42857143 44.57142857] ; [ 23.57142857 141.42857143],0
u1,1,0.842313,0.039576,[ 7 48] ; [ 21 158],[ 6.58119658 48.41880342] ; [ 21.41880342 157.58119658],0
p3,1,0.906424,0.013818,[29 26] ; [96 83],[29.38034188 25.61965812] ; [95.61965812 83.38034188],0
s4,1,0.986999,0.000266,[12 43] ; [ 38 137],[11.95652174 43.04347826] ; [ 38.04347826 136.95652174],0
