Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,43.062331,[189  59] ; [46 67],[161.44044321  86.55955679] ; [73.55955679 39.44044321],1
a6,1,0.0,41.686878,[186  62] ; [45 68],[158.69252078  89.30747922] ; [72.30747922 40.69252078],1
a2,1,3e-06,22.064567,[ 66 182] ; [  6 107],[ 49.46260388 198.53739612] ; [22.53739612 90.46260388],1
d4,1,4.4e-05,16.709686,[208  40] ; [73 40],[193.04155125  54.95844875] ; [87.95844875 25.04155125],1
r4,1,0.000151,14.358417,[224  24] ; [85 28],[212.27700831  35.72299169] ; [96.72299169 16.27700831],1
r1,1,0.000178,14.045171,[196  52] ; [68 45],[181.36288089  66.63711911] ; [82.63711911 30.36288089],1
r3,1,0.000216,13.689508,[235  11] ; [95 18],[226.1281337  19.8718663] ; [103.8718663   9.1281337],1
b5,1,0.000469,12.234046,[150  98] ; [46 67],[134.64819945 113.35180055] ; [61.35180055 51.64819945],1
d5,1,0.000916,10.991097,[202  46] ; [74 39],[189.6066482  58.3933518] ; [86.3933518 26.6066482],1
u1,1,0.001253,10.410577,[ 48 200] ; [  7 106],[ 37.78393352 210.21606648] ; [17.21606648 95.78393352],0
r2,1,0.001548,10.020204,[230  14] ; [94 18],[222.06741573  21.93258427] ; [101.93258427  10.06741573],0
v2,1,0.001697,9.851773,[111 129] ; [31 78],[ 97.6504298 142.3495702] ; [44.3495702 64.6504298],0
v4,1,0.006195,7.492634,[235  11] ; [99 14],[228.86908078  17.13091922] ; [105.13091922   7.86908078],0
d1,1,0.009407,6.743804,[144 104] ; [49 64],[132.58725762 115.41274238] ; [60.41274238 52.58725762],0
p10,1,0.009854,6.661127,[194  49] ; [76 37],[184.29775281  58.70224719] ; [85.70224719 27.29775281],0
p2,1,0.031158,4.644252,[200  47] ; [80 33],[192.11111111  54.88888889] ; [87.88888889 25.11111111],0
n3,1,0.034971,4.446588,[51 14] ; [25 17],[46.1682243 18.8317757] ; [29.8317757 12.1682243],0
s2,1,0.040489,4.197289,[120 127] ; [41 70],[111.08100559 135.91899441] ; [49.91899441 61.08100559],0
u3,1,0.047046,3.943734,[38 35] ; [15 30],[32.78813559 40.21186441] ; [20.21186441 24.78813559],0
p9,1,0.072148,3.233454,[197  45] ; [81 30],[190.58356941  51.41643059] ; [87.41643059 23.58356941],0
a3,1,0.073136,3.2112,[173  75] ; [68 45],[165.56232687  82.43767313] ; [75.43767313 37.56232687],0
p1,1,0.10637,2.607345,[ 16 230] ; [ 13 100],[ 19.8718663 226.1281337] ; [  9.1281337 103.8718663],0
b1,1,0.11206,2.524933,[ 88 160] ; [50 63],[ 94.8033241 153.1966759] ; [43.1966759 69.8033241],0
s3,1,0.123646,2.370522,[133 112] ; [50 60],[126.29577465 118.70422535] ; [56.70422535 53.29577465],0
v3,1,0.14243,2.151512,[ 73 170] ; [25 86],[ 67.27118644 175.72881356] ; [30.72881356 80.27118644],0
s6,1,0.155106,2.021303,[156  88] ; [61 48],[149.99433428  94.00566572] ; [67.00566572 41.99433428],0
n5,1,0.158463,1.988829,[171  74] ; [87 26],[176.56424581  68.43575419] ; [81.43575419 31.56424581],0
p4,1,0.22745,1.456735,[130 116] ; [51 60],[124.72268908 121.27731092] ; [56.27731092 54.72268908],0
s1,1,0.241969,1.369085,[  7 238] ; [  6 106],[  8.92156863 236.07843137] ; [  4.07843137 107.92156863],0
a5,1,0.284987,1.143152,[170  78] ; [71 42],[165.56232687  82.43767313] ; [75.43767313 37.56232687],0
a8,1,0.355569,0.853484,[ 29 197] ; [10 97],[ 26.46846847 199.53153153] ; [12.53153153 94.46846847],0
n1,1,0.360222,0.83712,[24 39] ; [13 31],[21.78504673 41.21495327] ; [15.21495327 28.78504673],0
n2,1,0.365046,0.820458,[46 18] ; [28 16],[43.85185185 20.14814815] ; [30.14814815 13.85185185],0
p7,1,0.401558,0.703655,[139 103] ; [59 53],[135.3559322 106.6440678] ; [62.6440678 49.3559322],0
u2,1,0.414476,0.665924,[36 38] ; [18 26],[33.86440678 40.13559322] ; [20.13559322 23.86440678],0
b4,1,0.482823,0.49248,[148 100] ; [63 50],[144.95290859 103.04709141] ; [66.04709141 46.95290859],0
a4,1,0.562546,0.335315,[101 147] ; [42 70],[ 98.51111111 149.48888889] ; [44.48888889 67.51111111],0
u4,1,0.567443,0.326979,[  1 247] ; [  1 112],[  1.37396122 246.62603878] ; [  0.62603878 112.37396122],0
a1,1,0.578171,0.309201,[ 12 236] ; [  4 109],[ 10.99168975 237.00831025] ; [  5.00831025 107.99168975],0
d2,1,0.594215,0.28381,[117 131] ; [49 62],[114.67409471 133.32590529] ; [51.32590529 59.67409471],0
p5,1,0.607303,0.26412,[ 20 227] ; [ 11 102],[ 21.26944444 225.73055556] ; [  9.73055556 103.26944444],0
s7,1,0.642419,0.215593,[105 133] ; [51 58],[106.99711816 131.00288184] ; [49.00288184 59.99711816],0
p3,1,0.658831,0.194946,[101 146] ; [49 64],[102.91666667 144.08333333] ; [47.08333333 65.91666667],0
