Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,27.994118,[30 43] ; [124  38],[47.83829787 25.16170213] ; [106.16170213  55.83829787],1
a6,1,2e-06,22.817646,[28 45] ; [116  47],[44.54237288 28.45762712] ; [99.45762712 63.54237288],1
d5,1,0.000307,13.026182,[40 33] ; [127  36],[51.65677966 21.34322034] ; [115.34322034  47.65677966],1
p2,1,0.000344,12.816567,[40 33] ; [126  36],[51.56595745 21.43404255] ; [114.43404255  47.56595745],1
a1,1,0.000429,12.402785,[ 7 66] ; [  1 162],[ 2.47457627 70.52542373] ; [  5.52542373 157.47457627],1
d1,1,0.000845,11.139522,[21 52] ; [85 78],[32.78813559 40.21186441] ; [73.21186441 89.78813559],1
p10,1,0.001222,10.456218,[36 36] ; [115  45],[46.86206897 25.13793103] ; [104.13793103  55.86206897],0
p9,1,0.002385,9.22656,[41 30] ; [123  36],[50.62608696 20.37391304] ; [113.37391304  45.62608696],0
r1,1,0.006385,7.438254,[40 33] ; [118  44],[49.08085106 23.91914894] ; [108.91914894  53.08085106],0
r3,1,0.009847,6.662314,[60 13] ; [151  11],[65.54468085  7.45531915] ; [145.45531915  16.54468085],0
s6,1,0.01051,6.546395,[31 40] ; [100  62],[39.91845494 31.08154506] ; [91.08154506 70.91845494],0
u1,1,0.011587,6.372926,[ 1 72] ; [ 18 145],[ 5.87711864 67.12288136] ; [ 13.12288136 149.87711864],0
v2,1,0.016304,5.76981,[24 47] ; [78 75],[32.33035714 38.66964286] ; [69.66964286 83.33035714],0
a2,1,0.019797,5.429697,[ 4 69] ; [ 27 136],[ 9.58898305 63.41101695] ; [ 21.41101695 141.58898305],0
d4,1,0.022055,5.241412,[49 23] ; [133  30],[55.76170213 16.23829787] ; [126.23829787  36.76170213],0
b1,1,0.030391,4.687058,[34 39] ; [ 52 111],[26.60169492 46.39830508] ; [ 59.39830508 103.60169492],0
v4,1,0.031183,4.642857,[60 12] ; [150  12],[64.61538462  7.38461538] ; [145.38461538  16.61538462],0
r4,1,0.034773,4.456296,[50 23] ; [132  31],[56.29661017 16.70338983] ; [125.70338983  37.29661017],0
p8,1,0.037562,4.324756,[23 50] ; [74 87],[30.26068376 42.73931624] ; [66.73931624 94.26068376],0
b5,1,0.047427,3.930178,[38 35] ; [107  56],[44.85169492 28.14830508] ; [100.14830508  62.85169492],0
v3,1,0.055989,3.652399,[11 60] ; [ 42 113],[16.65044248 54.34955752] ; [ 36.34955752 118.65044248],0
s7,1,0.074529,3.180352,[15 53] ; [ 53 103],[20.64285714 47.35714286] ; [ 47.35714286 108.64285714],0
r2,1,0.087128,2.926648,[60 13] ; [146  16],[63.99148936  9.00851064] ; [142.00851064  19.99148936],0
n2,1,0.101429,2.682933,[26  8] ; [34 23],[22.41758242 11.58241758] ; [37.58241758 19.41758242],0
a8,1,0.206418,1.596372,[ 5 65] ; [  5 145],[ 3.18181818 66.81818182] ; [  6.81818182 143.18181818],0
s8,1,0.23153,1.431436,[17 55] ; [ 51 112],[20.83404255 51.16595745] ; [ 47.16595745 115.83404255],0
