Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.00024,13.491919,[20  5] ; [ 2 10],[14.86486486 10.13513514] ; [7.13513514 4.86486486],1
d5,1,0.005378,7.747863,[20  5] ; [4 8],[16.21621622  8.78378378] ; [7.78378378 4.21621622],0
a5,1,0.012242,6.275445,[19  6] ; [4 8],[15.54054054  9.45945946] ; [7.45945946 4.54054054],0
p3,1,0.017706,5.625,[14 10] ; [ 2 10],[10.66666667 13.33333333] ; [5.33333333 6.66666667],0
s5,1,0.040685,4.189091,[10 14] ; [ 1 11],[ 7.33333333 16.66666667] ; [3.66666667 8.33333333],0
s7,1,0.041819,4.142512,[12 11] ; [ 2 10],[ 9.2 13.8] ; [4.8 7.2],0
a7,1,0.046313,3.970159,[17  8] ; [4 8],[14.18918919 10.81081081] ; [6.81081081 5.18918919],0
a3,1,0.073312,3.207273,[19  6] ; [5 6],[16.66666667  8.33333333] ; [7.33333333 3.66666667],0
s8,1,0.103031,2.657991,[11 14] ; [ 2 10],[ 8.78378378 16.21621622] ; [4.21621622 7.78378378],0
v3,1,0.11625,2.467133,[ 5 20] ; [5 6],[ 6.94444444 18.05555556] ; [3.05555556 7.94444444],0
p1,1,0.120903,2.405587,[ 3 22] ; [4 8],[ 4.72972973 20.27027027] ; [2.27027027 9.72972973],0
p4,1,0.12871,2.307992,[15 10] ; [4 8],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
a4,1,0.13738,2.207066,[11 14] ; [2 9],[ 9.02777778 15.97222222] ; [3.97222222 7.02777778],0
p7,1,0.156929,2.003571,[11 11] ; [3 9],[ 9.05882353 12.94117647] ; [4.94117647 7.05882353],0
u3,1,0.169583,1.886621,[4 2] ; [2 5],[2.76923077 3.23076923] ; [3.23076923 3.76923077],0
s3,1,0.177851,1.815492,[12 13] ; [2 7],[10.29411765 14.70588235] ; [3.70588235 5.29411765],0
d2,1,0.182227,1.779364,[12 13] ; [3 9],[10.13513514 14.86486486] ; [4.86486486 7.13513514],0
s1,1,0.186379,1.746013,[ 1 24] ; [ 2 10],[ 2.02702703 22.97297297] ; [ 0.97297297 11.02702703],0
p2,1,0.188313,1.730769,[19  5] ; [7 5],[17.33333333  6.66666667] ; [8.66666667 3.33333333],0
r1,1,0.19659,1.667524,[14 11] ; [4 8],[12.16216216 12.83783784] ; [5.83783784 6.16216216],0
n3,1,0.201352,1.63254,[4 6] ; [5 2],[5.29411765 4.70588235] ; [3.70588235 3.29411765],0
p10,1,0.230549,1.437471,[21  4] ; [8 4],[19.59459459  5.40540541] ; [9.40540541 2.59459459],0
b5,1,0.290588,1.116894,[17  8] ; [6 6],[15.54054054  9.45945946] ; [7.45945946 4.54054054],0
n6,1,0.290588,1.116894,[17  8] ; [6 6],[15.54054054  9.45945946] ; [7.45945946 4.54054054],0
b2,1,0.302191,1.0645,[ 4 14] ; [3 4],[ 5.04 12.96] ; [1.96 5.04],0
b3,1,0.302191,1.0645,[ 4 14] ; [3 4],[ 5.04 12.96] ; [1.96 5.04],0
s2,1,0.37095,0.800481,[10 15] ; [3 9],[ 8.78378378 16.21621622] ; [4.21621622 7.78378378],0
a6,1,0.414172,0.666793,[14 11] ; [5 7],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
a1,1,0.426763,0.631616,[ 2 23] ; [ 2 10],[ 2.7027027 22.2972973] ; [ 1.2972973 10.7027027],0
r4,1,0.503429,0.4477,[ 9 16] ; [3 9],[ 8.10810811 16.89189189] ; [3.89189189 8.10810811],0
b4,1,0.503429,0.4477,[16  9] ; [9 3],[16.89189189  8.10810811] ; [8.10810811 3.89189189],0
v4,1,0.512902,0.428143,[21  4] ; [9 3],[20.27027027  4.72972973] ; [9.72972973 2.27027027],0
a2,1,0.523103,0.407771,[ 4 21] ; [ 1 11],[ 3.37837838 21.62162162] ; [ 1.62162162 10.37837838],0
v2,1,0.530869,0.392727,[ 7 18] ; [2 9],[ 6.25 18.75] ; [2.75 8.25],0
s6,1,0.556067,0.346559,[13 12] ; [5 7],[12.16216216 12.83783784] ; [5.83783784 6.16216216],0
v1,1,0.556067,0.346559,[12 13] ; [7 5],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
p6,1,0.662771,0.190175,[ 8 17] ; [3 9],[ 7.43243243 17.56756757] ; [3.56756757 8.43243243],0
p11,1,0.717448,0.130951,[13 12] ; [7 5],[13.51351351 11.48648649] ; [6.48648649 5.51351351],0
b1,1,0.739356,0.110694,[16  9] ; [7 5],[15.54054054  9.45945946] ; [7.45945946 4.54054054],0
p5,1,0.765875,0.08867,[ 5 19] ; [ 2 10],[ 4.66666667 19.33333333] ; [2.33333333 9.66666667],0
n1,1,0.771519,0.084325,[5 5] ; [4 3],[5.29411765 4.70588235] ; [3.70588235 3.29411765],0
u2,1,0.796762,0.066327,[3 3] ; [3 4],[2.76923077 3.23076923] ; [3.23076923 3.76923077],0
n5,1,0.847465,0.037,[18  7] ; [9 3],[18.24324324  6.75675676] ; [8.75675676 3.24324324],0
n4,1,0.873624,0.025299,[16  9] ; [8 4],[16.21621622  8.78378378] ; [7.78378378 4.21621622],0
p8,1,0.909285,0.012982,[13 12] ; [6 6],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
n2,1,0.949272,0.004048,[7 3] ; [5 2],[7.05882353 2.94117647] ; [4.94117647 2.05882353],0
p12,1,0.972261,0.001209,[ 2 23] ; [ 1 11],[ 2.02702703 22.97297297] ; [ 0.97297297 11.02702703],0
